name,nomenclature,source_db_name,normalized_gene_id,aliases
CENPS,Gene Symbol,HGNC,hgnc:23163,APITD1|CENP-S|centromere protein S|ena.embl:BC029430|ensembl:ENSG00000175279|FAAP16|hgnc:23163|MHF1|ncbigene:378708|omim:609130|pubmed:15328517|pubmed:24522885|pubmed:25038251|refseq:NM_199294|ucsc:uc001are.4|uniprot:Q8N2Z9|vega:OTTHUMG00000059085
TAS2R46,Gene Symbol,IDG,hgnc:18877,
LMTK2,Gene Symbol,HGNC,hgnc:17880,AATYK2|BREK|ccds:CCDS5654|cprk|ena.embl:AB029002|ensembl:ENSG00000164715|hgnc:17880|KIAA1079|KPI-2|KPI2|lemur tyrosine kinase 2|LMR2|ncbigene:22853|omim:610989|PPP1R100|pubmed:15005709|refseq:NM_014916|ucsc:uc003upd.3|uniprot:Q8IWU2|vega:OTTHUMG00000154256
PSMA5,Gene Symbol,dGene,hgnc:9534,NCBIGENE:5686|PSC5|ZETA
PSMB7,Gene Symbol,GO,hgnc:9544,PROTEASOME SUBUNIT BETA TYPE-7|Z
OR7G2,Gene Symbol,dGene,hgnc:8466,NCBIGENE:390882|OR19-6|OST260
CHP2,Gene Symbol,Pharos,hgnc:24927,CALCINEURIN B HOMOLOGOUS PROTEIN 2|UNIPROT:O43745
CHRNA4,Gene Symbol,Pharos,hgnc:1958,NEURONAL ACETYLCHOLINE RECEPTOR SUBUNIT ALPHA-4|UNIPROT:P43681
PSMB10,Gene Symbol,Ensembl,hgnc:9538,ensembl:ENSG00000205220|hgnc:9538|proteasome 20S subunit beta 10
ADRA1A,Gene Symbol,HGNC,hgnc:277,ADRA1C|ADRA1L1|adrenoceptor alpha 1A|ccds:CCDS34869|ccds:CCDS6052|ccds:CCDS6053|ccds:CCDS6054|ccds:CCDS83269|ena.embl:L31774|ensembl:ENSG00000120907|hgnc:277|ncbigene:148|omim:104221|pubmed:16685204|refseq:NM_033303|ucsc:uc010lun.2|uniprot:P35348|vega:OTTHUMG00000099459
KLHL24,Gene Symbol,NCBI,hgnc:25947,CMH29|DRE1|EBS6|EBSSH|ensembl:ENSG00000114796|FLJ22673|hgnc:25947|kelch like family member 24|KRIP6|LOC339924|ncbigene:54800|omim:611295
CXCR5,Gene Symbol,NCBI,hgnc:1060,BLR1|C-X-C motif chemokine receptor 5|CD185|ensembl:ENSG00000160683|hgnc:1060|LOC112887|LOC115271|MDR15|ncbigene:643|omim:601613
ABL1,Gene Symbol,NCBI,hgnc:76,"ABL|ABL proto-oncogene 1, non-receptor tyrosine kinase|BCR-ABL|bcr/abl|c-ABL|c-ABL1|CHDSKM|ensembl:ENSG00000097007|hgnc:76|JTK7|LOC112779|LOC116063|ncbigene:25|omim:189980|p150|v-abl"
QPCT,Gene Name,DrugBank,hgnc:9753,HGNC:9753|IUPHAR.RECEPTOR:2411|QPCT|QPCT_HUMAN|UNIPROT:Q16769|X71125
PPA2,Gene Symbol,HGNC,hgnc:28883,3.6.1.1|ccds:CCDS34043|ccds:CCDS3667|ccds:CCDS3668|ccds:CCDS3669|ensembl:ENSG00000138777|FLJ20459|hgnc:28883|inorganic pyrophosphatase 2|ncbigene:27068|omim:609988|pubmed:11042152|refseq:NM_176869|ucsc:uc003hxl.4|uniprot:Q9H2U2|vega:OTTHUMG00000128781
UNIPROT:O00187,UniProtKB ID,HopkinsGroom,hgnc:6902,ENSEMBL:ENSG00000009724|MANNAN-BINDING LECTIN SERINE PROTEASE 2|MASP2|MASP2_HUMAN|NCBIGENE:10747
HRG,Gene Symbol,Pharos,hgnc:5181,HISTIDINE-RICH GLYCOPROTEIN|UNIPROT:P04196
GNE,Gene Symbol,Pharos,hgnc:23657,BIFUNCTIONAL UDP-N-ACETYLGLUCOSAMINE 2-EPIMERASE/N-ACETYLMANNOSAMINE KINASE|UNIPROT:Q9Y223
TRAF3IP2,Gene Symbol,Pharos,hgnc:1343,ADAPTER PROTEIN CIKS|UNIPROT:O43734
NR1H4,Gene Symbol,dGene,hgnc:7967,BAR|FXR|HRR-1|HRR1|NCBIGENE:9971|RIP14
MRPL47,Gene Symbol,NCBI,hgnc:16652,CGI-204|ensembl:ENSG00000136522|hgnc:16652|L47mt|mitochondrial ribosomal protein L47|MRP-L47|ncbigene:57129|NCM1|omim:611852|uL29m
B4GALT1,Gene Symbol,HGNC,hgnc:924,"2.4.1.133|2.4.1.22|2.4.1.38|2.4.1.90|beta-1,4-galactosyltransferase 1|beta4Gal-T1|ccds:CCDS6535|ccds:CCDS94396|ena.embl:X14085|ensembl:ENSG00000086062|GGTB2|hgnc:924|ncbigene:2683|omim:137060|orphanet:118962|pubmed:9597550|refseq:NM_001497|ucsc:uc003zsg.3|uniprot:P15291|vega:OTTHUMG00000019764"
FSTL3,Gene Symbol,HGNC,hgnc:3973,ccds:CCDS12040|cosmic:FSTL3|ena.embl:U76702|ensembl:ENSG00000070404|FLRG|follistatin like 3|FSRP|hgnc:3973|merops:I01.968|ncbigene:10272|omim:605343|pubmed:15527507|pubmed:9671416|refseq:NM_005860|ucsc:uc002lpk.3|uniprot:O95633|vega:OTTHUMG00000180593
RIT1,Gene Symbol,NCBI,hgnc:10023,ensembl:ENSG00000143622|hgnc:10023|ncbigene:6016|NS8|omim:609591|Ras like without CAAX 1|RIBB|RIT|ROC1
LOC105377203,Gene Symbol,NCBI,hgnc:2624,ensembl:ENSG00000205702|ncbigene:105377203|uncharacterized LOC105377203
HTN3,Gene Name,HingoraniCasas,hgnc:5284,ENSEMBL:ENSG00000205649|HTN3
NAGPA,Gene Symbol,NCBI,hgnc:17378,APAA|ensembl:ENSG00000103174|hgnc:17378|LOC257355|N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase|ncbigene:51172|omim:607985|UCE
RPL9P7,Gene Symbol,Ensembl,hgnc:30335,ensembl:ENSG00000238103|hgnc:30335|ribosomal protein L9 pseudogene 7
FHOD3,Gene Symbol,Pharos,hgnc:26178,FH1/FH2 DOMAIN-CONTAINING PROTEIN 3|UNIPROT:Q2V2M9
OR4D11,Gene Symbol,Pharos,hgnc:15174,OLFACTORY RECEPTOR 4D11|UNIPROT:Q8NGI4
SEC11C,Gene Symbol,dGene,hgnc:23400,NCBIGENE:90701|SEC11L3|SPC21|SPCS4C
NRXN3,Gene Symbol,Ensembl,hgnc:8010,ensembl:ENSG00000021645|hgnc:8010|neurexin 3
GLRA1,Gene Symbol,NCBI,hgnc:4326,ensembl:ENSG00000145888|glycine receptor alpha 1|hgnc:4326|HKPX1|ncbigene:2741|omim:138491|STHE
CTSS,Gene Name,DrugBank,hgnc:2545,CATS_HUMAN|CTSS|GENBANK:248406|HGNC:2545|IUPHAR.RECEPTOR:2353|S93414|UNIPROT:P25774
UBE2Q2,Gene Symbol,Pharos,hgnc:19248,UBIQUITIN-CONJUGATING ENZYME E2 Q2|UNIPROT:Q8WVN8
IUPHAR.RECEPTOR:1569,GuideToPharmacology ID,GuideToPharmacology,hgnc:18449,HGNC:18449|LAP3|LEUCINE AMINOPEPTIDASE 3|REFSEQ:NM_015907|REFSEQ:NP_056991|UNIPROT:P28838
TRPM4,Gene Symbol,Ensembl,hgnc:17993,ensembl:ENSG00000130529|hgnc:17993|transient receptor potential cation channel subfamily M member 4
PER3,Gene Symbol,Ensembl,hgnc:8847,ensembl:ENSG00000049246|hgnc:8847|period circadian regulator 3
CA1,Gene Symbol,Ensembl,hgnc:1368,carbonic anhydrase 1|ensembl:ENSG00000133742|hgnc:1368
SCRN2,Gene Symbol,Ensembl,hgnc:30381,ensembl:ENSG00000141295|hgnc:30381|secernin 2
SKIC3,Gene Symbol,NCBI,hgnc:23639,ensembl:ENSG00000198677|hgnc:23639|KIAA0372|ncbigene:9652|omim:614589|Ski3|SKI3 subunit of superkiller complex|THES|TTC37
CDCP2,Gene Symbol,Ensembl,hgnc:27297,CUB domain containing protein 2|ensembl:ENSG00000157211|hgnc:27297
IUPHAR.RECEPTOR:2625,GuideToPharmacology ID,GuideToPharmacology,hgnc:6053,HGNC:6053|IMPDH2|INOSINE MONOPHOSPHATE DEHYDROGENASE 2|REFSEQ:NM_000884|REFSEQ:NP_000875|UNIPROT:P12268
NOTCH1,Gene Symbol,CIViC,hgnc:7881,AOS5|AOVD1|CIVIC.GID:50|HN1|NCBI.GENE:4851|NOTCH RECEPTOR 1|TAN1
ZNF703,Gene Symbol,Ensembl,hgnc:25883,ensembl:ENSG00000183779|hgnc:25883|zinc finger protein 703
IUPHAR.RECEPTOR:582,GuideToPharmacology ID,GuideToPharmacology,hgnc:10593,HGNC:10593|NA<SUB>V</SUB>1.5|REFSEQ:NM_000335|REFSEQ:NM_001099404|REFSEQ:NM_001099405|REFSEQ:NM_001160160|REFSEQ:NM_001160161|REFSEQ:NM_198056|REFSEQ:NP_000326|REFSEQ:NP_001092874|REFSEQ:NP_001092875|REFSEQ:NP_001153632|REFSEQ:NP_001153633|REFSEQ:NP_932173|SCN5A|SODIUM VOLTAGE-GATED CHANNEL ALPHA SUBUNIT 5|UNIPROT:Q14524
ATP1A1,Gene Symbol,Pharos,hgnc:799,SODIUM/POTASSIUM-TRANSPORTING ATPASE SUBUNIT ALPHA-1|UNIPROT:P05023
SLC35G6,Gene Symbol,Ensembl,hgnc:31351,ensembl:ENSG00000259224|hgnc:31351|solute carrier family 35 member G6
NUDT14,Gene Symbol,NCBI,hgnc:20141,ensembl:ENSG00000183828|hgnc:20141|ncbigene:256281|nudix hydrolase 14|omim:609219|UGPP|UGPPase
INTG_AX_B2_HUMAN,Gene Symbol,GO,,ALPHA-X/BETA-2 INTEGRIN COMPLEX|INTEGRIN ALPHAX-BETA2 COMPLEX|ITGAX:ITGB2
PDZD2,Gene Symbol,NCBI,hgnc:18486,AIPC|ensembl:ENSG00000133401|hgnc:18486|ncbigene:23037|omim:610697|PAPIN|PDZ domain containing 2|PDZK3
ENSEMBL:ENSG00000081320,Ensembl Gene ID,RussLampel,hgnc:11396,SERINE/THREONINE-PROTEIN KINASE 17B (EC 2.7.1.37) (DAP KINASE-RELATED APOPTOSIS-INDUCING PROTEIN KINASE 2)|STK17B
IGIP,Gene Symbol,NCBI,hgnc:33847,C5orf53|ensembl:ENSG00000182700|hgnc:33847|IgA inducing protein|ncbigene:492311
CLCC1,Gene Symbol,IDG,hgnc:29675,
UNIPROT:Q8NGY9,UniProtKB ID,HopkinsGroom,hgnc:15014,ENSEMBL:ENSG00000196936|NCBIGENE:391190|OLFACTORY RECEPTOR 2L8|OR2L8|OR2L8_HUMAN
DLG5,Gene Symbol,Ensembl,hgnc:2904,discs large MAGUK scaffold protein 5|ensembl:ENSG00000151208|hgnc:2904
CYCLIN-DEPENDENT KINASE 5,Gene Name,TTD,hgnc:1774,CDK5|TTD.TARGET:T20973
HBO1-5.2_HUMAN,Gene Symbol,GO,,HBO1-5.2 HISTONE ACETYLTRANSFERASE COMPLEX|ING5:JADE2:HBO1:MEAF6 COMPLEX|ING5:JADE2:HBOA:MEAF6 COMPLEX|ING5:JADE2:KAT7:CENP-28 COMPLEX|ING5:JADE2:KAT7:EAF6 COMPLEX|ING5:JADE2:KAT7:MEAF6|ING5:JADE2:MYST2:MEAF6 COMPLEX|ING5:KIAA0239:KAT7:MEAF6 COMPLEX|ING5:PHF15:KAT7:MEAF6 COMPLEX
UNIPROT:Q8NGT2,UniProtKB ID,HopkinsGroom,hgnc:15108,ENSEMBL:ENSG00000168828|NCBIGENE:392309|O13J1_HUMAN|OLFACTORY RECEPTOR 13J1|OR13J1
ADCY4,Gene Symbol,Pharos,hgnc:235,ADENYLATE CYCLASE TYPE 4|UNIPROT:Q8NFM4
RASSF9,Gene Symbol,Pharos,hgnc:15739,RAS ASSOCIATION DOMAIN-CONTAINING PROTEIN 9|UNIPROT:O75901
CDKN1A,Gene Name,HingoraniCasas,hgnc:1784,CDKN1A|ENSEMBL:ENSG00000124762
KCNH2,Gene Symbol,HGNC,hgnc:6251,ccds:CCDS5910|ccds:CCDS5911|ena.embl:U04270|ensembl:ENSG00000055118|erg1|HERG|hgnc:6251|Kv11.1|LQT2|ncbigene:3757|omim:152427|orphanet:122777|potassium voltage-gated channel subfamily H member 2|pubmed:16382104|pubmed:18616963|pubmed:7842012|pubmed:8159766|refseq:NM_000238|ucsc:uc003wic.4|uniprot:Q12809|vega:OTTHUMG00000158341
IUPHAR.RECEPTOR:2976,GuideToPharmacology ID,GuideToPharmacology,hgnc:9642,HGNC:9642|PROTEIN TYROSINE PHOSPHATASE NON-RECEPTOR TYPE 1|PTPN1|REFSEQ:NM_002827|REFSEQ:NP_002818|UNIPROT:P18031
IUPHAR.RECEPTOR:669,GuideToPharmacology ID,GuideToPharmacology,hgnc:14921,<I>TAS2R16</I>|HGNC:14921|REFSEQ:NM_016945|TAS2R16|TASTE 2 RECEPTOR MEMBER 16|UNIPROT:Q9NYV7
RAB40B,Gene Symbol,NCBI,hgnc:18284,"ensembl:ENSG00000141542|hgnc:18284|ncbigene:10966|omim:619550|RAB40B, member RAS oncogene family|RAR|SEC4L"
STK17A,Gene Symbol,Ensembl,hgnc:11395,ensembl:ENSG00000164543|hgnc:11395|serine/threonine kinase 17a
IUPHAR.RECEPTOR:94,GuideToPharmacology ID,GuideToPharmacology,hgnc:4478,HGNC:4478|LPA<SUB>4</SUB> RECEPTOR|LPAR4|LYSOPHOSPHATIDIC ACID RECEPTOR 4|REFSEQ:NM_005296|REFSEQ:NP_005287|UNIPROT:Q99677
CACNA2D3,Gene Symbol,ChEMBL,hgnc:15460,CHEMBL:CHEMBL2363032|UNIPROT:Q8IZS8|VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-3
KCNC2,Gene Symbol,ChEMBL,hgnc:6234,CHEMBL:CHEMBL2362996|UNIPROT:Q96PR1|VOLTAGE-GATED POTASSIUM CHANNEL KCNC2
ROS1,Gene Symbol,CIViC,hgnc:10261,"C-ROS-1|CIVIC.GID:4941|MCF3|NCBI.GENE:6098|ROS|ROS PROTO-ONCOGENE 1, RECEPTOR TYROSINE KINASE"
SERPINB3,Gene Name,DrugBank,hgnc:10569,HGNC:10569|SERPINB3|SPB3_HUMAN|UNIPROT:P29508
NENF,Gene Name,HingoraniCasas,hgnc:30384,ENSEMBL:ENSG00000117691|NENF
ME1,Gene Name,HingoraniCasas,hgnc:6983,ENSEMBL:ENSG00000065833|ME1
PDE11A,Gene Symbol,NCBI,hgnc:8773,ensembl:ENSG00000128655|hgnc:8773|ncbigene:50940|omim:604961|phosphodiesterase 11A|PPNAD2
TMEM130,Gene Symbol,HGNC,hgnc:25429,ccds:CCDS47649|ccds:CCDS47650|ccds:CCDS5658|DKFZp761L1417|ensembl:ENSG00000166448|FLJ42643|hgnc:25429|ncbigene:222865|pubmed:12975309|pubmed:34207849|refseq:NM_152913|transmembrane protein 130|ucsc:uc011kir.3|uniprot:Q8N3G9|vega:OTTHUMG00000154419
CYP3A7,Gene Name,NCI,hgnc:2640,
UNIPROT:Q13733,UniProtKB ID,HopkinsGroom,hgnc:14073,AT1A4_HUMAN|ATP1A4|ENSEMBL:ENSG00000132681|NCBIGENE:480|SODIUM/POTASSIUM-TRANSPORTING ATPASE SUBUNIT ALPHA-4
IL33,Gene Symbol,CIViC,hgnc:16028,C9ORF26|CIVIC.GID:16802|DVS27|IL1F11|INTERLEUKIN 33|NCBI.GENE:90865|NF-HEV|NFEHEV
IUPHAR.RECEPTOR:779,GuideToPharmacology ID,GuideToPharmacology,hgnc:51,ABCC1|ATP BINDING CASSETTE SUBFAMILY C MEMBER 1 (ABCC1 BLOOD GROUP)|HGNC:51|UNIPROT:P33527
RNF146,Gene Symbol,NCBI,hgnc:21336,ensembl:ENSG00000118518|hgnc:21336|ncbigene:81847|omim:612137|ring finger protein 146
TAF12,Gene Symbol,HGNC,hgnc:11545,ccds:CCDS326|ccds:CCDS90896|ena.embl:BC011986|ensembl:ENSG00000120656|hgnc:11545|ncbigene:6883|omim:600773|pubmed:7729427|refseq:NM_005644|TAF2J|TAFII20|TATA-box binding protein associated factor 12|ucsc:uc001bqy.5|uniprot:Q16514|vega:OTTHUMG00000003655
IUPHAR.RECEPTOR:859,GuideToPharmacology ID,GuideToPharmacology,hgnc:13536,ATP8B4|ATPASE PHOSPHOLIPID TRANSPORTING 8B4 (PUTATIVE)|HGNC:13536|PROBABLE PHOSPHOLIPID-TRANSPORTING ATPASE IM|UNIPROT:Q8TF62
FAR1,Gene Symbol,HGNC,hgnc:26222,1.2.1.-|ccds:CCDS7813|ena.embl:AK026381|ensembl:ENSG00000197601|fatty acyl-CoA reductase 1|FLJ22728|hgnc:26222|MLSTD2|ncbigene:84188|omim:616107|orphanet:446846|pubmed:15220348|pubmed:15220349|pubmed:19027726|refseq:NM_032228|SDR10E1|ucsc:uc001mld.4|uniprot:Q8WVX9|vega:OTTHUMG00000165743
OR2M7,Gene Symbol,GO,hgnc:19594,OLFACTORY RECEPTOR 2M7
KANK2,Gene Symbol,Pharos,hgnc:29300,KN MOTIF AND ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 2|UNIPROT:Q63ZY3
SLC7A7,Gene Symbol,NCBI,hgnc:11065,ensembl:ENSG00000155465|hgnc:11065|LAT3|LPI|MOP-2|ncbigene:9056|omim:603593|solute carrier family 7 member 7|y+LAT-1|Y+LAT1
TTI1,Gene Symbol,Pharos,hgnc:29029,TELO2-INTERACTING PROTEIN 1 HOMOLOG|UNIPROT:O43156
FMO1,Gene Name,PharmGKB,hgnc:3769,PHARMGKB.GENE:PA165
CCR8,Gene Symbol,GO,hgnc:1609,C-C CHEMOKINE RECEPTOR TYPE 8|CKRL1|CMKBR8|CMKBRL2
ENSEMBL:ENSG00000125508,Ensembl Gene ID,RussLampel,hgnc:11298,SRMS|TYROSINE-PROTEIN KINASE SRMS (EC 2.7.1.112)
DHCR24,Gene Symbol,ChEMBL,hgnc:2859,CHEMBL:CHEMBL2331059|DELTA(24)-STEROL REDUCTASE|UNIPROT:Q15392
MN1,Gene Symbol,Ensembl,hgnc:7180,"ensembl:ENSG00000169184|hgnc:7180|MN1 proto-oncogene, transcriptional regulator"
CHRNA9,Gene Symbol,Ensembl,hgnc:14079,cholinergic receptor nicotinic alpha 9 subunit|ensembl:ENSG00000174343|hgnc:14079
EREG,Gene Name,NCI,hgnc:3443,
GPX4,Gene Symbol,HGNC,hgnc:4556,ccds:CCDS42457|ccds:CCDS92476|ena.embl:BC039849|ena.embl:X71973|ensembl:ENSG00000167468|glutathione peroxidase 4|hgnc:4556|MCSP|ncbigene:2879|omim:138322|orphanet:406611|PHGPx|pubmed:10464096|pubmed:8039723|pubmed:8287691|refseq:NM_002085|ucsc:uc021umg.3|uniprot:P36969|vega:OTTHUMG00000181874
IUPHAR.RECEPTOR:3342,GuideToPharmacology ID,GuideToPharmacology,hgnc:2732,D-DOPACHROME TAUTOMERASE|DDT|HGNC:2732|UNIPROT:P30046
CD59,Gene Symbol,HGNC,hgnc:1689,16.3A5|ccds:CCDS7886|CD59 molecule (CD59 blood group)|EJ16|EJ30|EL32|ensembl:ENSG00000085063|G344|hcdmdb:CD59|hgnc:1689|HRF20|MACIF|MIC11|MIN1|MIN2|MIN3|MIRL|MSK21|ncbigene:966|omim:107271|orphanet:221173|p18-20|pubmed:23149847|pubmed:27187193|pubmed:7691713|refseq:NM_203329|ucsc:uc001muv.5|uniprot:P13987|vega:OTTHUMG00000166270
OR2T7,Gene Symbol,Ensembl,hgnc:15019,ensembl:ENSG00000227152|hgnc:15019|olfactory receptor family 2 subfamily T member 7 (gene/pseudogene)
FLT4,Gene Symbol,TALC,hgnc:3767,NCBIGENE:2324
LLGL2,Gene Symbol,NCBI,hgnc:6629,ensembl:ENSG00000073350|HGL|hgnc:6629|Hugl-2|LGL2|LLGL scribble cell polarity complex component 2|ncbigene:3993|omim:618483
ENSEMBL:ENSG00000166828,Ensembl Gene ID,RussLampel,hgnc:10602,AMILORIDE-SENSITIVE SODIUM CHANNEL GAMMA-SUBUNIT (EPITHELIAL NA+ CHANNEL GAMMA SUBUNIT) (GAMMA ENAC) (NONVOLTAGE-GATED SODIUM CHANNEL 1 GAMMA SUBUNIT) (SCNEG) (GAMMA NACH)|SCNN1G
WWTR1,Gene Symbol,Pharos,hgnc:24042,UNIPROT:Q9GZV5|WW DOMAIN-CONTAINING TRANSCRIPTION REGULATOR PROTEIN 1
FBN3,Gene Name,DrugBank,hgnc:18794,FBN3|FBN3_HUMAN|HGNC:18794|UNIPROT:Q75N90
SLC24A5,Gene Symbol,Ensembl,hgnc:20611,ensembl:ENSG00000188467|hgnc:20611|solute carrier family 24 member 5
INSRR,Gene Symbol,HGNC,hgnc:6093,ccds:CCDS1160|ena.embl:J05046|ensembl:ENSG00000027644|hgnc:6093|insulin receptor related receptor|IRR|ncbigene:3645|omim:147671|pubmed:2249481|pubmed:2768234|refseq:NM_014215|ucsc:uc010pht.3|uniprot:P14616|vega:OTTHUMG00000041291
SFRP1,Gene Symbol,NCBI,hgnc:10776,ensembl:ENSG00000104332|FRP|FRP-1|FRP1|FrzA|hgnc:10776|ncbigene:6422|omim:604156|SARP2|secreted frizzled related protein 1
UNIPROT:A6NHA9,UniProtKB ID,HopkinsGroom,hgnc:31271,ENSEMBL:ENSG00000185926|NCBIGENE:119749|O4C46_HUMAN|OLFACTORY RECEPTOR 4C46|OR4C46
TRAV22,Gene Symbol,Ensembl,hgnc:12119,ensembl:ENSG00000211802|hgnc:12119|T cell receptor alpha variable 22
KCNJ2,Gene Symbol,NCBI,hgnc:6263,ATFB9|ensembl:ENSG00000123700|hgnc:6263|HHBIRK1|HHIRK1|IRK1|KIR2.1|LQT7|ncbigene:3759|omim:600681|potassium inwardly rectifying channel subfamily J member 2|SQT3
TGM2,Gene Symbol,NCBI,hgnc:11778,ensembl:ENSG00000198959|G(h)|hgnc:11778|hTG2|ncbigene:7052|omim:190196|TG(C)|TGC|transglutaminase 2|tTG
SPATS2,Gene Symbol,CIViC,hgnc:18650,CIVIC.GID:14596|NBLA00526|NCBI.GENE:65244|P59SCR|SCR59|SPATA10|SPERMATOGENESIS ASSOCIATED SERINE RICH 2
HNF4A,Gene Symbol,dGene,hgnc:5024,HNF4|HNF4A7|HNF4A8|HNF4A9|HNF4ALPHA|MODY|MODY1|NCBIGENE:3172|NR2A1|NR2A21|TCF|TCF14
IUPHAR.RECEPTOR:289,GuideToPharmacology ID,GuideToPharmacology,hgnc:4593,GLUTAMATE METABOTROPIC RECEPTOR 1|GRM1|HGNC:4593|MGLU<SUB>1</SUB> RECEPTOR|REFSEQ:NM_001278064|REFSEQ:NM_001278065|REFSEQ:NM_001278066|REFSEQ:NM_001278067|REFSEQ:NP_001264993|REFSEQ:NP_001264994|REFSEQ:NP_001264995|REFSEQ:NP_001264996|UNIPROT:Q13255
CYCSP5,Gene Symbol,HGNC,hgnc:24416,CYCS pseudogene 5|ena.embl:AF533166|ensembl:ENSG00000227735|HCP5|hgnc:24416|ncbigene:360158|pseudogene.org:PGOHUM00000244524|pubmed:12815422|pubmed:12909341|refseq:NG_002956|vega:OTTHUMG00000040399
ABT1,Gene Symbol,GO,hgnc:17369,ACTIVATOR OF BASAL TRANSCRIPTION 1
IGF2R,Gene Symbol,Ensembl,hgnc:5467,ensembl:ENSG00000197081|hgnc:5467|insulin like growth factor 2 receptor
PGAM2,Gene Symbol,NCBI,hgnc:8889,ensembl:ENSG00000164708|GSD10|hgnc:8889|LOC112925|LOC116057|ncbigene:5224|omim:612931|PGAM-M|PGAMM|phosphoglycerate mutase 2
GGCT,Gene Symbol,HGNC,hgnc:21705,4.3.2.9|C7orf24|ccds:CCDS5428|ccds:CCDS56474|ccds:CCDS56475|ccds:CCDS56476|CRF21|ena.embl:BC019243|ensembl:ENSG00000006625|gamma-glutamylcyclotransferase|GCTG|Ggc|hgnc:21705|MGC3077|ncbigene:79017|omim:137170|pubmed:17932939|pubmed:18515354|refseq:NM_024051|ucsc:uc003tba.4|uniprot:O75223|vega:OTTHUMG00000128593
PSAT1,Gene Name,DrugBank,hgnc:19129,AF113132|GENBANK:5326802|HGNC:19129|PSAT1|SERC_HUMAN|UNIPROT:Q9Y617
UNIPROT:O15354,UniProtKB ID,HopkinsGroom,hgnc:4494,ENSEMBL:ENSG00000170775|GPR37|GPR37_HUMAN|NCBIGENE:2861|PROBABLE G-PROTEIN COUPLED RECEPTOR 37
ECE1,Gene Symbol,HumanProteinAtlas,hgnc:3146,ECE|ENDOTHELIN CONVERTING ENZYME 1|ENSEMBL:ENSG00000117298|UNIPROT:P42892
SCNN1G,Gene Symbol,Ensembl,hgnc:10602,ensembl:ENSG00000166828|hgnc:10602|sodium channel epithelial 1 subunit gamma
ABCB1,Gene Name,DTC,hgnc:40,
CSF2RA,Gene Symbol,NCBI,hgnc:2435,alphaGMR|CD116|CDw116|colony stimulating factor 2 receptor subunit alpha|CSF2R|CSF2RAX|CSF2RAY|CSF2RX|CSF2RY|ensembl:ENSG00000198223|ensembl:ENSG00000292357|GM-CSF-R-alpha|GMCSFR|GMCSFR-alpha|GMR|GMR-alpha|hgnc:2435|ncbigene:1438|omim:306250|omim:425000|SMDP4
MYLK3,Gene Symbol,HGNC,hgnc:29826,caMLCK|ccds:CCDS10723|ccds:CCDS76861|ena.embl:AJ247087|ensembl:ENSG00000140795|hgnc:29826|MLCK|myosin light chain kinase 3|ncbigene:91807|omim:612147|pubmed:17885681|refseq:NM_182493|ucsc:uc002eei.5|uniprot:Q32MK0|vega:OTTHUMG00000132543
MTMR1,Gene Symbol,Ensembl,hgnc:7449,ensembl:ENSG00000063601|hgnc:7449|myotubularin related protein 1
TRAV41,Gene Symbol,Ensembl,hgnc:12142,ensembl:ENSG00000211820|hgnc:12142|T cell receptor alpha variable 41
PFKFB3,Gene Symbol,NCBI,hgnc:8874,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3|ensembl:ENSG00000170525|hgnc:8874|iPFK-2|IPFK2|ncbigene:5209|omim:605319|PFK2"
C1S,Gene Symbol,GO,hgnc:1247,COMPLEMENT C1S SUBCOMPONENT
IKZF3,Gene Symbol,NCBI,hgnc:13178,AIO|AIOLOS|ensembl:ENSG00000161405|hgnc:13178|IKAROS family zinc finger 3|IMD84|ncbigene:22806|omim:606221|ZNFN1A3
TPT1,Gene Symbol,CIViC,hgnc:12022,"CIVIC.GID:5870|HRF|NCBI.GENE:7178|P02|P23|TCTP|TUMOR PROTEIN, TRANSLATIONALLY-CONTROLLED 1"
LRRN1,Gene Symbol,HGNC,hgnc:20980,ccds:CCDS33685|ena.embl:AB040930|ensembl:ENSG00000175928|FIGLER3|hgnc:20980|leucine rich repeat neuronal 1|ncbigene:57633|omim:619623|pubmed:10819331|refseq:NM_020873|ucsc:uc003bpt.4|uniprot:Q6UXK5|vega:OTTHUMG00000154934
AVPR1A,Gene Symbol,HGNC,hgnc:895,arginine vasopressin receptor 1A|AVPR1|ccds:CCDS8965|ena.embl:L25615|ensembl:ENSG00000166148|hgnc:895|ncbigene:552|omim:600821|pubmed:8106369|refseq:NM_000706|ucsc:uc001sro.3|uniprot:P37288|vega:OTTHUMG00000169980
IRAK4,Gene Name,DTC,hgnc:17967,
LOC102723370,Gene Symbol,NCBI,hgnc:27337,ensembl:ENSG00000171714|ncbigene:102723370|uncharacterized LOC102723370
UNIPROT:Q5T2L2,UniProtKB ID,HopkinsGroom,hgnc:23469,AKCL1_HUMAN|AKR1CL1|ALDO-KETO REDUCTASE FAMILY 1 MEMBER C-LIKE PROTEIN 1|ENSEMBL:ENSG00000196326
