name,nomenclature,source_db_name,normalized_gene_id,aliases
LMX1A,Gene Symbol,HGNC,hgnc:6653,ccds:CCDS1247|ena.embl:AY078391|ensembl:ENSG00000162761|hgnc:6653|homeodb:8460|LIM homeobox transcription factor 1 alpha|LMX1|LMX1.1|ncbigene:4009|omim:600298|pubmed:7698771|refseq:NM_177398|ucsc:uc021pdz.1|uniprot:Q8TE12|vega:OTTHUMG00000034575
DAC,Gene Name,DrugBank,hgnc:17,DAC_ACTSP|UNIPROT:P39045|X64790
IUPHAR.RECEPTOR:413,GuideToPharmacology ID,GuideToPharmacology,hgnc:4086,GABA<SUB>A</SUB> RECEPTOR &GAMMA;1 SUBUNIT|GABRG1|GAMMA-AMINOBUTYRIC ACID TYPE A RECEPTOR SUBUNIT GAMMA1|HGNC:4086|REFSEQ:NM_173536|REFSEQ:NP_775807|UNIPROT:Q8N1C3
LHX3,Gene Symbol,Pharos,hgnc:6595,LIM/HOMEOBOX PROTEIN LHX3|UNIPROT:Q9UBR4
VEZF1,Gene Symbol,HGNC,hgnc:12949,ccds:CCDS32687|ccds:CCDS82169|DB1|ena.embl:D28118|ensembl:ENSG00000136451|hgnc:12949|ncbigene:7716|omim:606747|pubmed:8035792|refseq:NM_001330393|ucsc:uc002ivf.2|uniprot:Q14119|vascular endothelial zinc finger 1|vega:OTTHUMG00000178777|ZNF161
UNIPROT:Q00653,UniProtKB ID,HopkinsGroom,hgnc:7795,ENSEMBL:ENSG00000077150|NCBIGENE:4791|NFKB2|NFKB2_HUMAN|NUCLEAR FACTOR NF-KAPPA-B P100 SUBUNIT
RANBP9,Gene Symbol,Pharos,hgnc:13727,RAN-BINDING PROTEIN 9|UNIPROT:Q96S59
UBA2,Gene Symbol,NCBI,hgnc:30661,ACCES|ARX|ensembl:ENSG00000126261|hgnc:30661|HRIHFB2115|LOC100505842|ncbigene:10054|omim:613295|SAE2|ubiquitin like modifier activating enzyme 2
ENSEMBL:ENSG00000047936,Ensembl Gene ID,RussLampel,hgnc:10261,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE ROS PRECURSOR (EC 2.7.1.112) (C-ROS-1)|ROS1
MARCH2,Gene Symbol,Pharos,hgnc:28038,E3 UBIQUITIN-PROTEIN LIGASE MARCH2|UNIPROT:Q9P0N8
LMO4,Gene Symbol,Ensembl,hgnc:6644,ensembl:ENSG00000143013|hgnc:6644|LIM domain only 4
PACSIN2,Gene Symbol,HGNC,hgnc:8571,ccds:CCDS43023|ccds:CCDS54536|ena.embl:AF128536|ensembl:ENSG00000100266|hgnc:8571|ncbigene:11252|omim:604960|protein kinase C and casein kinase substrate in neurons 2|pubmed:10431838|pubmed:11082044|refseq:NM_007229|SDPII|ucsc:uc003bdg.5|uniprot:Q9UNF0|vega:OTTHUMG00000150701
IUPHAR.RECEPTOR:153,GuideToPharmacology ID,GuideToPharmacology,hgnc:30694,<I>MRGPRE</I>|HGNC:30694|MAS RELATED GPR FAMILY MEMBER E|MRGPRE|REFSEQ:NM_001039165|REFSEQ:NP_001034254|UNIPROT:Q86SM8
SGK1,Gene Symbol,GO,hgnc:10810,SERINE/THREONINE-PROTEIN KINASE SGK1|SGK
RTN4,Gene Name,NCI,hgnc:14085,
DUSP18,Gene Symbol,HGNC,hgnc:18484,ccds:CCDS13883|ccds:CCDS77667|dual specificity phosphatase 18|DUSP20|ena.embl:AF461689|ensembl:ENSG00000167065|hgnc:18484|ncbigene:150290|omim:611446|pubmed:12408986|refseq:NM_001304794|ucsc:uc021wnv.2|uniprot:Q8NEJ0|vega:OTTHUMG00000151115
CYP19A1,Gene Symbol,ChEMBL,hgnc:2594,AROMATASE|CHEMBL:CHEMBL1978|UNIPROT:P11511
GUCY1A1,Gene Symbol,Ensembl,hgnc:4685,ensembl:ENSG00000164116|guanylate cyclase 1 soluble subunit alpha 1|hgnc:4685
OR7E129P,Gene Symbol,HGNC,hgnc:15052,ensembl:ENSG00000180770|hgnc:15052|hordedb:OR7E129P|ncbigene:391576|olfactory receptor family 7 subfamily E member 129 pseudogene|pseudogene.org:PGOHUM00000250255|refseq:NG_004264|vega:OTTHUMG00000159715
PNOC,Gene Name,HingoraniCasas,hgnc:9163,ENSEMBL:ENSG00000168081|PNOC
NLRP5,Gene Symbol,Ensembl,hgnc:21269,ensembl:ENSG00000171487|hgnc:21269|NLR family pyrin domain containing 5
PAK6,Gene Symbol,Pharos,hgnc:16061,SERINE/THREONINE-PROTEIN KINASE PAK 6|UNIPROT:Q9NQU5
GHSR,Gene Symbol,GO,hgnc:4267,GROWTH HORMONE SECRETAGOGUE RECEPTOR TYPE 1
GADD45G,Gene Symbol,Ensembl,hgnc:4097,ensembl:ENSG00000130222|growth arrest and DNA damage inducible gamma|hgnc:4097
PDE4C,Gene Symbol,Ensembl,hgnc:8782,ensembl:ENSG00000105650|ensembl:ENSG00000285188|hgnc:8782|ncbigene:5143|phosphodiesterase 4C
LCK,Gene Name,HingoraniCasas,hgnc:6524,ENSEMBL:ENSG00000182866|LCK
IUPHAR.RECEPTOR:505,GuideToPharmacology ID,GuideToPharmacology,hgnc:9011,"HGNC:9011|PKD2L1|POLYCYSTIN 2 LIKE 1, TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL|REFSEQ:NM_016112|REFSEQ:NP_057196|TRPP2|UNIPROT:Q9P0L9"
CAMTA1,Gene Symbol,Ensembl,hgnc:18806,calmodulin binding transcription activator 1|ensembl:ENSG00000171735|hgnc:18806
CDK18,Gene Symbol,NCBI,hgnc:8751,cyclin dependent kinase 18|ensembl:ENSG00000117266|hgnc:8751|ncbigene:5129|omim:169190|PCTAIRE|PCTAIRE3|PCTK3
CYP27A1,Gene Symbol,NCBI,hgnc:2605,CP27|CTX|CYP27|cytochrome P450 family 27 subfamily A member 1|ensembl:ENSG00000135929|hgnc:2605|ncbigene:1593|omim:606530
PRSS58,Gene Symbol,dGene,hgnc:39125,NCBIGENE:136541|PRSS1|TRY1|TRYX3|UNQ2540
DYRK1A,Gene Name,HingoraniCasas,hgnc:3091,DYRK1A|ENSEMBL:ENSG00000157540
ENSEMBL:ENSG00000077713,Ensembl Gene ID,RussLampel,hgnc:30557,MITOCHONDRIAL SOLUTE CARRIER PROTEIN|NP_660348.1|REFSEQ:NP_660348
DDO,Gene Name,DTC,hgnc:2727,
PLAA,Gene Symbol,NCBI,hgnc:9043,DOA1|ensembl:ENSG00000137055|hgnc:9043|ncbigene:9373|NDMSBA|omim:603873|phospholipase A2 activating protein|PLA2P|PLAP
IUPHAR.RECEPTOR:1075,GuideToPharmacology ID,GuideToPharmacology,hgnc:28380,HGNC:28380|MITOCHONDRIAL COENZYME A TRANSPORTER|SLC25A42|SOLUTE CARRIER FAMILY 25 MEMBER 42|UNIPROT:Q86VD7
FZD7,Gene Symbol,dGene,hgnc:4045,FZE3|NCBIGENE:8324
CLDN17,Gene Symbol,HGNC,hgnc:2038,ccds:CCDS13586|claudin 17|ena.embl:AJ250712|ensembl:ENSG00000156282|hgnc:2038|MGC126552|MGC126554|ncbigene:26285|omim:617005|pubmed:12736707|refseq:NM_012131|ucsc:uc011acv.3|uniprot:P56750|vega:OTTHUMG00000081873
SVEP1,Gene Symbol,HGNC,hgnc:15985,"bA427L11.3|C9orf13|ccds:CCDS48004|ena.embl:AK027870|ensembl:ENSG00000165124|FLJ13529|hgnc:15985|ncbigene:79987|omim:611691|POLYDOM|refseq:NM_153366|sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1|ucsc:uc010mtz.4|uniprot:Q4LDE5|vega:OTTHUMG00000020482"
ENSEMBL:ENSG00000104375,Ensembl Gene ID,RussLampel,hgnc:11406,SERINE/THREONINE-PROTEIN KINASE 3 (EC 2.7.1.37) (STE20-LIKE KINASE MST2) (MST-2) (MAMMALIAN STE20-LIKE PROTEIN KINASE 2) (SERINE/THREONINE-PROTEIN KINASE KRS-1)|STK3
ASIC1,Gene Symbol,Pharos,hgnc:100,ACID-SENSING ION CHANNEL 1|UNIPROT:P78348
CARINH,Gene Symbol,NCBI,hgnc:33838,C5orf56|colitis associated IRF1 antisense regulator of intestinal homeostasis|hgnc:33838|IRF1-AS1|LOC100506008|ncbigene:441108
ERVK-25,Gene Symbol,HGNC,hgnc:39039,c11_A|ena.embl:AW818206|ena.embl:CF227268|ena.embl:FN806843|endogenous retrovirus group K member 25|hgnc:39039|ncbigene:100862683|pubmed:18664271|pubmed:21542922|uniprot:P61570|uniprot:P61579|uniprot:P63125|uniprot:P63136
PUM1,Gene Symbol,Pharos,hgnc:14957,PUMILIO HOMOLOG 1|UNIPROT:Q14671
IUPHAR.RECEPTOR:885,GuideToPharmacology ID,GuideToPharmacology,hgnc:13812,GLUCOSE TRANSPORTER  8|HGNC:13812|SLC2A8|SOLUTE CARRIER FAMILY 2 MEMBER 8|UNIPROT:Q9NY64
HNMT,Gene Symbol,Pharos,hgnc:5028,HISTAMINE N-METHYLTRANSFERASE|UNIPROT:P50135
CD70,Gene Name,DrugBank,hgnc:11937,CD70|CD70_HUMAN|HGNC:11937|UNIPROT:P32970
PIK3CA,Gene Name,DTC,hgnc:8975,
PIM2,Gene Symbol,Pharos,hgnc:8987,SERINE/THREONINE-PROTEIN KINASE PIM-2|UNIPROT:Q9P1W9
UNIPROT:P16581,UniProtKB ID,TdgClinicalTrial,hgnc:10718,SELE
GSTM3,Gene Symbol,NCBI,hgnc:4635,ensembl:ENSG00000134202|glutathione S-transferase mu 3|GST5|GSTB|GSTM3-3|GSTM3TV2|GTM3|hgnc:4635|hGSTM3-3|ncbigene:2947|omim:138390
SLC29A2,Gene Symbol,HGNC,hgnc:11004,ccds:CCDS73326|ccds:CCDS8137|DER12|ena.embl:X86681|ensembl:ENSG00000174669|ENT2|hgnc:11004|HNP36|ncbigene:3177|omim:602110|pubmed:9192854|pubmed:9478986|refseq:NM_001532|solute carrier family 29 member 2|ucsc:uc058dwm.1|uniprot:Q14542|vega:OTTHUMG00000169056
CD74,Gene Symbol,MyCancerGenome,hgnc:1697,CD74|NCBIGENE:972
IFNA7,Gene Symbol,HGNC,hgnc:5428,ccds:CCDS34995|ensembl:ENSG00000214042|hgnc:5428|IFN-alphaJ|IFNA-J|interferon alpha 7|ncbigene:3444|omim:147567|pubmed:1385305|refseq:NM_021057|ucsc:uc003zop.1|uniprot:P01567|vega:OTTHUMG00000019662
ALKAL2,Gene Symbol,NCBI,hgnc:27683,ALK and LTK ligand 2|AUGA|ensembl:ENSG00000189292|FAM150B|hgnc:27683|ncbigene:285016|omim:619671|PRO1097|RGPG542
FGF19,Gene Symbol,CarisMolecularIntelligence,hgnc:3675,
SALL2,Gene Symbol,Ensembl,hgnc:10526,ensembl:ENSG00000165821|hgnc:10526|spalt like transcription factor 2
FPGS,Gene Name,HingoraniCasas,hgnc:3824,ENSEMBL:ENSG00000136877|FPGS
BCL11A,Gene Symbol,HGNC,hgnc:13221,BCL11 transcription factor A|BCL11A-L|BCL11A-S|BCL11A-XL|ccds:CCDS1861|ccds:CCDS1862|ccds:CCDS46295|ccds:CCDS86845|ccds:CCDS92761|cosmic:BCL11A|CTIP1|ena.embl:AJ404611|ensembl:ENSG00000119866|EVI9|HBFQTL5|hgnc:13221|ncbigene:53335|omim:606557|orphanet:139145|pubmed:11719382|pubmed:18245381|pubmed:23644491|refseq:NM_022893|SMARCM1|ucsc:uc002sae.2|uniprot:Q9H165|vega:OTTHUMG00000129420|ZNF856
AFP,Gene Symbol,NCBI,hgnc:317,AFPD|alpha fetoprotein|ensembl:ENSG00000081051|FETA|hgnc:317|HPAFP|ncbigene:174|omim:104150
ITGB6,Gene Name,HingoraniCasas,hgnc:6161,ENSEMBL:ENSG00000115221|ITGB6
IUPHAR.RECEPTOR:1068,GuideToPharmacology ID,GuideToPharmacology,hgnc:12519,HGNC:12519|UCP3|UNCOUPLING PROTEIN 3|UNIPROT:P55916
TGF-BETA RECEPTOR TYPE I,Gene Name,TTD,hgnc:11772,TGFBR1|TTD.TARGET:T53389
ITGA2,Gene Symbol,NCBI,hgnc:6137,BR|CD49B|ensembl:ENSG00000164171|FMAIT3|GPIa|hgnc:6137|HPA-5|integrin subunit alpha 2|ncbigene:3673|omim:192974|VLA-2|VLAA2
SMPD4,Gene Symbol,Ensembl,hgnc:32949,ensembl:ENSG00000136699|hgnc:32949|sphingomyelin phosphodiesterase 4
PNPO,Gene Symbol,Pharos,hgnc:30260,PYRIDOXINE-5'-PHOSPHATE OXIDASE|UNIPROT:Q9NVS9
PRPF4,Gene Name,HingoraniCasas,hgnc:17349,ENSEMBL:ENSG00000136875|PRPF4
LY6G6D,Gene Symbol,NCBI,hgnc:13935,C6orf23|ensembl:ENSG00000244355|G6D|hgnc:13935|LY6-D|lymphocyte antigen 6 family member G6D|MEGT1|ncbigene:58530|NG25|omim:606038
RFTN1,Gene Symbol,Pharos,hgnc:30278,RAFTLIN|UNIPROT:Q14699
CAMBRIDGE PATHOLOGY 1 ANTIGEN,Gene Name,TTD,hgnc:1804,CD52|TTD.TARGET:T76630
IGLV1-44,Gene Name,HingoraniCasas,hgnc:5879,ENSEMBL:ENSG00000211651|IGLV1-44
DHFR,Gene Symbol,HGNC,hgnc:2861,1.5.1.3|ccds:CCDS47240|ccds:CCDS78028|ccds:CCDS78029|DHFR1|dihydrofolate reductase|ensembl:ENSG00000228716|hgnc:2861|ncbigene:1719|omim:126060|orphanet:159526|refseq:NM_000791|ucsc:uc003kgy.2|uniprot:P00374|vega:OTTHUMG00000162529
STKLD1,Gene Symbol,Pharos,hgnc:28669,SERINE/THREONINE KINASE-LIKE DOMAIN-CONTAINING PROTEIN STKLD1|UNIPROT:Q8NE28
UNIPROT:P14324,UniProtKB ID,TdgClinicalTrial,hgnc:3631,FDPS
KIR2DL1,Gene Symbol,Ensembl,hgnc:6329,"ensembl:ENSG00000125498|hgnc:6329|killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1"
CD83,Gene Symbol,NCBI,hgnc:1703,BL11|CD83 molecule|ensembl:ENSG00000112149|HB15|hgnc:1703|ncbigene:9308|omim:604534
NRD1,Gene Symbol,dGene,hgnc:7995,HNRD1|HNRD2|NCBIGENE:4898
TCF21,Gene Symbol,Ensembl,hgnc:11632,ensembl:ENSG00000118526|hgnc:11632|transcription factor 21
NRGN,Gene Symbol,NCBI,hgnc:8000,ensembl:ENSG00000154146|hgnc:8000|hng|ncbigene:4900|neurogranin|omim:602350|RC3
BMP7,Gene Symbol,NCBI,hgnc:1074,bone morphogenetic protein 7|ensembl:ENSG00000101144|hgnc:1074|ncbigene:655|omim:112267|OP-1
AARS2,Gene Symbol,HumanProteinAtlas,hgnc:21022,"AARSL|ALANYL-TRNA SYNTHETASE 2, MITOCHONDRIAL|BA444E17.1|ENSEMBL:ENSG00000124608|KIAA1270|UNIPROT:Q5JTZ9"
CTDP1,Gene Symbol,NCBI,hgnc:2498,CCFDN|CTD phosphatase subunit 1|ensembl:ENSG00000060069|FCP1|hgnc:2498|LOC105376875|ncbigene:9150|omim:604927
SLK,Gene Symbol,Ensembl,hgnc:11088,ensembl:ENSG00000065613|hgnc:11088|STE20 like kinase
ZACN,Gene Symbol,HGNC,hgnc:29504,ccds:CCDS11740|ena.embl:AK122638|ensembl:ENSG00000186919|hgnc:29504|L2|LGICZ|LGICZ1|ncbigene:353174|omim:610935|pubmed:12381728|pubmed:16083862|refseq:NM_180990|ucsc:uc002jqn.3|uniprot:Q401N2|vega:OTTHUMG00000157186|ZAC|ZAC1|zinc activated ion channel
IL1RAPL1,Gene Symbol,NCBI,hgnc:5996,ensembl:ENSG00000169306|hgnc:5996|IL-1-RAPL-1|IL-1RAPL-1|IL1R8|IL1RAPL|IL1RAPL-1|interleukin 1 receptor accessory protein like 1|MRX10|MRX21|MRX34|ncbigene:11141|omim:300206|OPHN4|TIGIRR-2
DCLK3,Gene Name,DrugBank,hgnc:19005,DCLK3|DCLK3_HUMAN|HGNC:19005|UNIPROT:Q9C098
FGFR2,Gene Symbol,ClearityFoundationClinicalTrial,hgnc:3689,NCBIGENE:2263
TAL2,Gene Symbol,NCBI,hgnc:11557,ensembl:ENSG00000186051|hgnc:11557|ncbigene:6887|omim:186855|TAL bHLH transcription factor 2|TAL-2
MEASLES VIRUS FUSION GLYCOPROTEIN,Gene Name,TTD,,MEV F|TTD.TARGET:T17248
PTGR1,Gene Name,DrugBank,hgnc:18429,BC035228|GENBANK:23271371|HGNC:18429|PTGR1|PTGR1_HUMAN|UNIPROT:Q14914
TNFAIP6,Gene Name,DrugBank,hgnc:11898,HGNC:11898|TNFAIP6|TSG6_HUMAN|UNIPROT:P98066
EI24,Gene Symbol,Ensembl,hgnc:13276,EI24 autophagy associated transmembrane protein|ensembl:ENSG00000149547|hgnc:13276
FABP4,Gene Name,HingoraniCasas,hgnc:3559,ENSEMBL:ENSG00000170323|FABP4
SELP,Gene Symbol,GO,hgnc:10721,GMRP|GRMP|P-SELECTIN
SMC3,Gene Symbol,Tempus,hgnc:2468,
ZNF609,Gene Symbol,Ensembl,hgnc:29003,ensembl:ENSG00000180357|hgnc:29003|zinc finger protein 609
SENP5,Gene Symbol,HGNC,hgnc:28407,3.4.22.68|ccds:CCDS3322|ccds:CCDS77876|ena.embl:BC030705|ensembl:ENSG00000119231|hgnc:28407|merops:C48.008|MGC27076|ncbigene:205564|omim:612845|pubmed:16738315|refseq:NM_152699|SUMO specific peptidase 5|ucsc:uc003fwz.5|uniprot:Q96HI0|vega:OTTHUMG00000155527
TMED9,Gene Symbol,HGNC,hgnc:24878,ccds:CCDS4428|ena.embl:AF441399|ensembl:ENSG00000184840|hgnc:24878|HSGP25L2G|ncbigene:54732|omim:620436|p24a2|p24alpha2|pubmed:31253868|pubmed:34561617|refseq:NM_017510|transmembrane p24 trafficking protein 9|ucsc:uc003mhx.4|uniprot:Q9BVK6|vega:OTTHUMG00000130859
DAB1,Gene Symbol,NCBI,hgnc:2661,DAB adaptor protein 1|ensembl:ENSG00000173406|hgnc:2661|ncbigene:1600|omim:603448|SCA37
TK2,Gene Symbol,HumanProteinAtlas,hgnc:11831,"ENSEMBL:ENSG00000166548|SCA31|THYMIDINE KINASE 2, MITOCHONDRIAL|UNIPROT:O00142"
UNIPROT:P78348,UniProtKB ID,TdgClinicalTrial,hgnc:100,ACCN2
RPS6KA6,Gene Symbol,dGene,hgnc:10435,NCBIGENE:27330|PP90RSK4|RSK4
SST,Gene Name,DrugBank,hgnc:11329,GENBANK:338288|HGNC:11329|J00306|SMS_HUMAN|SST|UNIPROT:P61278
APOA5,Gene Symbol,HGNC,hgnc:17288,APOA-V|apolipoprotein A5|ccds:CCDS8376|ena.embl:AF202889|ensembl:ENSG00000110243|hgnc:17288|ncbigene:116519|omim:606368|orphanet:121382|pubmed:11577099|pubmed:11588264|RAP3|refseq:NM_001166598|ucsc:uc001ppr.4|uniprot:Q6Q788|vega:OTTHUMG00000046116
C8ORF4,Gene Name,NCI,hgnc:1357,
CPT1A,Gene Symbol,Pharos,hgnc:2328,"CARNITINE O-PALMITOYLTRANSFERASE 1, LIVER ISOFORM|UNIPROT:P50416"
LHX9,Gene Symbol,Pharos,hgnc:14222,LIM/HOMEOBOX PROTEIN LHX9|UNIPROT:Q9NQ69
GLRA2,Gene Name,HingoraniCasas,hgnc:4327,ENSEMBL:ENSG00000101958|GLRA2
FLT3LG,Gene Name,HingoraniCasas,hgnc:3766,ENSEMBL:ENSG00000090554|FLT3LG
TNFSF4,Gene Name,HingoraniCasas,hgnc:11934,ENSEMBL:ENSG00000117586|TNFSF4
RABL3,Gene Symbol,Ensembl,hgnc:18072,"ensembl:ENSG00000144840|hgnc:18072|RAB, member of RAS oncogene family like 3"
MTRNR2L8,Gene Name,HingoraniCasas,hgnc:37165,ENSEMBL:ENSG00000255823|MTRNR2L8
KPNA5,Gene Symbol,NCBI,hgnc:6398,ensembl:ENSG00000196911|hgnc:6398|IPOA6|karyopherin subunit alpha 5|ncbigene:3841|omim:604545|SRP6
COPS6,Gene Symbol,GO,hgnc:21749,COP9 SIGNALOSOME COMPLEX SUBUNIT 6|CSN6|HVIP
TRDN,Gene Name,PharmGKB,hgnc:12261,PHARMGKB.GENE:PA36941
SERPINB13,Gene Symbol,Ensembl,hgnc:8944,ensembl:ENSG00000197641|hgnc:8944|serpin family B member 13
UNIPROT:Q9NZ42,UniProtKB ID,TdgClinicalTrial,hgnc:30100,PSENEN
RBM10,Gene Symbol,NCBI,hgnc:9896,DXS8237E|ensembl:ENSG00000182872|GPATC9|GPATCH9|hgnc:9896|MINAS-60|ncbigene:8241|omim:300080|RNA binding motif protein 10|S1-1|TARPS|ZRANB5
CAPN11,Gene Symbol,dGene,hgnc:1478,CALPAIN11|NCBIGENE:11131
JAZF1,Gene Symbol,HGNC,hgnc:28917,ccds:CCDS5416|DKFZp761K2222|ena.embl:BC047229|ensembl:ENSG00000153814|hgnc:28917|JAZF zinc finger 1|ncbigene:221895|omim:606246|orphanet:364833|pubmed:11371647|refseq:NM_175061|TIP27|ucsc:uc003szn.4|uniprot:Q86VZ6|vega:OTTHUMG00000128545|ZNF802
LINGO1,Gene Name,HingoraniCasas,hgnc:21205,ENSEMBL:ENSG00000169783|LINGO1
AKR1B15,Gene Symbol,Pharos,hgnc:37281,ALDO-KETO REDUCTASE FAMILY 1 MEMBER B15|UNIPROT:C9JRZ8
ICAM4,Gene Symbol,NCBI,hgnc:5347,CD242|ensembl:ENSG00000105371|hgnc:5347|intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)|LW|ncbigene:3386|omim:614088
ATP6V0A1,Gene Symbol,Pharos,hgnc:865,UNIPROT:Q93050|V-TYPE PROTON ATPASE 116 KDA SUBUNIT A ISOFORM 1
USP41P,Gene Symbol,NCBI,hgnc:20070,"ensembl:ENSG00000161133|hgnc:20070|LOC100509466|LOC150200|ncbigene:373856|ubiquitin specific peptidase 41, pseudogene|USP18B|USP41"
NDUFV1,Gene Name,DrugBank,hgnc:7716,GENBANK:3184148|HGNC:7716|NDUFV1|NDUV1_HUMAN|UNIPROT:P49821|Y17379
MT-ND5,Gene Symbol,ChEMBL,hgnc:7461,CHEMBL:CHEMBL2363065|NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5|UNIPROT:P03915
SLC10A1,Gene Symbol,NCBI,hgnc:10905,ensembl:ENSG00000100652|FHCA2|hgnc:10905|ncbigene:6554|NTCP|omim:182396|solute carrier family 10 member 1
PSMC4,Gene Symbol,ChEMBL,hgnc:9551,26S PROTEASOME REGULATORY SUBUNIT 6B|CHEMBL:CHEMBL2364701|UNIPROT:P43686
SPSB2,Gene Name,PharmGKB,hgnc:29522,PHARMGKB.GENE:PA142670872
PTP4A2,Gene Symbol,NCBI,hgnc:9635,ensembl:ENSG00000184007|hgnc:9635|HH13|HH7-2|HU-PP-1|ncbigene:8073|omim:601584|OV-1|PRL-2|PRL2|protein tyrosine phosphatase 4A2|ptp-IV1a|ptp-IV1b|PTP4A|PTPCAAX2
MRM2,Gene Name,DrugBank,hgnc:16352,HGNC:16352|MRM2|MRM2_HUMAN|UNIPROT:Q9UI43
CHRNA3,Gene Symbol,ChEMBL,hgnc:1957,CHEMBL:CHEMBL1907594|NEURONAL ACETYLCHOLINE RECEPTOR SUBUNIT ALPHA-3|UNIPROT:P32297
PAG1,Gene Symbol,Ensembl,hgnc:30043,ensembl:ENSG00000076641|hgnc:30043|phosphoprotein membrane anchor with glycosphingolipid microdomains 1
KBTBD11,Gene Symbol,HGNC,hgnc:29104,ccds:CCDS34795|ena.embl:AB018254|ensembl:ENSG00000176595|hgnc:29104|kelch repeat and BTB domain containing 11|KIAA0711|KLHDC7C|ncbigene:9920|omim:618794|refseq:NM_014867|ucsc:uc003wpw.5|uniprot:O94819|vega:OTTHUMG00000163629
FXYD2,Gene Symbol,Ensembl,hgnc:4026,ensembl:ENSG00000137731|FXYD domain containing ion transport regulator 2|hgnc:4026
ARSC2,Gene Symbol,NCBI,hgnc:716,"ARSC|arylsulfatase C, isozyme F|hgnc:716|ncbigene:413|omim:301780"
DYRK3,Gene Name,DTC,hgnc:3094,
NLRP12,Gene Symbol,HGNC,hgnc:22938,ccds:CCDS12864|ccds:CCDS62784|ccds:CCDS62785|CLR19.3|ena.embl:AY095146|ensembl:ENSG00000142405|hgnc:22938|Monarch1|NALP12|ncbigene:91662|NLR family pyrin domain containing 12|omim:609648|orphanet:138361|PAN6|pubmed:12019269|pubmed:12563287|PYPAF7|refseq:NM_144687|RNO2|ucsc:uc002qch.6|uniprot:P59046|vega:OTTHUMG00000060776
LPCAT2,Gene Symbol,Pharos,hgnc:26032,LYSOPHOSPHATIDYLCHOLINE ACYLTRANSFERASE 2|UNIPROT:Q7L5N7
DHDDS,Gene Symbol,NCBI,hgnc:20603,CIT|CPT|DEDSM|dehydrodolichyl diphosphate synthase subunit|DS|ensembl:ENSG00000117682|hCIT|HDS|hgnc:20603|ncbigene:79947|omim:608172|RP59
POLA1,Gene Symbol,ChEMBL,hgnc:9173,CHEMBL:CHEMBL2363042|DNA POLYMERASE ALPHA CATALYTIC SUBUNIT|UNIPROT:P09884
ASRGL1,Gene Name,DrugBank,hgnc:16448,ASGL1_HUMAN|ASRGL1|BC021295|GENBANK:127798426|HGNC:16448|UNIPROT:Q7L266
NITRIC-OXIDE SYNTHASE INDUCIBLE,Gene Name,TTD,hgnc:7873,NOS2|TTD.TARGET:T02703
IUPHAR.RECEPTOR:917,GuideToPharmacology ID,GuideToPharmacology,hgnc:11039,HGNC:11039|LOW AFFINITY SODIUM-GLUCOSE COTRANSPORTER|SLC5A4|SOLUTE CARRIER FAMILY 5 MEMBER 4|UNIPROT:Q9NY91
HAPLN1,Gene Symbol,HGNC,hgnc:2380,ccds:CCDS4061|CRTL1|ensembl:ENSG00000145681|hgnc:2380|hyaluronan and proteoglycan link protein 1|ncbigene:1404|omim:115435|pubmed:2286376|pubmed:2320422|refseq:NM_001884|ucsc:uc003kin.4|uniprot:P10915|vega:OTTHUMG00000119045
DIABLO,Gene Symbol,Ensembl,hgnc:21528,diablo IAP-binding mitochondrial protein|ensembl:ENSG00000184047|hgnc:21528
IUPHAR.RECEPTOR:2014,GuideToPharmacology ID,GuideToPharmacology,hgnc:24615,EEF2K|EUKARYOTIC ELONGATION FACTOR 2 KINASE|HGNC:24615|REFSEQ:NM_013302|REFSEQ:NP_037434|UNIPROT:O00418
PGP,Gene Symbol,NCBI,hgnc:8909,AUM|ensembl:ENSG00000184207|G3PP|hgnc:8909|MGC4692|ncbigene:283871|omim:172280|PGP|PGPase|phosphoglycolate phosphatase
IGHMBP2,Gene Symbol,HGNC,hgnc:5542,CATF1|ccds:CCDS8187|CMT2S|ena.embl:L14754|ensembl:ENSG00000132740|HCSA|hgnc:5542|HMN6|immunoglobulin mu DNA binding protein 2|ncbigene:3508|omim:600502|orphanet:122593|pubmed:30218034|pubmed:8349627|refseq:NM_002180|SMARD1|SMUBP2|ucsc:uc001ook.2|uniprot:P38935|vega:OTTHUMG00000167894|ZFAND7
ITGAX,Gene Symbol,GO,hgnc:6152,CD11C|INTEGRIN ALPHA-X
ERMP1,Gene Symbol,dGene,hgnc:23703,BA207C16.3|FXNA|KIAA1815|NCBIGENE:79956
PSKH1,Gene Symbol,HGNC,hgnc:9529,ccds:CCDS10851|ena.embl:M14504|ensembl:ENSG00000159792|hgnc:9529|ncbigene:5681|omim:177015|protein serine kinase H1|pubmed:11087665|pubmed:14644153|pubmed:8268911|refseq:NM_006742|ucsc:uc002euv.3|uniprot:P11801|vega:OTTHUMG00000137548
MAPKAPK2,Gene Name,HingoraniCasas,hgnc:6887,ENSEMBL:ENSG00000162889|MAPKAPK2
UNIPROT:O95373,UniProtKB ID,TdgClinicalTrial,hgnc:9852,IPO7
