,primary_gene_symbol,HGNC_ID,ENSG_ID,NCBI_ID,gene_symbol
67,RN7SL6P,HGNC:10041,,GENE ID:6032,RN7SL6P
68,RN7SL7P,HGNC:10042,ENSG00000266794,GENE ID:6033,RN7SL7P
69,RN7SL8P,HGNC:10043,ENSG00000243352,GENE ID:6034,RN7SL8P
70,RNASE1,HGNC:10044,ENSG00000129538,GENE ID:6035,RNASE1
71,RNASE2,HGNC:10045,ENSG00000169385,GENE ID:6036,RNASE2
73,RNASE3,HGNC:10046,ENSG00000169397,GENE ID:6037,RNASE3
75,RNASE4,HGNC:10047,ENSG00000258818,GENE ID:6038,RNASE4
76,RNASE6,HGNC:10048,ENSG00000169413,GENE ID:6039,RNASE6
78,RNASEH1P1,HGNC:10049,ENSG00000265790,GENE ID:284203,RNASEH1P1
79,BCL7B,HGNC:1005,ENSG00000106635,GENE ID:9275,BCL7B
80,RNASEL,HGNC:10050,ENSG00000135828,GENE ID:6041,RNASEL
81,RNF10,HGNC:10055,ENSG00000022840,GENE ID:9921,RNF10
83,RNF11,HGNC:10056,ENSG00000123091,GENE ID:26994,RNF11
86,RNF13,HGNC:10057,ENSG00000082996,GENE ID:11342,RNF13
87,RNF14,HGNC:10058,ENSG00000013561,GENE ID:9604,RNF14
90,TRIM38,HGNC:10059,ENSG00000112343,GENE ID:10475,TRIM38
91,BCL7C,HGNC:1006,ENSG00000099385,GENE ID:9274,BCL7C
92,RNF17,HGNC:10060,ENSG00000132972,GENE ID:56163,RNF17
95,RNF2,HGNC:10061,ENSG00000121481,GENE ID:6045,RNF2
101,RNF20,HGNC:10062,ENSG00000155827,GENE ID:56254,RNF20
107,TRIM34,HGNC:10063,ENSG00000258659,GENE ID:53840,TRIM34
108,TRIM3,HGNC:10064,ENSG00000110171,GENE ID:10612,TRIM3
111,TRIM39,HGNC:10065,ENSG00000204599,GENE ID:56658,TRIM39
112,PCGF3,HGNC:10066,ENSG00000185619,GENE ID:10336,PCGF3
116,RNF4,HGNC:10067,ENSG00000063978,GENE ID:6047,RNF4
119,RNF5,HGNC:10068,ENSG00000204308,GENE ID:6048,RNF5
123,RNF6,HGNC:10069,ENSG00000127870,GENE ID:6049,RNF6
124,NBEAP1,HGNC:1007,ENSG00000258590,GENE ID:606,NBEAP1
125,RNF7,HGNC:10070,ENSG00000114125,GENE ID:9616,RNF7
129,RNF8,HGNC:10071,ENSG00000112130,GENE ID:9025,RNF8
130,TRIM10,HGNC:10072,ENSG00000204613,GENE ID:10107,TRIM10
132,RNGTT,HGNC:10073,ENSG00000111880,GENE ID:8732,RNGTT
135,RNH1,HGNC:10074,ENSG00000023191,GENE ID:6050,RNH1
136,RNMT,HGNC:10075,ENSG00000101654,GENE ID:8731,RNMT
138,RNPEP,HGNC:10078,ENSG00000176393,GENE ID:6051,RNPEP
139,RNPEPL1,HGNC:10079,ENSG00000142327,GENE ID:57140,RNPEPL1
140,BCL9,HGNC:1008,ENSG00000116128,GENE ID:607,BCL9
141,RNPS1,HGNC:10080,ENSG00000205937,GENE ID:10921,RNPS1
142,RNR1,HGNC:10082,,GENE ID:6052,RNR1
143,RNR2,HGNC:10083,,GENE ID:6053,RNR2
144,RNR3,HGNC:10084,,GENE ID:6054,RNR3
145,RNR4,HGNC:10085,,GENE ID:6055,RNR4
146,RNR5,HGNC:10086,,GENE ID:6056,RNR5
147,SNORD80,HGNC:10096,,GENE ID:26774,SNORD80
149,SNORD4A,HGNC:10097,ENSG00000238578,GENE ID:26773,SNORD4A
151,SNORD4B,HGNC:10098,ENSG00000238597,GENE ID:26772,SNORD4B
152,SNORD102,HGNC:10099,ENSG00000207500,GENE ID:26771,SNORD102
153,ASIC3,HGNC:101,ENSG00000213199,GENE ID:9311,ASIC3
155,SNORD79,HGNC:10100,,GENE ID:26770,SNORD79
157,SNORD81,HGNC:10101,,GENE ID:26769,SNORD81
159,RNU105B,HGNC:10103,ENSG00000201348,GENE ID:26767,RNU105B
160,RNU105C,HGNC:10104,ENSG00000199212,GENE ID:26766,RNU105C
163,SNORD12C,HGNC:10105,ENSG00000209042,GENE ID:26765,SNORD12C
164,SNORA63,HGNC:10106,ENSG00000200320,GENE ID:6043,SNORA63
167,SNORA62,HGNC:10107,ENSG00000202363,GENE ID:6044,SNORA62
169,RNU11,HGNC:10108,ENSG00000274978,GENE ID:26824,RNU11
171,RNU12-2P,HGNC:10109,ENSG00000201659,GENE ID:26823,RNU12-2P
172,SNORD13P1,HGNC:10110,ENSG00000238498,GENE ID:6076,SNORD13P1
174,SNORD13P2,HGNC:10111,,GENE ID:6077,SNORD13P2
176,SNORD13P3,HGNC:10112,ENSG00000239128,GENE ID:6078,SNORD13P3
178,SNORD14A,HGNC:10113,ENSG00000272034,GENE ID:26822,SNORD14A
180,SNORD15A,HGNC:10114,ENSG00000206941,GENE ID:6079,SNORD15A
181,SNORA73A,HGNC:10115,ENSG00000274266,GENE ID:6080,SNORA73A
185,SNORA73B,HGNC:10116,ENSG00000200087,GENE ID:26768,SNORA73B
187,SNHG3,HGNC:10118,ENSG00000242125,GENE ID:8420,SNHG3
190,SNORA74A,HGNC:10119,ENSG00000200959,GENE ID:26821,SNORA74A
191,OPN1SW,HGNC:1012,ENSG00000128617,GENE ID:611,OPN1SW
193,RNU1-1,HGNC:10120,ENSG00000206652,GENE ID:26871,RNU1-1
198,RNU1-2,HGNC:10123,ENSG00000207005,GENE ID:26870,RNU1-2
200,RNU1-4,HGNC:10128,ENSG00000207389,GENE ID:6060,RNU1-4
208,RNU1-3,HGNC:10130,ENSG00000207513,GENE ID:26869,RNU1-3
209,RNVU1-1,HGNC:10133,ENSG00000207340,GENE ID:101954273,RNVU1-1
214,RNU1-11P,HGNC:10137,ENSG00000206702,GENE ID:26861,RNU1-11P
216,RNU1-14P,HGNC:10139,ENSG00000199629,GENE ID:26859,RNU1-14P
217,BCR,HGNC:1014,ENSG00000186716,GENE ID:613,BCR
221,RNU1-15P,HGNC:10140,ENSG00000195024,GENE ID:26858,RNU1-15P
222,RNU2-1,HGNC:10142,,GENE ID:6066,RNU2-1
223,SNORD20,HGNC:10143,ENSG00000207280,GENE ID:6082,SNORD20
224,SNORD21,HGNC:10144,ENSG00000206680,GENE ID:6083,SNORD21
225,SNORD22,HGNC:10145,ENSG00000277194,GENE ID:9304,SNORD22
226,SNORD24,HGNC:10146,ENSG00000206611,GENE ID:26820,SNORD24
227,SNORD25,HGNC:10147,ENSG00000275043,GENE ID:9303,SNORD25
228,SNORD26,HGNC:10148,ENSG00000276788,GENE ID:9302,SNORD26
229,SNORD27,HGNC:10149,ENSG00000275996,GENE ID:9301,SNORD27
230,BCRP2,HGNC:1015,ENSG00000169668,GENE ID:400892,BCRP2
231,SNORD28,HGNC:10150,ENSG00000274544,GENE ID:9300,SNORD28
233,SNORD29,HGNC:10151,,GENE ID:9297,SNORD29
234,RNU2-2,HGNC:10152,ENSG00000222328,GENE ID:26855,RNU2-2
235,RNU2-3P,HGNC:10153,ENSG00000222076,GENE ID:26854,RNU2-3P
236,RNU2-4P,HGNC:10154,ENSG00000277084,GENE ID:26853,RNU2-4P
238,RNU2-5P,HGNC:10155,ENSG00000222465,GENE ID:26852,RNU2-5P
240,SNORD30,HGNC:10157,ENSG00000277846,GENE ID:9299,SNORD30
241,SNORD31,HGNC:10158,,GENE ID:9298,SNORD31
243,SNORD32A,HGNC:10159,ENSG00000201675,GENE ID:26819,SNORD32A
245,BCRP3,HGNC:1016,ENSG00000284128,GENE ID:644165,BCRP3
246,SNORD33,HGNC:10160,ENSG00000199631,GENE ID:26818,SNORD33
247,SNORD34,HGNC:10161,ENSG00000202503,GENE ID:26817,SNORD34
248,SNORD35A,HGNC:10162,ENSG00000200259,GENE ID:26816,SNORD35A
250,SNORD36A,HGNC:10163,ENSG00000199744,GENE ID:26815,SNORD36A
251,SNORD36B,HGNC:10164,ENSG00000200831,GENE ID:26814,SNORD36B
252,SNORD36C,HGNC:10165,ENSG00000252542,GENE ID:26813,SNORD36C
253,SNORD37,HGNC:10166,ENSG00000206775,GENE ID:26812,SNORD37
254,SNORD3B-1,HGNC:10168,ENSG00000265185,GENE ID:26851,SNORD3B-1
257,BCRP4,HGNC:1017,ENSG00000215456,GENE ID:616,BCRP4
258,SNORD3P1,HGNC:10175,ENSG00000200318,GENE ID:6068,SNORD3P1
259,SNORD3P3,HGNC:10177,,GENE ID:26843,SNORD3P3
262,SNORD3P4,HGNC:10178,,GENE ID:26842,SNORD3P4
264,SNORD41,HGNC:10179,ENSG00000209702,GENE ID:26810,SNORD41
265,BCRP5,HGNC:1018,ENSG00000235062,GENE ID:648980,BCRP5
266,SNORD42A,HGNC:10180,ENSG00000238649,GENE ID:26809,SNORD42A
267,SNORD42B,HGNC:10181,ENSG00000238423,GENE ID:26808,SNORD42B
268,SNORD43,HGNC:10182,ENSG00000263764,GENE ID:26807,SNORD43
269,SNORD44,HGNC:10183,,GENE ID:26806,SNORD44
270,SNORD45A,HGNC:10184,ENSG00000207241,GENE ID:26805,SNORD45A
271,SNORD45B,HGNC:10185,ENSG00000201487,GENE ID:26804,SNORD45B
272,SNORD46,HGNC:10186,ENSG00000200913,GENE ID:94161,SNORD46
274,SNORD47,HGNC:10187,,GENE ID:26802,SNORD47
275,SNORD48,HGNC:10188,ENSG00000201823,GENE ID:26801,SNORD48
276,SNORD49A,HGNC:10189,ENSG00000277370,GENE ID:26800,SNORD49A
278,RNU4-1,HGNC:10192,ENSG00000200795,GENE ID:26835,RNU4-1
280,RNU4-2,HGNC:10193,ENSG00000202538,GENE ID:26834,RNU4-2
283,RNU4-7P,HGNC:10194,ENSG00000201628,GENE ID:6069,RNU4-7P
285,RNU4-8P,HGNC:10195,ENSG00000201806,GENE ID:6070,RNU4-8P
287,RNU4-3P,HGNC:10196,,GENE ID:26841,RNU4-3P
289,RNU4-4P,HGNC:10197,ENSG00000201458,GENE ID:26840,RNU4-4P
291,RNU4-5P,HGNC:10198,ENSG00000272160,GENE ID:26839,RNU4-5P
293,RNU4-6P,HGNC:10199,ENSG00000222736,GENE ID:26838,RNU4-6P
295,CNNM1,HGNC:102,ENSG00000119946,GENE ID:26507,CNNM1
296,BCS1L,HGNC:1020,ENSG00000074582,GENE ID:617,BCS1L
300,SNORD50A,HGNC:10200,,GENE ID:26799,SNORD50A
301,SNORD51,HGNC:10201,ENSG00000207047,GENE ID:26798,SNORD51
302,SNORD52,HGNC:10202,ENSG00000201754,GENE ID:26797,SNORD52
303,SNORD53,HGNC:10203,ENSG00000265145,GENE ID:26796,SNORD53
305,SNORD54,HGNC:10204,ENSG00000238650,GENE ID:26795,SNORD54
306,SNORD55,HGNC:10205,ENSG00000264294,GENE ID:26811,SNORD55
308,SNORD56,HGNC:10206,ENSG00000229686,GENE ID:26793,SNORD56
309,SNORD57,HGNC:10207,ENSG00000226572,GENE ID:26792,SNORD57
310,SNORD58A,HGNC:10208,ENSG00000206602,GENE ID:26791,SNORD58A
311,SNORD58B,HGNC:10209,ENSG00000271982,GENE ID:26790,SNORD58B
312,SNORD59A,HGNC:10210,ENSG00000207031,GENE ID:26789,SNORD59A
313,RNU5A-1,HGNC:10211,ENSG00000199568,GENE ID:26831,RNU5A-1
315,RNU5B-1,HGNC:10212,ENSG00000200156,GENE ID:26832,RNU5B-1
316,RNU5D-1,HGNC:10214,ENSG00000200169,GENE ID:26830,RNU5D-1
318,RNU5E-1,HGNC:10215,ENSG00000199347,GENE ID:26829,RNU5E-1
319,RNU5F-1,HGNC:10216,ENSG00000199377,GENE ID:26828,RNU5F-1
320,SNORD60,HGNC:10217,ENSG00000206630,GENE ID:26788,SNORD60
321,SNORD61,HGNC:10218,ENSG00000206979,GENE ID:26787,SNORD61
323,SNORD62A,HGNC:10219,ENSG00000235284,GENE ID:26786,SNORD62A
325,BCYRN1,HGNC:1022,ENSG00000236824,GENE ID:618,BCYRN1
329,SNORD63,HGNC:10220,ENSG00000206989,GENE ID:26785,SNORD63
331,SNORA64,HGNC:10221,ENSG00000207405,GENE ID:26784,SNORA64
332,SNORA65,HGNC:10222,ENSG00000201302,GENE ID:26783,SNORA65
333,SNORA66,HGNC:10223,ENSG00000207523,GENE ID:26782,SNORA66
334,SNORA67,HGNC:10224,ENSG00000277985,GENE ID:26781,SNORA67
335,SNORA68,HGNC:10225,ENSG00000207166,GENE ID:26780,SNORA68
337,SNORA69,HGNC:10226,ENSG00000206622,GENE ID:26779,SNORA69
338,RNU6-1,HGNC:10227,ENSG00000206625,GENE ID:26827,RNU6-1
340,RNU6-6P,HGNC:10228,ENSG00000272055,GENE ID:26826,RNU6-6P
341,RNU6-50P,HGNC:10229,ENSG00000199226,GENE ID:26825,RNU6-50P
342,BCYRN1P1,HGNC:1023,,GENE ID:619,BCYRN1P1
343,RNU6V,HGNC:10230,ENSG00000206832,GENE ID:6071,RNU6V
345,SNORA70,HGNC:10231,ENSG00000207165,GENE ID:26778,SNORA70
347,SNORA71A,HGNC:10232,ENSG00000225091,GENE ID:26777,SNORA71A
348,SNORA71B,HGNC:10233,ENSG00000235408,GENE ID:26776,SNORA71B
349,SNORA72,HGNC:10234,ENSG00000207067,GENE ID:26775,SNORA72
350,SNORD73A,HGNC:10235,ENSG00000208797,GENE ID:8944,SNORD73A
352,RNU7-68P,HGNC:10236,,GENE ID:6072,RNU7-68P
354,RNU7-86P,HGNC:10237,,GENE ID:6073,RNU7-86P
355,RNU7-55P,HGNC:10239,ENSG00000239078,GENE ID:6075,RNU7-55P
357,BCYRN1P2,HGNC:1024,,GENE ID:620,BCYRN1P2
358,SNORD82,HGNC:10240,ENSG00000202400,GENE ID:25826,SNORD82
360,PHAX,HGNC:10241,ENSG00000164902,GENE ID:51808,PHAX
361,RNY1,HGNC:10242,ENSG00000201098,GENE ID:6084,RNY1
362,RNY3,HGNC:10243,ENSG00000202354,GENE ID:6085,RNY3
363,RNY4,HGNC:10244,ENSG00000252316,GENE ID:6086,RNY4
364,RNY4P1,HGNC:10245,,GENE ID:6087,RNY4P1
365,RNY4P2,HGNC:10246,,GENE ID:6088,RNY4P2
366,RNY4P3,HGNC:10247,ENSG00000202124,GENE ID:6089,RNY4P3
367,RNY5,HGNC:10248,,GENE ID:6090,RNY5
368,ROBO1,HGNC:10249,ENSG00000169855,GENE ID:6091,ROBO1
371,ROBO2,HGNC:10250,ENSG00000185008,GENE ID:6092,ROBO2
372,ROCK1,HGNC:10251,ENSG00000067900,GENE ID:6093,ROCK1
373,ROCK2,HGNC:10252,ENSG00000134318,GENE ID:9475,ROCK2
374,PTBP3,HGNC:10253,ENSG00000119314,GENE ID:9991,PTBP3
375,ROM1,HGNC:10254,ENSG00000149489,GENE ID:6094,ROM1
377,ROR1,HGNC:10256,ENSG00000185483,GENE ID:4919,ROR1
378,ROR2,HGNC:10257,ENSG00000169071,GENE ID:4920,ROR2
379,RORA,HGNC:10258,ENSG00000069667,GENE ID:6095,RORA
388,RORB,HGNC:10259,ENSG00000198963,GENE ID:6096,RORB
393,RORC,HGNC:10260,ENSG00000143365,GENE ID:6097,RORC
397,ROS1,HGNC:10261,ENSG00000047936,GENE ID:6098,ROS1
400,RP1,HGNC:10263,ENSG00000104237,GENE ID:6101,RP1
402,BDH1,HGNC:1027,ENSG00000161267,GENE ID:622,BDH1
403,RP2,HGNC:10274,ENSG00000102218,GENE ID:6102,RP2
406,RP9,HGNC:10288,ENSG00000164610,GENE ID:6100,RP9
407,RPA1,HGNC:10289,ENSG00000132383,GENE ID:6117,RPA1
412,BDKRB1,HGNC:1029,ENSG00000100739,GENE ID:623,BDKRB1
415,RPA2,HGNC:10290,ENSG00000117748,GENE ID:6118,RPA2
416,RPA3,HGNC:10291,ENSG00000106399,GENE ID:6119,RPA3
417,RPE,HGNC:10293,ENSG00000197713,GENE ID:6120,RPE
418,RPE65,HGNC:10294,ENSG00000116745,GENE ID:6121,RPE65
421,RPGR,HGNC:10295,ENSG00000156313,GENE ID:6103,RPGR
422,RPH3AL,HGNC:10296,ENSG00000181031,GENE ID:9501,RPH3AL
423,RPIA,HGNC:10297,ENSG00000153574,GENE ID:22934,RPIA
424,RPL10,HGNC:10298,ENSG00000147403,GENE ID:6134,RPL10
431,RPL10A,HGNC:10299,ENSG00000198755,GENE ID:4736,RPL10A
434,CNNM2,HGNC:103,ENSG00000148842,GENE ID:54805,CNNM2
435,BDKRB2,HGNC:1030,ENSG00000168398,GENE ID:624,BDKRB2
436,RPL10P1,HGNC:10300,ENSG00000217026,GENE ID:100288252,RPL10P1
437,RPL11,HGNC:10301,ENSG00000142676,GENE ID:6135,RPL11
439,RPL12,HGNC:10302,ENSG00000197958,GENE ID:6136,RPL12
441,RPL13,HGNC:10303,ENSG00000167526,GENE ID:6137,RPL13
445,RPL13A,HGNC:10304,ENSG00000142541,GENE ID:23521,RPL13A
447,RPL14,HGNC:10305,ENSG00000188846,GENE ID:9045,RPL14
452,RPL15,HGNC:10306,ENSG00000174748,GENE ID:6138,RPL15
458,RPL17,HGNC:10307,ENSG00000265681,GENE ID:6139,RPL17
461,RPL18,HGNC:10310,ENSG00000063177,GENE ID:6141,RPL18
463,RPL18A,HGNC:10311,ENSG00000105640,GENE ID:6142,RPL18A
465,RPL19,HGNC:10312,ENSG00000108298,GENE ID:6143,RPL19
470,RPL21,HGNC:10313,ENSG00000122026,GENE ID:6144,RPL21
477,RPL21P1,HGNC:10314,ENSG00000214760,GENE ID:6145,RPL21P1
478,RPL22,HGNC:10315,ENSG00000116251,GENE ID:6146,RPL22
481,RPL23,HGNC:10316,ENSG00000125691,GENE ID:9349,RPL23
484,RPL23A,HGNC:10317,ENSG00000198242,GENE ID:6147,RPL23A
486,RPL23AP1,HGNC:10318,ENSG00000239257,GENE ID:6148,RPL23AP1
487,RPL23AP2,HGNC:10319,ENSG00000225067,GENE ID:401904,RPL23AP2
488,RPL23AP3,HGNC:10320,ENSG00000214914,GENE ID:8489,RPL23AP3
489,RPL23AP4,HGNC:10321,ENSG00000212932,GENE ID:54029,RPL23AP4
490,MRPL23,HGNC:10322,ENSG00000214026,GENE ID:6150,MRPL23
492,RPL23P2,HGNC:10324,ENSG00000176054,GENE ID:54028,RPL23P2
493,RPL24,HGNC:10325,ENSG00000114391,GENE ID:6152,RPL24
495,RPL26,HGNC:10327,ENSG00000161970,GENE ID:6154,RPL26
497,RPL27,HGNC:10328,ENSG00000131469,GENE ID:6155,RPL27
499,RPL27A,HGNC:10329,ENSG00000166441,GENE ID:6157,RPL27A
501,BDNF,HGNC:1033,ENSG00000176697,GENE ID:627,BDNF
502,RPL28,HGNC:10330,ENSG00000108107,GENE ID:6158,RPL28
505,RPL29,HGNC:10331,ENSG00000162244,GENE ID:6159,RPL29
509,RPL3,HGNC:10332,ENSG00000100316,GENE ID:6122,RPL3
511,RPL30,HGNC:10333,ENSG00000156482,GENE ID:6156,RPL30
513,RPL31,HGNC:10334,ENSG00000071082,GENE ID:6160,RPL31
515,RPL31P1,HGNC:10335,ENSG00000214326,GENE ID:54027,RPL31P1
516,RPL32,HGNC:10336,ENSG00000144713,GENE ID:6161,RPL32
518,RPL32P4,HGNC:10337,ENSG00000243761,GENE ID:100131339,RPL32P4
519,RPL32P5,HGNC:10338,ENSG00000236325,GENE ID:23754,RPL32P5
520,RPL32P1,HGNC:10339,ENSG00000224796,GENE ID:6163,RPL32P1
521,BECN1,HGNC:1034,ENSG00000126581,GENE ID:8678,BECN1
523,RPL34,HGNC:10340,ENSG00000109475,GENE ID:6164,RPL34
525,RPL34P1,HGNC:10341,ENSG00000237049,GENE ID:26514,RPL34P1
526,RPL34P2,HGNC:10342,,GENE ID:26513,RPL34P2
527,RPL34P3,HGNC:10343,ENSG00000223671,GENE ID:54026,RPL34P3
528,RPL35,HGNC:10344,ENSG00000136942,GENE ID:11224,RPL35
530,RPL35A,HGNC:10345,ENSG00000182899,GENE ID:6165,RPL35A
533,RPL36AL,HGNC:10346,ENSG00000165502,GENE ID:6166,RPL36AL
534,RPL37,HGNC:10347,ENSG00000145592,GENE ID:6167,RPL37
536,RPL37A,HGNC:10348,ENSG00000197756,GENE ID:6168,RPL37A
538,RPL38,HGNC:10349,ENSG00000172809,GENE ID:6169,RPL38
540,RPL39,HGNC:10350,ENSG00000198918,GENE ID:6170,RPL39
542,RPL3L,HGNC:10351,ENSG00000140986,GENE ID:6123,RPL3L
543,RPL3P1,HGNC:10352,ENSG00000228149,GENE ID:8488,RPL3P1
544,RPL4,HGNC:10353,ENSG00000174444,GENE ID:6124,RPL4
546,RPL41,HGNC:10354,ENSG00000229117,GENE ID:6171,RPL41
548,RPL41P5,HGNC:10355,ENSG00000256393,GENE ID:6172,RPL41P5
549,RPL41P1,HGNC:10356,ENSG00000227063,GENE ID:22971,RPL41P1
550,RPL41P2,HGNC:10357,ENSG00000256338,GENE ID:22970,RPL41P2
551,RPL41P3,HGNC:10358,,GENE ID:22969,RPL41P3
552,RPL36A,HGNC:10359,ENSG00000241343,GENE ID:6173,RPL36A
554,BEX1,HGNC:1036,ENSG00000133169,GENE ID:55859,BEX1
555,RPL5,HGNC:10360,ENSG00000122406,GENE ID:6125,RPL5
558,RPL5P1,HGNC:10361,ENSG00000241061,GENE ID:647436,RPL5P1
559,RPL6,HGNC:10362,ENSG00000089009,GENE ID:6128,RPL6
562,RPL7,HGNC:10363,ENSG00000147604,GENE ID:6129,RPL7
565,RPL7A,HGNC:10364,ENSG00000148303,GENE ID:6130,RPL7A
569,RPL7P1,HGNC:10367,ENSG00000214485,GENE ID:6174,RPL7P1
570,RPL8,HGNC:10368,ENSG00000161016,GENE ID:6132,RPL8
572,RPL9,HGNC:10369,ENSG00000163682,GENE ID:6133,RPL9
574,CFB,HGNC:1037,ENSG00000243649,GENE ID:629,CFB
575,RPLP0,HGNC:10371,ENSG00000089157,GENE ID:6175,RPLP0
581,RPLP1,HGNC:10372,ENSG00000137818,GENE ID:6176,RPLP1
583,RPLP2,HGNC:10377,ENSG00000177600,GENE ID:6181,RPLP2
587,MRPL12,HGNC:10378,ENSG00000262814,GENE ID:6182,MRPL12
590,MRPL3,HGNC:10379,ENSG00000114686,GENE ID:11222,MRPL3
592,MRPS12,HGNC:10380,ENSG00000128626,GENE ID:6183,MRPS12
595,RPN1,HGNC:10381,ENSG00000163902,GENE ID:6184,RPN1
596,RPN2,HGNC:10382,ENSG00000118705,GENE ID:6185,RPN2
600,RPS10,HGNC:10383,ENSG00000124614,GENE ID:6204,RPS10
603,RPS11,HGNC:10384,ENSG00000142534,GENE ID:6205,RPS11
605,RPS12,HGNC:10385,ENSG00000112306,GENE ID:6206,RPS12
607,RPS13,HGNC:10386,ENSG00000110700,GENE ID:6207,RPS13
609,RPS14,HGNC:10387,ENSG00000164587,GENE ID:6208,RPS14
612,RPS15,HGNC:10388,ENSG00000115268,GENE ID:6209,RPS15
616,RPS15A,HGNC:10389,ENSG00000134419,GENE ID:6210,RPS15A
618,RPS16,HGNC:10396,ENSG00000105193,GENE ID:6217,RPS16
620,RPS17,HGNC:10397,ENSG00000182774,GENE ID:6218,RPS17
625,RPS17P2,HGNC:10398,ENSG00000197575,GENE ID:6219,RPS17P2
626,RPS17P3,HGNC:10399,,GENE ID:646013,RPS17P3
627,CNNM3,HGNC:104,ENSG00000168763,GENE ID:26505,CNNM3
628,BFSP1,HGNC:1040,ENSG00000125864,GENE ID:631,BFSP1
632,RPS18,HGNC:10401,ENSG00000231500,GENE ID:6222,RPS18
637,RPS19,HGNC:10402,ENSG00000105372,GENE ID:6223,RPS19
640,RPS2,HGNC:10404,ENSG00000140988,GENE ID:6187,RPS2
643,RPS20,HGNC:10405,ENSG00000008988,GENE ID:6224,RPS20
645,RPS20P3,HGNC:10406,,GENE ID:6225,RPS20P3
646,RPS20P4,HGNC:10407,ENSG00000241907,GENE ID:6226,RPS20P4
647,RPS20P1,HGNC:10408,ENSG00000229761,GENE ID:54025,RPS20P1
648,RPS21,HGNC:10409,ENSG00000171858,GENE ID:6227,RPS21
650,BFSP2,HGNC:1041,ENSG00000170819,GENE ID:8419,BFSP2
654,RPS23,HGNC:10410,ENSG00000186468,GENE ID:6228,RPS23
656,RPS24,HGNC:10411,ENSG00000138326,GENE ID:6229,RPS24
658,RPS24P1,HGNC:10412,ENSG00000236477,GENE ID:23756,RPS24P1
659,RPS25,HGNC:10413,ENSG00000118181,GENE ID:6230,RPS25
661,RPS26,HGNC:10414,ENSG00000197728,GENE ID:6231,RPS26
663,RPS26P1,HGNC:10415,,GENE ID:54024,RPS26P1
664,RPS27,HGNC:10416,ENSG00000177954,GENE ID:6232,RPS27
668,RPS27A,HGNC:10417,ENSG00000143947,GENE ID:6233,RPS27A
672,RPS28,HGNC:10418,ENSG00000233927,GENE ID:6234,RPS28
674,RPS29,HGNC:10419,ENSG00000213741,GENE ID:6235,RPS29
676,RPS3,HGNC:10420,ENSG00000149273,GENE ID:6188,RPS3
681,RPS3A,HGNC:10421,ENSG00000145425,GENE ID:6189,RPS3A
683,RPS3AP1,HGNC:10422,ENSG00000233206,GENE ID:101241875,RPS3AP1
684,RPS4X,HGNC:10424,ENSG00000198034,GENE ID:6191,RPS4X
691,RPS4Y1,HGNC:10425,ENSG00000129824,GENE ID:6192,RPS4Y1
694,RPS5,HGNC:10426,ENSG00000083845,GENE ID:6193,RPS5
696,RPS5P3,HGNC:10427,ENSG00000215088,GENE ID:54022,RPS5P3
697,RPS5P1,HGNC:10428,,GENE ID:26516,RPS5P1
698,RPS6,HGNC:10429,ENSG00000137154,GENE ID:6194,RPS6
700,BGLAP,HGNC:1043,ENSG00000242252,GENE ID:632,BGLAP
701,RPS6KA1,HGNC:10430,ENSG00000117676,GENE ID:6195,RPS6KA1
705,RPS6KA2,HGNC:10431,ENSG00000071242,GENE ID:6196,RPS6KA2
707,RPS6KA3,HGNC:10432,ENSG00000177189,GENE ID:6197,RPS6KA3
709,RPS6KA4,HGNC:10433,ENSG00000162302,GENE ID:8986,RPS6KA4
711,RPS6KA5,HGNC:10434,ENSG00000100784,GENE ID:9252,RPS6KA5
713,RPS6KA6,HGNC:10435,ENSG00000072133,GENE ID:27330,RPS6KA6
714,RPS6KB1,HGNC:10436,ENSG00000108443,GENE ID:6198,RPS6KB1
718,RPS6KB2,HGNC:10437,ENSG00000175634,GENE ID:6199,RPS6KB2
725,RPS6KC1,HGNC:10439,ENSG00000136643,GENE ID:26750,RPS6KC1
727,BGN,HGNC:1044,ENSG00000182492,GENE ID:633,BGN
729,RPS7,HGNC:10440,ENSG00000171863,GENE ID:6201,RPS7
731,RPS8,HGNC:10441,ENSG00000142937,GENE ID:6202,RPS8
733,RPS9,HGNC:10442,ENSG00000170889,GENE ID:6203,RPS9
735,RPS9P1,HGNC:10443,ENSG00000214889,GENE ID:8410,RPS9P1
736,CNOT9,HGNC:10445,ENSG00000144580,GENE ID:9125,CNOT9
740,RRAD,HGNC:10446,ENSG00000166592,GENE ID:6236,RRAD
742,RRAS,HGNC:10447,ENSG00000126458,GENE ID:6237,RRAS
744,RRBP1,HGNC:10448,ENSG00000125844,GENE ID:6238,RRBP1
747,RREB1,HGNC:10449,ENSG00000124782,GENE ID:6239,RREB1
748,RRH,HGNC:10450,ENSG00000180245,GENE ID:10692,RRH
749,RRM1,HGNC:10451,ENSG00000167325,GENE ID:6240,RRM1
750,RRM2,HGNC:10452,ENSG00000171848,GENE ID:6241,RRM2
751,RRM2P2,HGNC:10454,ENSG00000236484,GENE ID:6244,RRM2P2
752,RRM2P3,HGNC:10455,ENSG00000214018,GENE ID:100420159,RRM2P3
753,RRM2P4,HGNC:10456,ENSG00000235598,GENE ID:6246,RRM2P4
754,RS1,HGNC:10457,ENSG00000102104,GENE ID:6247,RS1
