,alias_symbol,gene_symbol,ENSG_ID,source
763, SPK,"['PBK', ' SYMPK']","[' ENSG00000125755', 'ENSG00000168078']","['HGNC', 'ENSG']"
764, SPN,"[' DEAF1', 'PPP1R9B']","[' ENSG00000177030', 'ENSG00000108819']",['ENSG']
765, SPP2,"[' SGPP2', 'GPKOW']","['ENSG00000068394', ' ENSG00000163082']",['ENSG']
766, SPRING,"[' TRIM9', 'SPRING1']","[' ENSG00000100505', 'ENSG00000111412']",['ENSG']
767, SRC1,"[' NCOA1', 'SRC']","[' ENSG00000084676', 'ENSG00000197122']",['ENSG']
768, SRP40,"['SRSF5', ' NOLC1']","['ENSG00000100650', ' ENSG00000166197']",['ENSG']
769, SS,"[' GYPB', 'SHOX']","[' ENSG00000250361', 'ENSG00000185960']","['HGNC', 'ENSG']"
770, ST2L,"['IL1RL1', ' TMED1']","['ENSG00000115602', ' ENSG00000099203']",['ENSG']
771, STD,"[' SULT2A1', 'ZAP70']","['ENSG00000115085', ' ENSG00000105398']",['ENSG']
772, STK1,"[' FLT3', 'CDK7']","['ENSG00000134058', ' ENSG00000122025']",['ENSG']
773, STK2,"[' NEK4', 'SLK']","[' ENSG00000114904', 'ENSG00000065613']",['ENSG']
774, STK7,"[' AURKA', 'PKN2']","['ENSG00000065243', ' ENSG00000087586']","['HGNC', 'ENSG']"
775, STP,"[' TRIP10', 'SULT1A1']","['ENSG00000196502', ' ENSG00000125733']",['ENSG']
776, STRA13,"[' CENPX', 'BHLHE40']","['ENSG00000134107', ' ENSG00000169689']",['ENSG']
777, STV1,"[' ATP6V0A2', ' ATP6V0A1', 'ATP6V0A4']","[' ENSG00000185344', ' ENSG00000033627', 'ENSG00000105929']",['ENSG']
778, SUH,"['RBPJL', ' RBPJ']","[' ENSG00000168214', 'ENSG00000124232']",['ENSG']
779, SUR2,"[' MED23', 'ABCC9']","[' ENSG00000112282', 'ENSG00000069431']",['ENSG']
780, SWAP,"['ITSN2', ' SFSWAP']","[' ENSG00000061936', 'ENSG00000198399']",['ENSG']
781, SWI2,"[' SMARCA4', 'SMARCA2']","[' ENSG00000127616', 'ENSG00000080503']","['HGNC', 'ENSG']"
782, SYD1,"[' SYDE1', 'SYDE1', ' SPAG9', 'SPAG9']","[' ENSG00000105137', 'ENSG00000008294', 'ENSG00000105137', ' ENSG00000008294']","['HGNC', 'ENSG']"
783, SYN,"['SYNM', ' FYN']","[' ENSG00000010810', 'ENSG00000182253']",['ENSG']
784, SYT,"['SS18', ' SYT1']","[' ENSG00000067715', 'ENSG00000141380']",['ENSG']
785, SYT14L,"['SYT14P1', ' SYT16']","['ENSG00000215127', ' ENSG00000139973']",['ENSG']
786, Sno,"[' SBNO2', 'SBNO1']","['ENSG00000139697', ' ENSG00000064932']",['HGNC']
787, Stv1,"[' ATP6V0A4', ' ATP6V0A2', 'ATP6V0A1']","[' ENSG00000185344', ' ENSG00000105929', 'ENSG00000033627']",['HGNC']
788, T1,"['TRAPPC9', ' TRAPPC9', ' SLC25A4', ' IL1RL1', ' CD5', 'IL1RL1']","[' ENSG00000115602', 'ENSG00000115602', ' ENSG00000167632', ' ENSG00000110448', 'ENSG00000167632', ' ENSG00000151729']","['HGNC', 'ENSG']"
789, TAFII105,"[' PAPPA-AS1', 'TAF4B']","['ENSG00000141384', ' ENSG00000256040']",['ENSG']
790, TAK1,"['NR2C2', ' MAP3K7']","[' ENSG00000135341', 'ENSG00000177463']",['ENSG']
791, TAMO,"['SPATA2', ' SPATA2L']","['ENSG00000158480', ' ENSG00000158792']",['ENSG']
792, TAO1,"['TAOK1', ' TAOK2']","['ENSG00000160551', ' ENSG00000149930']",['ENSG']
793, TAP,"[' USO1', ' FLNB', ' NXF1', 'SEC14L2']","[' ENSG00000136068', ' ENSG00000162231', 'ENSG00000100003', ' ENSG00000138768']",['ENSG']
794, TASP,"['HTRA3', ' LANCL2']","[' ENSG00000132434', 'ENSG00000170801']",['ENSG']
795, TAZ,"[' WWTR1', 'TAFAZZIN']","['ENSG00000102125', ' ENSG00000018408']",['ENSG']
796, TBP1,"[' PSMC3', 'TBP']","['ENSG00000112592', ' ENSG00000165916']",['ENSG']
797, TC1,"['TCN1', ' TCIM']","['ENSG00000134827', ' ENSG00000176907']",['HGNC']
798, TCEB1L,"[' SKP1', 'SKP1P1']","['ENSG00000231234', ' ENSG00000113558']",['ENSG']
799, TCRAV4S1,"['TRAV26-2', ' TRAV4']","[' ENSG00000211778', 'ENSG00000211812']","['HGNC', 'ENSG']"
800, TCRBV12S2,"['TRBV10-1', ' TRBV12-2']","['ENSG00000211717', ' ENSG00000211739']",['HGNC']
801, TCRBV12S3,"[' TRBV12-3', 'TRBV10-2']","['ENSG00000229769', ' ENSG00000274752']",['HGNC']
802, TCRBV21S1,"['TRBV21-1', ' TRBV11-1']","[' ENSG00000211720', 'ENSG00000251578']","['HGNC', 'ENSG']"
803, TCRBV2S1,"['TRBV20-1', ' TRBV20-1', 'TRBV2', ' TRBV2']","[' ENSG00000211747', ' ENSG00000226660', 'ENSG00000211747', 'ENSG00000226660']","['HGNC', 'ENSG']"
804, TCRBV3S1,"['TRBV28', ' TRBV3-1']","[' ENSG00000237702', 'ENSG00000211753']",['HGNC']
805, TCRG,"[' TARP', 'TRGC1']","['ENSG00000211689', ' ENSG00000289746']",['ENSG']
806, TCRGC1,"[' TRGC1', 'TARP']","['ENSG00000289746', ' ENSG00000211689']",['ENSG']
807, TCRGC2,"[' TARP', 'TRGC1']","['ENSG00000211689', ' ENSG00000289746']",['ENSG']
808, TCRGV,"[' TARP', 'TRGC1']","['ENSG00000211689', ' ENSG00000289746']",['ENSG']
809, TDE2,"[' SERINC2', 'SERINC1']","[' ENSG00000168528', 'ENSG00000111897']",['ENSG']
810, TDGF2,"[' CRIPTO3', 'CRIPTOP2']","['ENSG00000183514', ' ENSG00000225366']",['ENSG']
811, TEL2,"['TELO2', ' ETV7']","[' ENSG00000010030', 'ENSG00000100726']",['ENSG']
812, TER,"['TERC', ' TECR']","[' ENSG00000099797', 'ENSG00000270141']",['ENSG']
813, TERA,"['SINHCAF', ' VCP']","[' ENSG00000165280', 'ENSG00000139146']",['ENSG']
814, TFIIF,"[' GTF2F2P1', ' GTF2F1', 'GTF2F2']","[' ENSG00000125651', 'ENSG00000188342', ' ENSG00000251254']",['ENSG']
815, TFIIH,"[' GTF2H5', ' GTF2H1', 'GTF2H2', ' GTF2H3', 'GTF2H5', ' GTF2H2', ' GTF2H4']","[' ENSG00000145736', 'ENSG00000272047', ' ENSG00000213780', ' ENSG00000111358', ' ENSG00000272047', ' ENSG00000110768', 'ENSG00000145736']","['HGNC', 'ENSG']"
816, TFIIIB90,"['BDP1', ' BRF1']","[' ENSG00000185024', 'ENSG00000145734']",['ENSG']
817, TGIF,"['TGIF1', ' IL10']","[' ENSG00000136634', 'ENSG00000177426']",['ENSG']
818, THC2,"['ANKRD26', ' MASTL']","['ENSG00000107890', ' ENSG00000120539']",['ENSG']
819, THRA1,"['THRA', ' NR1D1']","['ENSG00000126351', ' ENSG00000126368']",['ENSG']
820, TIG1,"[' GPRC5A', 'RARRES1']","['ENSG00000118849', ' ENSG00000013588']",['ENSG']
821, TIM,"['ARHGEF5', ' TIMELESS']","[' ENSG00000111602', 'ENSG00000050327']",['ENSG']
822, TIM1,"[' HAVCR1', ' TIMELESS', 'ARHGEF5', 'TIMELESS', ' ARHGEF5']","[' ENSG00000111602', 'ENSG00000111602', ' ENSG00000113249', 'ENSG00000050327', ' ENSG00000050327']","['HGNC', 'ENSG']"
823, TIP,"['ITFG1', ' METTL8', ' ITFG1', 'METTL8']","['ENSG00000129636', ' ENSG00000129636', ' ENSG00000123600', 'ENSG00000123600']","['HGNC', 'ENSG']"
824, TLN,"['TLN1', ' ICAM5']","[' ENSG00000105376', 'ENSG00000137076']",['ENSG']
825, TLP,"['CRIP3', ' TBPL1']","[' ENSG00000028839', 'ENSG00000146215']",['ENSG']
826, TLX,"['CD46', ' NR2E1']","['ENSG00000117335', ' ENSG00000112333']",['ENSG']
827, TMS-1,"['SERINC3', ' PYCARD']","['ENSG00000132824', ' ENSG00000103490']",['ENSG']
828, TNX,"[' TNXA', 'TNXB']","['ENSG00000168477', ' ENSG00000224140']",['ENSG']
829, TOB55,"[' SAMM50', 'BTG3']","[' ENSG00000100347', 'ENSG00000154640']",['ENSG']
830, TP,"[' TMPO', 'LCN1']","['ENSG00000160349', ' ENSG00000120802']",['ENSG']
831, TPC,"['CCDC6', ' SLC25A19']","['ENSG00000108091', ' ENSG00000125454']","['HGNC', 'ENSG']"
832, TPT,"[' SHH', 'PDSS1']","[' ENSG00000164690', 'ENSG00000148459']",['ENSG']
833, TR,"[' TXNRD2', 'F2R', ' TERC', ' TMEFF2']","['ENSG00000181104', ' ENSG00000144339', ' ENSG00000270141', ' ENSG00000184470']",['ENSG']
834, TR1,"[' TNFRSF11B', 'TNFRSF11B', 'TAS1R1', ' TAS1R1']","[' ENSG00000164761', 'ENSG00000164761', 'ENSG00000173662', ' ENSG00000173662']","['HGNC', 'ENSG']"
835, TR2,"['TNFRSF14', ' TXNRD3', ' TAS1R2', 'TAS1R2', ' TNFRSF14']","[' ENSG00000157873', 'ENSG00000179002', ' ENSG00000179002', ' ENSG00000197763', 'ENSG00000157873']","['HGNC', 'ENSG']"
836, TR3,"[' NR4A1', 'TXNRD2', 'TNFRSF25', ' TXNRD2', ' TNFRSF25']","[' ENSG00000215788', 'ENSG00000184470', ' ENSG00000123358', ' ENSG00000184470', 'ENSG00000215788']","['HGNC', 'ENSG']"
837, TRA1,"[' HSP90B1', 'TRRAP']","['ENSG00000196367', ' ENSG00000166598']",['ENSG']
838, TRAD,"['RAD51D', ' KALRN']","['ENSG00000185379', ' ENSG00000160145']",['ENSG']
839, TRAMP,"[' ZBED1', 'TRAM1', ' TRAM1', 'TNFRSF25', ' TNFRSF25']","[' ENSG00000067167', ' ENSG00000215788', 'ENSG00000067167', 'ENSG00000215788', ' ENSG00000214717']","['HGNC', 'ENSG']"
840, TRAP,"['SCYL1', 'ACP5', ' SCYL1', ' CD40LG']","[' ENSG00000142186', ' ENSG00000102245', 'ENSG00000102575', 'ENSG00000142186']","['HGNC', 'ENSG']"
841, TRAP1,"[' HSP90B2P', 'TGFBRAP1']","[' ENSG00000259706', 'ENSG00000135966']",['ENSG']
842, TRAP2,"['HSP90B3P', ' PSMD2']","['ENSG00000203914', ' ENSG00000175166']",['ENSG']
843, TRB1,"[' TAS2R14', 'TRIB1']","[' ENSG00000212127', 'ENSG00000173334']","['HGNC', 'ENSG']"
844, TRB2,"['TRIB2', ' TAS2R10']","[' ENSG00000121318', 'ENSG00000071575']",['ENSG']
845, TRB3,"[' TAS2R13', 'TRIB3', ' TRIB3', 'TAS2R13']","[' ENSG00000212128', 'ENSG00000101255', ' ENSG00000101255', 'ENSG00000212128']","['HGNC', 'ENSG']"
846, TRF,"[' TERF1', 'IL5']","['ENSG00000113525', ' ENSG00000147601']","['HGNC', 'ENSG']"
847, TRF2,"['TBPL1', ' TERF2']","['ENSG00000028839', ' ENSG00000132604']",['ENSG']
848, TRIF,"[' TICAM1', 'TRIM69']","[' ENSG00000127666', 'ENSG00000185880']",['ENSG']
849, TRIP,"[' PIK3IP1', ' TRAIP', 'LRRFIP1']","[' ENSG00000100100', 'ENSG00000124831', ' ENSG00000183763']",['ENSG']
850, TRK,"[' NTRK1', 'TPM3']","[' ENSG00000198400', 'ENSG00000143549']",['ENSG']
851, TRNP,"['TRNP1', ' MT-TP']","[' ENSG00000210196', 'ENSG00000253368']",['ENSG']
852, TS,"[' TYMS', 'CACNA1C', ' TBXAS1']","[' ENSG00000059377', 'ENSG00000151067', ' ENSG00000176890']","['HGNC', 'ENSG']"
853, TSBP,"['TSBP1', ' CTR9']","['ENSG00000204296', ' ENSG00000198730']",['ENSG']
854, TSC,"[' TESC', 'TSC1', ' SLC12A3']","['ENSG00000165699', ' ENSG00000088992', ' ENSG00000070915']",['ENSG']
855, TSH1,"['THNSL1', ' TSHZ1', 'TSHZ1', ' THNSL1']","['ENSG00000179981', 'ENSG00000185875', ' ENSG00000185875', ' ENSG00000179981']","['HGNC', 'ENSG']"
856, TSH2,"['TSHZ2', ' TSHZ2', 'THNSL2', ' THNSL2']","['ENSG00000144115', 'ENSG00000182463', ' ENSG00000182463', ' ENSG00000144115']","['HGNC', 'ENSG']"
857, TSSK1,"['TSSK1A', ' TSSK1B']","[' ENSG00000212122', 'ENSG00000231086']",['ENSG']
858, TTG1,"['ODR4', ' LMO1']","['ENSG00000157181', ' ENSG00000166407']",['ENSG']
859, TTP,"['ADAMTS13', ' ADAMTS13', ' ZFP36', 'ZFP36']","[' ENSG00000128016', 'ENSG00000160323', 'ENSG00000128016', ' ENSG00000160323']","['HGNC', 'ENSG']"
860, TTY11,"[' TTTY11', 'TTTY12']","['ENSG00000237048', ' ENSG00000180910']",['ENSG']
861, TYRO4,"['EPHA5', ' EPHA3']","['ENSG00000145242', ' ENSG00000044524']",['ENSG']
862, U13,"['SNORD13P3', ' SNORD13P1', ' SNORD13']","[' ENSG00000238498', ' ENSG00000239039', 'ENSG00000239128']",['ENSG']
863, U14,"['SNORD14A', ' SNORD14B']","['ENSG00000272034', ' ENSG00000201403']",['ENSG']
864, U19,"[' SNORA74A', 'EAF2']","[' ENSG00000200959', 'ENSG00000145088']",['ENSG']
865, U2,"['RNU2-4P', ' RNU2-3P', ' RNU2-5P', ' RNU2-2P']","['ENSG00000277084', ' ENSG00000222465', ' ENSG00000222328', ' ENSG00000222076']",['ENSG']
866, U3,"[' SNORD3P1', 'SNORD3A']","[' ENSG00000200318', 'ENSG00000263934']",['ENSG']
867, U3B2,"[' SNORD3B-2', 'SNORD3B-1']","[' ENSG00000262074', 'ENSG00000265185']",['ENSG']
868, U3b2,"[' SNORD3B-2', 'SNORD3B-1']","[' ENSG00000262074', 'ENSG00000265185']",['HGNC']
869, U4,"[' RNU4-7P', ' RNU4-6P', ' RNU4-4P', ' RNU4-5P', 'RNU4-1', ' RNU4-8P']","[' ENSG00000222736', ' ENSG00000201806', ' ENSG00000201458', 'ENSG00000200795', ' ENSG00000201628', ' ENSG00000272160']",['ENSG']
870, U5B1,"['RNU5A-1', ' RNU5B-1']","[' ENSG00000200156', 'ENSG00000199568']",['ENSG']
871, U6,"[' RNU6-1', 'RNU6-50P']","[' ENSG00000206625', 'ENSG00000199226']",['ENSG']
872, UBC2,"['UBE2A', ' UBE2B']","['ENSG00000077721', ' ENSG00000119048']",['ENSG']
873, UBXD10,"[' NSFL1C', ' UBXN1', 'UBXN1', 'NSFL1C']","['ENSG00000162191', 'ENSG00000088833', ' ENSG00000088833', ' ENSG00000162191']","['HGNC', 'ENSG']"
874, UCRP,"[' CLRN1-AS1', 'ISG15']","['ENSG00000187608', ' ENSG00000239265']",['ENSG']
875, UFD2,"['UBE4A', ' UBE4B']","[' ENSG00000130939', 'ENSG00000110344']","['HGNC', 'ENSG']"
876, UGD,"[' UXS1', 'UXS1', 'UGDH', ' UGDH']","['ENSG00000115652', 'ENSG00000109814', ' ENSG00000115652', ' ENSG00000109814']","['HGNC', 'ENSG']"
877, UGT1,"['SLC35A2', ' UGT1A1']","['ENSG00000102100', ' ENSG00000241635']",['ENSG']
878, ULG5,"['SIL1', ' SIL1', ' LHCGR', 'LHCGR']","['ENSG00000120725', ' ENSG00000138039', 'ENSG00000138039', ' ENSG00000120725']","['HGNC', 'ENSG']"
879, UNG2,"['CCNO', ' UNG']","[' ENSG00000076248', 'ENSG00000152669']","['HGNC', 'ENSG']"
880, UNR,"[' CSDE1', ' NR1H2', ' P2RY4', 'P2RY4', 'CSDE1']","['ENSG00000009307', ' ENSG00000009307', 'ENSG00000186912', ' ENSG00000186912', ' ENSG00000131408']","['HGNC', 'ENSG']"
881, UP2,"[' UPK2', 'UPP2']","['ENSG00000007001', ' ENSG00000110375']",['ENSG']
882, URP,"[' UNC50', ' ZRSR2', 'UCN2', ' UCN2', 'UTS2B']","[' ENSG00000115446', ' ENSG00000145040', 'ENSG00000145040', ' ENSG00000169249', 'ENSG00000188958']","['HGNC', 'ENSG']"
883, UT2,"[' SLC14A2', 'ARMH4']","[' ENSG00000132874', 'ENSG00000139971']",['ENSG']
884, V1S5P,"['TRGV6', ' TRGV5P']","['ENSG00000226212', ' ENSG00000228668']",['ENSG']
885, VATB,"[' ATP6V1B2', 'ATP6V1B1']","[' ENSG00000147416', 'ENSG00000116039']",['ENSG']
886, VMA10,"[' ATP6V1G2', ' ATP6V1G1', 'ATP6V1G3']","[' ENSG00000136888', 'ENSG00000151418', ' ENSG00000206445']",['ENSG']
887, VMA2,"[' ATP6V1B1', 'ATP6V1B2']","['ENSG00000147416', ' ENSG00000116039']",['ENSG']
888, VMA4,"[' ATP6V1E1', 'ATP6V1E2']","[' ENSG00000131100', 'ENSG00000250565']",['ENSG']
889, VMA5,"['ATP6V1C1', ' ATP6V1C2']","[' ENSG00000143882', 'ENSG00000155097']",['ENSG']
890, VMA6,"[' ATP6V0D1', 'ATP6V0D2']","['ENSG00000147614', ' ENSG00000159720']",['ENSG']
891, VPH1,"[' ATP6V0A1', ' ATP6V0A4', 'ATP6V0A2']","[' ENSG00000033627', ' ENSG00000105929', 'ENSG00000185344']",['ENSG']
892, VPP2,"[' ATP6V1A', 'ATP6V0A4']","[' ENSG00000114573', 'ENSG00000105929']",['ENSG']
893, VPP3,"[' ATP6V1B1', 'ATP6V1B2']","['ENSG00000147416', ' ENSG00000116039']",['ENSG']
894, VPS55,"['LEPROT', ' LEPROTL1']","[' ENSG00000104660', 'ENSG00000213625']",['ENSG']
895, VRP,"['VEGFC', ' TBC1D8']","['ENSG00000150630', ' ENSG00000204634']",['ENSG']
896, VWS1,"['CAMK1G', ' IRF6']","[' ENSG00000117595', 'ENSG00000008118']",['ENSG']
897, Vma10,"[' ATP6V1G3', 'ATP6V1G1']","[' ENSG00000151418', 'ENSG00000136888']",['HGNC']
898, Vma2,"[' ATP6V1B2', 'ATP6V1B1']","[' ENSG00000147416', 'ENSG00000116039']",['HGNC']
899, Vph1,"[' ATP6V0A2', ' ATP6V0A1', 'ATP6V0A4']","[' ENSG00000185344', ' ENSG00000033627', 'ENSG00000105929']",['HGNC']
900, WAGR,"[' PAX6', 'WT1']","[' ENSG00000007372', 'ENSG00000184937']",['ENSG']
901, WBSCR20B,"[' NSUN5P2', 'NSUN5P1']","['ENSG00000223705', ' ENSG00000106133']",['ENSG']
902, WWP4,"[' SAV1', 'WAC']","['ENSG00000095787', ' ENSG00000151748']",['ENSG']
903, XAP4,"['POLR2E', ' RBCK1']","['ENSG00000099817', ' ENSG00000125826']","['HGNC', 'ENSG']"
904, YDR084C,"[' TVP23B', 'TVP23A']","[' ENSG00000171928', 'ENSG00000166676']",['ENSG']
905, YMR292W,"[' GOLT1A', 'GOLT1B']","['ENSG00000111711', ' ENSG00000174567']","['HGNC', 'ENSG']"
906, ZAC,"[' ZACN', 'PLAGL1']","['ENSG00000118495', ' ENSG00000186919']",['ENSG']
907, ZAP,"['ZC3HAV1', ' YLPM1']","[' ENSG00000119596', 'ENSG00000105939']",['ENSG']
908, ZC2HC5,"['TRIP4', ' TRIP4', ' KAT5', 'KAT5']","[' ENSG00000172977', ' ENSG00000103671', 'ENSG00000103671', 'ENSG00000172977']","['HGNC', 'ENSG']"
909, ZFP27,"['ZNF585B', ' ZNF585A']","[' ENSG00000196967', 'ENSG00000245680']",['ENSG']
910, ZIN,"['STRN4', ' RNF216']","['ENSG00000090372', ' ENSG00000011275']",['ENSG']
911, ZIP4,"[' TEX11', 'SLC39A4']","['ENSG00000147804', ' ENSG00000120498']",['ENSG']
912, ZNF422,"[' ZNF22', 'PHF8']","[' ENSG00000165512', 'ENSG00000172943']",['ENSG']
913, ZNT8,"[' SLC30A8', ' SLC30A10', 'SLC30A10', 'SLC30A8']","[' ENSG00000196660', ' ENSG00000164756', 'ENSG00000196660', 'ENSG00000164756']","['HGNC', 'ENSG']"
914, ZRC1,"[' SLC30A1', 'SLC30A10']","['ENSG00000196660', ' ENSG00000170385']",['ENSG']
915, Zfp27,"[' ZNF585B', 'ZNF585A']","[' ENSG00000245680', 'ENSG00000196967']",['HGNC']
916, mu2,"[' AP2M1', 'AP1M2']","[' ENSG00000161203', 'ENSG00000129354']",['HGNC']
917, oda6,"[' DNAI2', 'DNAI1']","[' ENSG00000171595', 'ENSG00000122735']",['HGNC']
918, p105,"['NFKB1', ' NFKB2']","[' ENSG00000077150', 'ENSG00000109320']",['HGNC']
919, p115,"[' ARHGAP4', 'USO1']","['ENSG00000138768', ' ENSG00000089820']",['HGNC']
920, p120,"[' RASA1', ' NOP2', 'CTNND1', ' BRD8']","[' ENSG00000145715', ' ENSG00000112983', ' ENSG00000111641', 'ENSG00000198561']",['HGNC']
921, p14,"[' CDK2AP2', 'CDKN2A', ' SUB1', ' LAMTOR2']","[' ENSG00000116586', 'ENSG00000147889', ' ENSG00000113387', ' ENSG00000167797']",['HGNC']
922, p150,"[' PIK3R4', 'ANPEP', ' ABL1']","[' ENSG00000196455', ' ENSG00000097007', 'ENSG00000166825']",['HGNC']
923, p17,"['FAM72A', ' POLE3']","['ENSG00000196550', ' ENSG00000148229']",['HGNC']
924, p18,"['ATRAID', ' TPPP2', ' LAMTOR1', ' CDKN2C']","[' ENSG00000123080', ' ENSG00000179636', 'ENSG00000138085', ' ENSG00000149357']",['HGNC']
925, p19,"['CDKN2D', ' CDKN2A']","[' ENSG00000147889', 'ENSG00000129355']",['HGNC']
926, p200,"[' ARID2', 'HEATR5B', ' ARFGEF1']","[' ENSG00000189079', ' ENSG00000066777', 'ENSG00000008869']",['HGNC']
927, p22,"[' PHB2', ' DYNC1H1', 'CHP1']","[' ENSG00000197102', ' ENSG00000215021', 'ENSG00000187446']",['HGNC']
928, p25,"['TPPP', ' DCTN5']","[' ENSG00000166847', 'ENSG00000171368']",['HGNC']
929, p35,"['UPK3B', ' IL12A', ' CDK5R1']","[' ENSG00000168811', ' ENSG00000176749', 'ENSG00000243566']",['HGNC']
930, p36,"[' NT5C3A', 'H3C9P']","[' ENSG00000122643', 'ENSG00000220875']",['HGNC']
931, p40,"[' TP63', 'ARMH1', ' BRMS1L', ' RPSA']","['ENSG00000198520', ' ENSG00000100916', ' ENSG00000168028', ' ENSG00000073282']",['HGNC']
932, p44,"['GTF2H2', ' IFI44', ' WDR77']","[' ENSG00000137965', ' ENSG00000116455', 'ENSG00000145736']",['HGNC']
933, p45,"[' SKP2', 'PSMC5']","['ENSG00000087191', ' ENSG00000145604']",['HGNC']
934, p47,"[' NSFL1C', ' ING1', 'H3P37']","[' ENSG00000153487', ' ENSG00000088833', 'ENSG00000270433']",['HGNC']
935, p48,"['H3P38', ' PTF1A']","[' ENSG00000168267', 'ENSG00000259389']",['HGNC']
936, p50,"[' NFKB1', 'ASCC1']","['ENSG00000138303', ' ENSG00000109320']",['HGNC']
937, p62,"[' IGF2BP2', 'KHDRBS1', ' DCTN4']","['ENSG00000121774', ' ENSG00000073792', ' ENSG00000132912']",['HGNC']
938, p67,"[' CD33', 'METAP2']","['ENSG00000111142', ' ENSG00000105383']",['HGNC']
939, p75,"[' TNFRSF1B', ' PSIP1', 'TCF3']","[' ENSG00000028137', 'ENSG00000071564', ' ENSG00000164985']",['HGNC']
940, p8,"['EXOSC7', ' NUPR1', ' CMC4']","[' ENSG00000176046', 'ENSG00000075914', ' ENSG00000182712']",['HGNC']
941, p85,"['PIK3R1', ' PIK3R2', ' PPP1R12C', ' PPP1R13B']","['ENSG00000145675', ' ENSG00000088808', ' ENSG00000125503', ' ENSG00000105647']",['HGNC']
942, p97,"[' GEMIN4', ' VCP', ' CFDP1', 'EIF4G2']","[' ENSG00000165280', 'ENSG00000110321', ' ENSG00000179409', ' ENSG00000153774']",['HGNC']
943, smk1,"['PPP4R3A', ' PPP4R3C']","['ENSG00000100796', ' ENSG00000224960']",['HGNC']
944, tamo,"['SPATA2L', ' SPATA2']","['ENSG00000158792', ' ENSG00000158480']",['HGNC']
945,10q23del,"[' BMPR1A', 'PTEN']","['ENSG00000171862', ' ENSG00000107779']",['NCBI']
946,12-LOX,"['ALOX12', ' ALOX15']","['ENSG00000108839', ' ENSG00000161905']",['NCBI']
947,2F1,"['SLC25A5', ' KLRG1', 'KLRG1', ' SLC25A5']","[' ENSG00000139187', ' ENSG00000005022', 'ENSG00000139187', 'ENSG00000005022']","['ENSG', 'NCBI']"
948,3-alpha-HSD,"[' DHRS9', 'AKR1C4']","['ENSG00000198610', ' ENSG00000073737']",['NCBI']
949,35DAG,"['SGCD', ' SGCG']","[' ENSG00000102683', 'ENSG00000170624']",['NCBI']
950,37LRP,"['RPSA2', ' RPSA']","['ENSG00000288920', ' ENSG00000168028']",['NCBI']
951,464.2,"['CCL3L3', ' CCL3L1']","[' nan', 'ENSG00000276085']",['NCBI']
952,60B8AG,"[' S100A8', ' S100A9', 'S100A8', 'S100A9']","[' ENSG00000143546', 'ENSG00000163220', 'ENSG00000143546', ' ENSG00000163220']","['ENSG', 'NCBI']"
953,61E3.4,"[' SMG1', 'NPIPB4']","[' ENSG00000157106', 'ENSG00000185864']",['NCBI']
954,67LR,"['RPSA2', ' RPSA']","['ENSG00000288920', ' ENSG00000168028']",['NCBI']
955,87U6,"[' GNAI3', ' RNU6V', 'GNAI3', 'RNU6V']","['ENSG00000065135', ' ENSG00000065135', ' ENSG00000206832', ' nan', 'ENSG00000206832']","['HGNC', 'ENSG', 'NCBI']"
956,9G8,"['SLU7', ' SLU7', ' SRSF7', 'SRSF7']","['ENSG00000164609', 'ENSG00000115875', ' ENSG00000164609', ' ENSG00000115875']","['HGNC', 'ENSG', 'NCBI']"
957,A1,"[' RFC2', 'IGKV2D-30', ' RFC1', ' RFC4', 'RFC2', ' ATP6V0A1', 'RFC4']","[' ENSG00000035928', ' ENSG00000049541', 'ENSG00000163918', ' ENSG00000163918', 'ENSG00000239571', 'ENSG00000049541', ' ENSG00000033627']","['HGNC', 'ENSG', 'NCBI']"
958,A15,"[' IGKV1-32', 'TSPAN7']","[' nan', 'ENSG00000156298']",['NCBI']
959,A1B,"['SNTB1', ' A1BG']","['ENSG00000172164', ' ENSG00000121410']",['NCBI']
960,A2,"['GPHA2', 'ATP6V0A2', ' ATP6V0A2', ' CFAP410', ' GPHA2', ' SGCA']","['ENSG00000149735', 'ENSG00000185344', ' ENSG00000108823', ' ENSG00000160226', ' ENSG00000149735', ' ENSG00000185344']","['ENSG', 'NCBI']"
961,A20,"[' IGKV1-27', 'IGKV1-27', ' TNFAIP3', 'TNFAIP3']","[' ENSG00000118503', 'ENSG00000244575', ' ENSG00000244575', 'ENSG00000118503']","['ENSG', 'NCBI']"
962,A26B3,"[' LOC100288966', 'POTED']","['ENSG00000166351', ' nan']",['NCBI']
963,A3A,"['APOBEC3A', ' APOBEC3A_B']","[' nan', 'ENSG00000128383']",['NCBI']
964,A3GALNT,"['GBGT1', ' ABO']","[' ENSG00000175164', 'ENSG00000148288']","['ENSG', 'NCBI']"
965,A4,"[' IGBP1', ' ATP6V0A4', 'PLP2', ' SGCG', ' IGKV1D-27', ' PLP2', 'ATP6V0A4']","[' ENSG00000102683', 'ENSG00000105929', ' ENSG00000089289', ' ENSG00000105929', 'ENSG00000102007', ' ENSG00000102007', ' nan']","['ENSG', 'NCBI']"
966,A6,"[' IGKV3D-25', 'TWF1']","[' nan', 'ENSG00000151239']",['NCBI']
967,A8,"[' IGKV2D-23', 'SEMA4D']","[' nan', 'ENSG00000187764']",['NCBI']
968,AAA,"[' AAAS', ' APP', 'AAA1']","[' ENSG00000094914', ' ENSG00000142192', 'nan']",['NCBI']
