,alias_symbol,gene_symbol,ENSG_ID,source
2046,FIG,"[' DEPP1', 'GOPC']","[' ENSG00000165507', 'ENSG00000047932']",['NCBI']
2047,FIH1,"['PTH', ' HIF1AN']","[' ENSG00000166135', 'ENSG00000152266']",['NCBI']
2048,FIL1,"['IL36A', ' IL36B', ' IL36RN', ' IL37', ' IL36A', 'IL36B', 'IL37']","[' ENSG00000125571', 'ENSG00000136694', 'ENSG00000136696', ' ENSG00000136696', ' ENSG00000136695', 'ENSG00000125571', ' ENSG00000136694']","['HGNC', 'ENSG', 'NCBI']"
2049,FIP1,"['RRAGA', ' FIP1L1']","[' ENSG00000145216', 'ENSG00000155876']",['NCBI']
2050,FIP3,"['RAB11FIP3', ' IKBKG']","[' ENSG00000269335', 'ENSG00000090565']",['NCBI']
2051,FIR,"['PUF60', ' FARP2']","['ENSG00000179950', ' ENSG00000006607']","['ENSG', 'NCBI']"
2052,FIRE,"['ADGRE4P', ' LOC111188156']","[' nan', 'nan']",['NCBI']
2053,FIX,"['AK3', ' F9']","[' ENSG00000101981', 'ENSG00000147853']",['NCBI']
2054,FJHN,"['HNF1B', ' UMOD']","[' ENSG00000169344', 'ENSG00000275410']",['NCBI']
2055,FKBP12,"[' FKBP1AP4', ' FKBP1AP3', ' FKBP1AP2', 'FKBP1A', ' FKBP1AP1']","[' nan', 'ENSG00000088832']",['NCBI']
2056,FKBP51,"[' FKBP4', 'FKBP5']","['ENSG00000096060', ' ENSG00000004478']",['NCBI']
2057,FLIP,"['FIRRM', ' CFLAR']","['ENSG00000000460', ' ENSG00000003402']",['NCBI']
2058,FLJ10052,"['TLR5', ' SUSD4']","[' ENSG00000143502', 'ENSG00000187554']",['ENSG']
2059,FLJ10883,"[' PCMTD1', 'PCMTD2']","['ENSG00000203880', ' ENSG00000168300']",['HGNC']
2060,FLJ20375,"['FOCAD', 'BRD10', ' FOCAD', ' BRD10']","['ENSG00000188352', ' ENSG00000183354', ' ENSG00000188352', 'ENSG00000183354']","['HGNC', 'ENSG']"
2061,FLJ37712,"['SLC35F3', ' SLC35F4']","[' ENSG00000151812', 'ENSG00000183780']",['HGNC']
2062,FLJ43692,"[' CTAGE4', 'ARHGEF35']","[' ENSG00000288784', 'ENSG00000213214']",['HGNC']
2063,FMD,"[' FLNA', 'FSHMD1A']","[' ENSG00000196924', 'nan']",['NCBI']
2064,FMLP-R-II,"[' FPR3', 'FPR2']","['ENSG00000171049', ' ENSG00000187474']",['NCBI']
2065,FMR1,"[' FMR1-IT1', 'FRAXA']","[' nan', 'nan']",['NCBI']
2066,FMR2,"[' FRAXE', 'AFF2']","['ENSG00000155966', ' nan']",['NCBI']
2067,FOP,"[' CHTOP', ' ACVR1', 'CEP43']","[' ENSG00000160679', ' ENSG00000115170', 'ENSG00000213066']",['NCBI']
2068,FOXD4L2,"['FOXD4L4', ' FOXD4L3']","[' ENSG00000187559', 'ENSG00000184659']",['NCBI']
2069,FP,"['PTGFR', ' SDHA']","[' ENSG00000073578', 'ENSG00000122420']","['HGNC', 'ENSG', 'NCBI']"
2070,FPRH1,"[' FPR3', 'FPR2']","['ENSG00000171049', ' ENSG00000187474']",['NCBI']
2071,FPRH2,"['FPR3', ' FPR2']","[' ENSG00000171049', 'ENSG00000187474']",['NCBI']
2072,FPS,"['FES', ' FDPS']","['ENSG00000182511', ' ENSG00000160752']",['NCBI']
2073,FRA,"['FOSL1', ' RABEP2']","['ENSG00000175592', ' ENSG00000177548']",['NCBI']
2074,FRAG1,"[' PGAP2', 'ATAD5']","[' ENSG00000148985', 'ENSG00000176208']",['NCBI']
2075,FRITZ,"[' FRZB', 'WDPCP']","[' ENSG00000162998', 'ENSG00000143951']",['NCBI']
2076,FRP,"['FSTL1', 'SFRP1', ' SFRP1', ' FSTL1', ' INHBA']","[' ENSG00000163430', 'ENSG00000104332', ' ENSG00000122641', ' ENSG00000104332', 'ENSG00000163430']","['ENSG', 'NCBI']"
2077,FRP-2,"['SFRP2', ' ITGA3']","['ENSG00000145423', ' ENSG00000005884']",['NCBI']
2078,FRP1,"['ATR', ' SFRP1']","['ENSG00000175054', ' ENSG00000104332']",['NCBI']
2079,FS,"['FST', ' GBGT1']","['ENSG00000134363', ' ENSG00000148288']",['NCBI']
2080,FSP1,"[' AIFM2', ' S100A4', 'ATL1']","['ENSG00000198513', ' ENSG00000196154', ' ENSG00000042286']",['NCBI']
2081,FSP2,"[' CABYR', 'SPAST']","['ENSG00000021574', ' ENSG00000154040']",['NCBI']
2082,FUS1,"['FUS', ' TUSC2']","['ENSG00000089280', ' ENSG00000114383']",['NCBI']
2083,FX,"['F10', ' GFUS', ' TMSB4X']","[' ENSG00000205542', 'ENSG00000126218', ' ENSG00000104522']",['NCBI']
2084,FY,"[' ACKR1', 'FUZ']","['ENSG00000010361', ' ENSG00000213088']",['NCBI']
2085,G0S19-2,"[' CCL3L3', 'CCL3L1']","[' ENSG00000276085', 'nan']",['NCBI']
2086,G10,"[' ZBTB12', 'BUD31']","['ENSG00000106245', ' ENSG00000204366']",['NCBI']
2087,G13,"[' GNA13', 'ATF6B']","['ENSG00000213676', ' ENSG00000120063']","['HGNC', 'NCBI']"
2088,G15,"[' AGPAT1', 'RBM5']","[' ENSG00000204310', 'ENSG00000003756']",['NCBI']
2089,G17,"['SLC38A3', 'PBX2', ' PBX2', ' SLC38A3']","['ENSG00000188338', ' ENSG00000188338', ' ENSG00000204304', 'ENSG00000204304']","['HGNC', 'ENSG', 'NCBI']"
2090,G18,"[' CISH', 'GPSM3']","[' ENSG00000114737', 'ENSG00000213654']",['NCBI']
2091,G2,"[' CRYGEP', 'PRRC2A', ' KIAA1549L', ' PRRC2A', 'KIAA1549L']","['ENSG00000110427', ' ENSG00000290929', ' ENSG00000204469', ' ENSG00000110427', 'ENSG00000204469', ' ENSG00000229150']","['HGNC', 'NCBI']"
2092,G3PP,"['SLC37A1', ' PGP']","['ENSG00000160190', ' ENSG00000184207']",['NCBI']
2093,G6PT,"['G6PC1', ' SLC37A4']","['ENSG00000131482', ' ENSG00000137700']",['NCBI']
2094,GA,"['AGA', ' GLS2']","['ENSG00000038002', ' ENSG00000135423']",['NCBI']
2095,GAAP,"[' HIVEP1', 'TMBIM4']","[' ENSG00000095951', 'ENSG00000155957']",['NCBI']
2096,GAGE-12B,"[' GAGE12E', ' GAGE12B', ' GAGE12D', 'GAGE12C']","[' ENSG00000275113', ' ENSG00000227488', ' ENSG00000216649', 'ENSG00000237671']",['NCBI']
2097,GAGE-2,"['GAGE2A', ' GAGE2C', ' GAGE2B']","[' nan', 'ENSG00000189064']",['NCBI']
2098,GAGE-7,"['GAGE7', ' GAGE12F']","[' ENSG00000236362', 'nan']",['NCBI']
2099,GAGE-7B,"['GAGE12F', ' GAGE12I']","['ENSG00000236362', ' nan']",['NCBI']
2100,GAGE-8,"[' GAGE12F', 'GAGE8', ' GAGE2D']","[' nan', ' ENSG00000236362', 'nan']",['NCBI']
2101,GAGE-9,"[' PAGE4', 'PAGE1']","[' ENSG00000101951', 'ENSG00000068985']",['NCBI']
2102,GAGE2,"['GAGE2C', ' GAGE2A']","[' ENSG00000189064', 'nan']",['NCBI']
2103,GAGE7B,"[' GAGE12F', 'GAGE12I']","[' ENSG00000236362', 'nan']",['NCBI']
2104,GAGE8,"['GAGE2E', ' GAGE2D']","[' nan', 'ENSG00000275113', 'nan']","['HGNC', 'NCBI']"
2105,GAGED2,"[' XAGE1B', 'XAGE1A']","['ENSG00000204379', ' ENSG00000204382']",['NCBI']
2106,GAL7,"[' LGALS7', 'LGALS7B']","[' ENSG00000205076', 'ENSG00000178934']","['HGNC', 'ENSG', 'NCBI']"
2107,GALNT15,"[' GALNTL5', ' GALNT14', 'GALNT18']","[' ENSG00000106648', 'ENSG00000110328', ' ENSG00000158089']",['NCBI']
2108,GAP,"['RASA1', ' RGS6']","['ENSG00000145715', ' ENSG00000182732']",['NCBI']
2109,GARI-L1,"[' GARIN2', 'GARIN1B']","[' ENSG00000172717', 'ENSG00000135248']",['NCBI']
2110,GARP,"[' CNGB1', 'LRRC32']","[' ENSG00000070729', 'ENSG00000137507']",['NCBI']
2111,GARS,"[' GARS1', 'GART']","['ENSG00000159131', ' ENSG00000106105']",['NCBI']
2112,GAS,"['GAST', ' PAGR1', ' GALNS']","[' ENSG00000141012', 'ENSG00000184502', ' ENSG00000280789']",['NCBI']
2113,GASP,"[' VOPP1', ' THEMIS', 'GPRASP1']","[' ENSG00000172673', 'ENSG00000198932', ' ENSG00000154978']",['NCBI']
2114,GASP-1,"[' WFIKKN2', 'GPRASP1']","['ENSG00000198932', ' ENSG00000173714']",['NCBI']
2115,GAT2,"[' SLC6A12', 'SLC6A13']","[' ENSG00000111181', 'ENSG00000010379']",['NCBI']
2116,GAT3,"['SLC6A11', ' SLC6A13']","['ENSG00000132164', ' ENSG00000010379']",['NCBI']
2117,GATD6,"[' DDOST', 'CPS1']","[' ENSG00000244038', 'ENSG00000021826']",['NCBI']
2118,GBA,"['GBA1LP', ' GBA1']","[' ENSG00000177628', 'ENSG00000291137']",['NCBI']
2119,GBBB2,"[' SPECC1L', 'OGS2']","[' ENSG00000100014', 'nan']",['NCBI']
2120,GBP,"[' TMEM132A', ' LGALS1', ' PIAS1', 'TMEM132A', 'LGALS1', 'PIAS1', ' HADHA']","['ENSG00000100097', ' ENSG00000100097', ' ENSG00000006118', 'ENSG00000006118', ' ENSG00000033800', 'ENSG00000033800', ' ENSG00000084754']","['HGNC', 'ENSG', 'NCBI']"
2121,GC1,"[' SLC25A22', ' SOD2', 'OLFM4']","[' ENSG00000291237', 'ENSG00000102837', ' ENSG00000177542']","['ENSG', 'NCBI']"
2122,GCAP,"['ALPG', ' GUCA1A']","['ENSG00000163286', ' ENSG00000048545']","['HGNC', 'NCBI']"
2123,GCAP-I,"['GUCA2A', ' GUCA1A']","[' ENSG00000048545', 'ENSG00000197273']",['NCBI']
2124,GCAP-II,"[' GUCA2B', 'GUCA1B']","['ENSG00000112599', ' ENSG00000044012']",['NCBI']
2125,GCB,"['NPR2', ' GBA1']","['ENSG00000159899', ' ENSG00000177628']",['NCBI']
2126,GCCD2,"[' MRAP', 'GCCD3']","[' ENSG00000170262', 'nan']",['NCBI']
2127,GCD,"[' GUCY2EP', 'GCDH']","[' nan', 'ENSG00000105607']",['NCBI']
2128,GCD10,"[' CRLS1', 'TRMT6']","['ENSG00000089195', ' ENSG00000088766']",['NCBI']
2129,GCE,"[' AMT', ' GCSH', 'GLDC']","['ENSG00000178445', ' ENSG00000145020', ' ENSG00000140905']",['NCBI']
2130,GCL,"[' GMCL1', ' GCLC', 'GMCL2', ' GCA']","[' ENSG00000115271', ' ENSG00000087338', ' ENSG00000001084', 'ENSG00000244234']","['HGNC', 'ENSG', 'NCBI']"
2131,GCN5,"['KAT2A', ' KAT2B']","['ENSG00000108773', ' ENSG00000114166']",['ENSG']
2132,GCOM1,"['MYZAP', ' POLR2M']","['ENSG00000263155', ' ENSG00000255529']",['NCBI']
2133,GCP,"['OPN1MW3', ' GOLGB1', ' OPN1MW']","[' ENSG00000268221', ' ENSG00000173230', 'ENSG00000269433']",['NCBI']
2134,GCP-1,"['CXCL8', ' TUBG1']","[' ENSG00000131462', 'ENSG00000169429']",['NCBI']
2135,GCP-2,"['CXCL6', ' TUBGCP2']","[' ENSG00000130640', 'ENSG00000124875']",['NCBI']
2136,GCP2,"[' FOLH1', 'CXCL6', ' GOLGA4', ' TUBGCP2']","[' ENSG00000144674', ' ENSG00000086205', ' ENSG00000130640', 'ENSG00000124875']",['NCBI']
2137,GCP3,"['NAALAD2', ' TUBGCP3']","[' ENSG00000126216', 'ENSG00000077616']",['NCBI']
2138,GCR2,"[' NR3C1P1', 'ECD']","['ENSG00000122882', ' ENSG00000276393']",['NCBI']
2139,GCS,"['GCLC', ' GCLC', 'UGCG', ' UGCG']","['ENSG00000148154', ' ENSG00000148154', 'ENSG00000001084', ' ENSG00000001084']","['HGNC', 'ENSG', 'NCBI']"
2140,GDH,"[' H6PD', ' GLUD1', ' UGDH', 'UGDH', 'GLUD1', ' CRYL1']","['ENSG00000148672', ' ENSG00000148672', 'ENSG00000109814', ' ENSG00000165475', ' ENSG00000049239', ' ENSG00000109814']","['HGNC', 'ENSG', 'NCBI']"
2141,GDH2,"['GLUD2', ' GPD2']","['ENSG00000182890', ' ENSG00000115159']",['NCBI']
2142,GDN,"[' MAML3', 'SERPINE2']","['ENSG00000135919', ' ENSG00000196782']",['NCBI']
2143,GE,"['GYPC', ' ELANE']","['ENSG00000136732', ' ENSG00000197561']",['NCBI']
2144,GEF,"['SLC2A4RG', ' ARHGEF2']","[' ENSG00000116584', 'ENSG00000125520']",['NCBI']
2145,GEF720,"[' TNFRSF25', 'PLEKHG5']","[' ENSG00000215788', 'ENSG00000171680']",['NCBI']
2146,GEMIN1,"[' SMN1', 'SMN2']","[' ENSG00000172062', 'ENSG00000205571']",['NCBI']
2147,GF1,"[' GATA1', 'SOS1']","[' ENSG00000102145', 'ENSG00000115904']",['NCBI']
2148,GFAT,"['GFPT1', ' GFPT2']","['ENSG00000198380', ' ENSG00000131459']",['NCBI']
2149,GGF2,"['NRG1', ' GINGF2']","['ENSG00000157168', ' nan']",['NCBI']
2150,GGT,"[' GGTLC5P', ' GGT2P', ' GGTLC4P', ' GGTLC3', 'GGT1']","['ENSG00000100031', ' ENSG00000276160', ' ENSG00000230712', ' nan', ' ENSG00000274252']",['NCBI']
2151,GGT2,"['LOC102724197', ' GGT2P']","[' nan', 'nan']",['NCBI']
2152,GGTA,"[' CHM', 'GGTA1']","[' ENSG00000188419', 'ENSG00000204136']",['NCBI']
2153,GGTA1P,"[' GGTA1', 'GGTA2P']","['ENSG00000237766', ' ENSG00000204136']",['NCBI']
2154,GH,"[' GH1', 'GGH']","[' ENSG00000259384', 'ENSG00000137563']",['NCBI']
2155,GID2,"[' RMND5B', 'RMND5A']","[' ENSG00000145916', 'ENSG00000153561']",['NCBI']
2156,GIF,"[' CBLIF', ' MT3', 'CBLIF', 'MIF', ' MIF']","[' ENSG00000240972', 'ENSG00000134812', 'ENSG00000240972', ' ENSG00000134812', ' ENSG00000087250']","['HGNC', 'ENSG', 'NCBI']"
2157,GIG1,"[' TPP1', 'CCN1', ' NKG7', ' CCN1', 'NKG7']","['ENSG00000105374', ' ENSG00000166340', ' ENSG00000142871', 'ENSG00000142871', ' ENSG00000105374']","['HGNC', 'NCBI']"
2158,GIG18,"['GLCCI1', ' GOT1']","[' ENSG00000120053', 'ENSG00000106415']",['NCBI']
2159,GIP,"[' GNAI2', 'C1QTNF1']","['ENSG00000173918', ' ENSG00000114353']",['NCBI']
2160,GJA10,"['GJA9', ' GJA9-MYCBP']","[' nan', 'ENSG00000131233']",['NCBI']
2161,GJA9,"[' GJD2', 'GJA9-MYCBP']","[' ENSG00000159248', 'nan']",['NCBI']
2162,GK1,"['GK', ' GALK1']","[' ENSG00000108479', 'ENSG00000198814']",['NCBI']
2163,GL,"['OSTM1', ' LIPF', ' PPP1R3B']","['ENSG00000081087', ' ENSG00000173281', ' ENSG00000182333']",['NCBI']
2164,GLCT1,"['MGAT1', ' UGCG']","['ENSG00000131446', ' ENSG00000148154']",['NCBI']
2165,GLK,"[' GCK', 'MAP4K3']","[' ENSG00000106633', 'ENSG00000011566']",['NCBI']
2166,GLM1,"[' GLM4', 'PPARG']","['ENSG00000132170', ' nan']",['NCBI']
2167,GLP,"[' RCBTB1', 'EHMT1', ' GOLGA6A']","['ENSG00000181090', ' ENSG00000136144', ' ENSG00000159289']",['NCBI']
2168,GLP-1,"['GLP1R', ' ZGLP1', ' GCG']","[' ENSG00000115263', ' ENSG00000220201', 'ENSG00000112164']",['NCBI']
2169,GLP1,"['GCG', ' ZGLP1', ' EHMT1', 'ZGLP1', ' GCG']","[' ENSG00000115263', 'ENSG00000115263', ' ENSG00000220201', ' ENSG00000181090', 'ENSG00000220201']","['HGNC', 'NCBI']"
2170,GLUC,"['GBA1LP', ' GBA1', ' GBA3']","[' ENSG00000177628', ' ENSG00000249948', 'ENSG00000291137']",['NCBI']
2171,GLUR2,"[' GRM2', 'GRIA2']","['ENSG00000120251', ' ENSG00000164082']",['NCBI']
2172,GLUR3,"['GRM3', ' GRIA3']","[' ENSG00000125675', 'ENSG00000198822']",['NCBI']
2173,GLUR7,"[' GRM7', 'GRIK3']","[' ENSG00000196277', 'ENSG00000163873']",['NCBI']
2174,GLUT10,"[' SLC2A10', 'SLC2A11']","['ENSG00000133460', ' ENSG00000197496']",['NCBI']
2175,GLUT6,"[' SLC2A3P1', 'SLC2A6']","[' nan', 'ENSG00000160326']",['NCBI']
2176,GLUT8,"['SLC2A12', ' SLC2A8']","[' ENSG00000136856', 'ENSG00000146411']",['NCBI']
2177,GLUT9,"[' SLC2A9', 'SLC2A6']","[' ENSG00000109667', 'ENSG00000160326']",['NCBI']
2178,GLYT1,"['SLC6A9', ' MGAT1']","['ENSG00000196517', ' ENSG00000131446']",['NCBI']
2179,GLYT2,"[' SLC6A5', 'GGTA1']","['ENSG00000204136', ' ENSG00000165970']",['NCBI']
2180,GM2AP,"['GM2AP1', ' GM2A']","[' ENSG00000196743', 'nan']",['NCBI']
2181,GNPI,"['GPI', ' GNPDA1']","['ENSG00000105220', ' ENSG00000113552']",['NCBI']
2182,GNT-IV,"[' MGAT4B', 'MGAT4A']","['ENSG00000071073', ' ENSG00000161013']",['NCBI']
2183,GNT1,"[' UGT1A6', ' UGT1A1', ' UGT1A4', 'UGT1A6', ' UGT1A10', ' UGT1A7', ' UGT1A', 'UGT1A8']","[' ENSG00000244474', ' ENSG00000241635', ' ENSG00000242515', 'ENSG00000167165', ' ENSG00000244122', 'ENSG00000242366', ' nan', ' ENSG00000167165']","['ENSG', 'NCBI']"
2184,GO,"['HAO1', ' GORAB']","['ENSG00000101323', ' ENSG00000120370']",['NCBI']
2185,GOP,"[' OPN1MW3', 'OPN1MW2', ' OPN1MW']","['ENSG00000166160', ' ENSG00000268221', ' ENSG00000269433']",['NCBI']
2186,GOT1,"[' GOLT1A', 'GOLT1B']","['ENSG00000111711', ' ENSG00000174567']",['NCBI']
2187,GOT1B,"[' GOLT1A', 'GOLT1B']","['ENSG00000111711', ' ENSG00000174567']",['NCBI']
2188,GP,"[' RNF130', 'TNC']","['ENSG00000041982', ' ENSG00000113269']",['NCBI']
2189,GP110,"['CD68', ' ADRM1']","[' ENSG00000130706', 'ENSG00000129226']",['NCBI']
2190,GP130,"['LRPPRC', ' LRPPRC', ' NM', 'IL6ST', ' IL6ST']","[' ENSG00000134352', 'ENSG00000134352', 'ENSG00000138095', ' ENSG00000138095', ' nan']","['HGNC', 'NCBI']"
2191,GP150,"['ANPEP', ' ITGB4']","[' ENSG00000132470', 'ENSG00000166825']",['NCBI']
2192,GP180,"[' PTPRC', 'CPD']","[' ENSG00000081237', 'ENSG00000108582']",['NCBI']
2193,GP40,"[' PDPN', 'CD7']","[' ENSG00000162493', 'ENSG00000173762']",['NCBI']
2194,GPAT,"['GPAM', ' PPAT']","[' ENSG00000128059', 'ENSG00000119927']",['NCBI']
2195,GPBP,"['GPBP1', ' CERT1']","[' ENSG00000113163', 'ENSG00000062194']",['NCBI']
2196,GPCR,"[' MRGPRX4', ' LPAR3', ' MRGPRX3', ' GPRC6A', ' LGR6', ' OXER1', ' GPR151', ' FZD4', 'GPR166P', ' VN1R17P', ' MRGPRX1']","[' ENSG00000179826', ' ENSG00000133067', ' ENSG00000173250', ' ENSG00000174804', ' ENSG00000162881', ' nan', ' ENSG00000179817', ' ENSG00000170255', ' ENSG00000171517', ' ENSG00000173612', 'ENSG00000220349']",['NCBI']
2197,GPCR1,"['GPR160', ' P2RY13']","[' ENSG00000181631', 'ENSG00000173890']",['NCBI']
2198,GPCR21,"[' GPR12', 'CYSLTR2']","['ENSG00000152207', ' ENSG00000132975']",['NCBI']
2199,GPD,"[' GYPC', 'ACKR1']","['ENSG00000213088', ' ENSG00000136732']",['NCBI']
2200,GPHR,"[' GPR89B', 'GPR89A']","[' ENSG00000188092', 'ENSG00000117262']",['NCBI']
2201,GPIV,"['CD36', ' GP6']","['ENSG00000135218', ' ENSG00000088053']",['NCBI']
2202,GPR136,"[' OPN5', 'OR51E1']","[' ENSG00000124818', 'ENSG00000180785']",['NCBI']
2203,GPR58,"[' TAAR3P', 'TAAR2']","[' ENSG00000290584', 'ENSG00000146378']",['NCBI']
2204,GPR89,"[' GPR89A', 'GPR89B']","['ENSG00000188092', ' ENSG00000117262']",['NCBI']
2205,GPRK7,"['MKNK2', ' GRK7']","['ENSG00000099875', ' ENSG00000114124']","['ENSG', 'NCBI']"
2206,GPXL1,"[' GPX1P1', 'GPX1P2']","[' nan', 'nan']",['NCBI']
2207,GPXL2,"[' GPX1P1', 'GPX1P2']","[' nan', 'nan']",['NCBI']
2208,GR,"[' NR3C1', 'GSR']","[' ENSG00000113580', 'ENSG00000104687']",['NCBI']
2209,GR3,"[' PRLHR', 'SEMA4D']","[' ENSG00000119973', 'ENSG00000187764']",['NCBI']
2210,GRF2,"[' RASGRF2', 'RAPGEF1']","[' ENSG00000113319', 'ENSG00000107263']",['NCBI']
2211,GRINL1A,"[' POLR2M', 'GCOM1']","['ENSG00000137878', ' ENSG00000255529']",['NCBI']
2212,GRIP1,"['NCOA2', ' LGALS12']","['ENSG00000140396', ' ENSG00000133317']",['NCBI']
2213,GRL,"[' HEY2', 'NR3C1']","['ENSG00000113580', ' ENSG00000135547']",['NCBI']
2214,GRO1,"[' CXCL1', 'TRIT1']","[' ENSG00000163739', 'ENSG00000043514']",['NCBI']
2215,GRP,"[' LGALSL', 'UCMA', ' LSM4']","['ENSG00000165623', ' ENSG00000130520', ' ENSG00000119862']",['NCBI']
2216,GRTH,"[' THRB', 'DDX25']","[' ENSG00000151090', 'ENSG00000109832']",['NCBI']
2217,GS,"['APC', ' GLUL']","['ENSG00000134982', ' ENSG00000135821']",['NCBI']
2218,GS1,"['PUDP', ' MYO5A']","['ENSG00000130021', ' ENSG00000197535']",['NCBI']
2219,GS2,"['RAB27A', ' PNPLA4']","[' ENSG00000006757', 'ENSG00000069974']",['NCBI']
2220,GSE,"[' STPG4', 'CTLA4', ' CELIAC2']","[' nan', 'ENSG00000163599', ' ENSG00000239605']",['NCBI']
2221,GSP,"[' GNAS', 'GSM1']","[' ENSG00000087460', 'nan']",['NCBI']
2222,GST,"['GSTK1', ' SLCO6A1']","['ENSG00000197448', ' ENSG00000205359']",['NCBI']
2223,GST1,"['GSPT1', ' GSTM1']","['ENSG00000103342', ' ENSG00000134184']",['NCBI']
2224,GST2,"['GSTA1', ' GSPT2', ' GSTA2', ' CHST2', ' MGST2']","[' ENSG00000244067', ' ENSG00000085871', 'ENSG00000243955', ' ENSG00000175040', ' ENSG00000189369']",['NCBI']
2225,GST3,"['GSTP1', ' CHST4']","[' ENSG00000140835', 'ENSG00000084207']",['NCBI']
2226,GSTAP2,"['GSTA10P', ' GSTA7P']","[' nan', 'ENSG00000230845', ' ENSG00000237674', 'nan']","['ENSG', 'NCBI']"
2227,GT,"[' ITGA2B', 'ITGB3']","[' ENSG00000005961', 'ENSG00000259207']",['NCBI']
2228,GT1,"[' MYL4', ' ITGA2B', 'B4GALT1']","[' ENSG00000005961', ' ENSG00000198336', 'ENSG00000086062']",['NCBI']
2229,GT334,"['TRAPPC10', ' H2AZP1']","[' nan', 'ENSG00000160218']",['NCBI']
2230,GTB,"[' B4GALT1', 'ABO']","[' ENSG00000086062', 'ENSG00000175164']",['NCBI']
2231,GTF2IRD2A,"['GTF2IRD2', ' GTF2IRD2B']","['ENSG00000196275', ' ENSG00000174428']",['NCBI']
2232,GTK,"[' KYAT1', 'FRK']","['ENSG00000111816', ' ENSG00000171097']",['NCBI']
2233,GUCA2,"['GUCA2A', ' GUCA1B']","[' ENSG00000112599', 'ENSG00000197273']",['NCBI']
2234,GUCY2B,"['NPR2', 'NPR3', ' NPR3', ' NPR2']","['ENSG00000159899', ' ENSG00000113389', ' ENSG00000159899', 'ENSG00000113389']","['HGNC', 'NCBI']"
2235,GYPA,"[' GYPB', 'GYPE']","[' ENSG00000250361', 'ENSG00000197465']",['NCBI']
2236,Gal-NAc6S,"[' ST3GAL2', 'ST3GAL1']","['ENSG00000008513', ' ENSG00000157350']",['NCBI']
2237,GalNAc-T5L,"['GALNT17', ' GALNTL5']","[' ENSG00000106648', 'ENSG00000185274']",['NCBI']
2238,Gx,"['SMO', ' RAC2']","['ENSG00000128602', ' ENSG00000128340']",['NCBI']
2239,H-REV107,"['PLAAT3', ' PLAAT1']","['ENSG00000176485', ' ENSG00000127252']",['NCBI']
2240,H1,"['CLIC4', ' H1-5', ' RLN1', ' VPS45']","['ENSG00000169504', ' ENSG00000107018', ' ENSG00000136631', ' ENSG00000184357']",['NCBI']
2241,H1RNA,"[' RNASEH1', 'RPPH1']","[' ENSG00000171865', 'ENSG00000277209']",['NCBI']
2242,H2,"[' FGFR1', 'RLN2']","['ENSG00000107014', ' ENSG00000077782']",['HGNC']
2243,H2-ALPHA,"[' TUBA3D', 'TUBA4A']","[' ENSG00000075886', 'ENSG00000127824']",['NCBI']
2244,H2A,"['H2AC20', ' H2AC18']","['ENSG00000184260', ' ENSG00000288825']",['NCBI']
2245,H2A.1,"[' H2AC8', 'H2AC17', ' H2AC15']","[' ENSG00000277075', ' ENSG00000275221', 'ENSG00000278677']","['ENSG', 'NCBI']"
2246,H2A.2,"[' H2AC8', 'H2AC18']","['ENSG00000288825', ' ENSG00000277075']",['NCBI']
2247,H2A.B.1,"['H2AB3', ' H2AB3', 'H2AB2', ' H2AB2']","[' ENSG00000277858', 'ENSG00000277745', ' ENSG00000277745', 'ENSG00000277858']","['HGNC', 'ENSG', 'NCBI']"
2248,H2A.Bbd,"['H2AB2', ' H2AB1']","[' ENSG00000274183', 'ENSG00000277858']",['NCBI']
2249,H2A/q,"['H2AC20', ' H2AC18']","['ENSG00000184260', ' ENSG00000288825']",['NCBI']
2250,H2AC11,"[' H2AC13', ' H2AC16', 'H2AC17', ' H2AC15']","[' ENSG00000276903', ' ENSG00000275221', ' ENSG00000196747', 'ENSG00000278677']",['NCBI']
2251,H2AC13,"[' H2AC17', ' H2AC11', ' H2AC15', 'H2AC16']","[' ENSG00000196787', ' ENSG00000275221', 'ENSG00000276903', ' ENSG00000278677']",['NCBI']
2252,H2AC15,"[' H2AC17', ' H2AC13', ' H2AC11', 'H2AC16']","[' ENSG00000196787', ' ENSG00000196747', 'ENSG00000276903', ' ENSG00000278677']",['NCBI']
2253,H2AC16,"[' H2AC13', ' H2AC11', 'H2AC17', ' H2AC15']","[' ENSG00000275221', ' ENSG00000196747', 'ENSG00000278677', ' ENSG00000196787']",['NCBI']
2254,H2AC17,"['H2AC15', ' H2AC13', ' H2AC16', ' H2AC11']","[' ENSG00000196747', 'ENSG00000275221', ' ENSG00000276903', ' ENSG00000196787']",['NCBI']
2255,H2B.1,"[' H2BC4', ' H2BC21', 'H2BC3']","['ENSG00000276410', ' ENSG00000180596', ' ENSG00000184678']",['NCBI']
2256,H2B/a,"['H2BC5', ' H2BC8']","['ENSG00000158373', ' ENSG00000273802']",['NCBI']
2257,H2B/g,"['H2BC7', ' H2BC5']","[' ENSG00000158373', 'ENSG00000277224']",['NCBI']
2258,H2B/h,"[' H2BC5', 'H2BC6']","['ENSG00000274290', ' ENSG00000158373']",['NCBI']
2259,H2B/k,"['H2BC10', ' H2BC5']","['ENSG00000278588', ' ENSG00000158373']",['NCBI']
2260,H2B/l,"[' H2BC5', 'H2BC4']","[' ENSG00000158373', 'ENSG00000180596']",['NCBI']
