gene_symbol,ENSG_ID,alias_symbol,source
HCG22,ENSG00000228789,FLJ37114,ENSG
HCG22,ENSG00000290334,FLJ37114,ENSG
HCG22,ENSG00000290375,FLJ37114,ENSG
HCG22,ENSG00000290406,FLJ37114,ENSG
GPRASP2,ENSG00000158301,FLJ37327,ENSG
GPRASP2,ENSG00000158301,FLJ37327,ENSG
PIGW,ENSG00000277161,FLJ37433,ENSG
PIGW,ENSG00000275600,FLJ37433,ENSG
KLHL23,ENSG00000213160,FLJ37812,ENSG
KLHL23,ENSG00000213160,FLJ37812,ENSG
ANKS4B,ENSG00000175311,FLJ38819,ENSG
ANKS4B,ENSG00000284290,FLJ38819,ENSG
MPV17L,ENSG00000275543,FLJ39599,ENSG
MPV17L,ENSG00000156968,FLJ39599,ENSG
C17orf78,ENSG00000278505,FLJ39647,ENSG
C17orf78,ENSG00000278145,FLJ39647,ENSG
CYP4Z2P,ENSG00000154198,FLJ40054,ENSG
CYP4Z2P,ENSG00000290456,FLJ40054,ENSG
LINC01238,ENSG00000280733,FLJ40615,ENSG
LINC01238,ENSG00000281213,FLJ40615,ENSG
LINC01238,ENSG00000261186,FLJ40615,ENSG
LINC01238,ENSG00000237940,FLJ40615,ENSG
FAM99A,ENSG00000205866,FLJ42833,ENSG
FAM99A,ENSG00000281733,FLJ42833,ENSG
FAM99A,ENSG00000281261,FLJ42833,ENSG
UBE2Q2P1,ENSG00000189136,FLJ43276,ENSG
UBE2Q2P1,ENSG00000291027,FLJ43276,ENSG
PRAMEF2,ENSG00000282817,FLJ43580,ENSG
PRAMEF2,ENSG00000120952,FLJ43580,ENSG
DNAH10,ENSG00000197653,FLJ43808,ENSG
DNAH10,ENSG00000281935,FLJ43808,ENSG
MROH5,ENSG00000226807,FLJ43860,ENSG
MROH5,ENSG00000282181,FLJ43860,ENSG
PTCHD3,ENSG00000276595,FLJ44037,ENSG
PTCHD3,ENSG00000182077,FLJ44037,ENSG
DLEU7,ENSG00000186047,FLJ44882,ENSG
DLEU7,ENSG00000186047,FLJ44882,ENSG
LRRC37A2,ENSG00000277221,FLJ45049,ENSG
LRRC37A2,ENSG00000238083,FLJ45049,ENSG
LRRC37A2,ENSG00000274332,FLJ45049,ENSG
ZDBF2,ENSG00000204186,FLJ45338,ENSG
ZDBF2,ENSG00000283649,FLJ45338,ENSG
YWHAE,ENSG00000108953,FLJ45465,ENSG
YWHAE,ENSG00000274474,FLJ45465,ENSG
RINL,ENSG00000187994,FLJ45909,ENSG
RINL,ENSG00000282895,FLJ45909,ENSG
FAM83H,ENSG00000180921,FLJ46072,ENSG
FAM83H,ENSG00000273889,FLJ46072,ENSG
HERC2P9,ENSG00000282417,FLJ59185,ENSG
HERC2P9,ENSG00000290513,FLJ59185,ENSG
HERC2P9,ENSG00000206149,FLJ59185,ENSG
HERC2P9,ENSG00000291082,FLJ59185,ENSG
MDP1,ENSG00000213920,FN6Pase,ENSG
MDP1,ENSG00000285200,FN6Pase,ENSG
FOLH1B,ENSG00000290503,FOLH2,ENSG
FOLH1B,ENSG00000134612,FOLH2,ENSG
RBFOX2,ENSG00000100320,FOX-2,ENSG
RBFOX2,ENSG00000277564,FOX-2,ENSG
PTGFR,ENSG00000122420,FP,ENSG
SDHA,ENSG00000073578,FP,ENSG
FNTB,ENSG00000257365,FPTB,ENSG
FNTB,ENSG00000257365,FPTB,ENSG
FRG1,ENSG00000283153,FRG1A,ENSG
FRG1,ENSG00000275145,FRG1A,ENSG
FRG1,ENSG00000109536,FRG1A,ENSG
FRG1,ENSG00000283630,FRG1A,ENSG
FRG2,ENSG00000274972,FRG2A,ENSG
FRG2,ENSG00000285202,FRG2A,ENSG
FRG2,ENSG00000205097,FRG2A,ENSG
FRG2,ENSG00000285063,FRG2A,ENSG
FSTL1,ENSG00000163430,FRP,ENSG
SFRP1,ENSG00000104332,FRP,ENSG
ACTN4,ENSG00000130402,FSGS1,ENSG
ACTN4,ENSG00000282844,FSGS1,ENSG
MAP3K14,ENSG00000006062,FTDCR1B,ENSG
MAP3K14,ENSG00000282637,FTDCR1B,ENSG
FTH1P2,ENSG00000285319,FTHL2,ENSG
FTH1P2,ENSG00000234975,FTHL2,ENSG
GFUS,ENSG00000278243,FX,ENSG
GFUS,ENSG00000104522,FX,ENSG
ATP8B5P,ENSG00000290567,FetA,ENSG
ATP8B5P,ENSG00000179766,FetA,ENSG
CCL3,ENSG00000278567,G0S19-1,ENSG
CCL3,ENSG00000277632,G0S19-1,ENSG
CCL3,ENSG00000274221,G0S19-1,ENSG
RNF5,ENSG00000228405,G16,ENSG
RNF5,ENSG00000183574,G16,ENSG
RNF5,ENSG00000223767,G16,ENSG
RNF5,ENSG00000227277,G16,ENSG
RNF5,ENSG00000204308,G16,ENSG
RNF5,ENSG00000228907,G16,ENSG
RNF5,ENSG00000225452,G16,ENSG
PBX2,ENSG00000225987,G17,ENSG
PBX2,ENSG00000237344,G17,ENSG
PBX2,ENSG00000236353,G17,ENSG
PBX2,ENSG00000224952,G17,ENSG
SLC38A3,ENSG00000188338,G17,ENSG
PBX2,ENSG00000206315,G17,ENSG
PBX2,ENSG00000232005,G17,ENSG
PBX2,ENSG00000204304,G17,ENSG
SNTG2,ENSG00000281486,G2SYN,ENSG
SNTG2,ENSG00000281020,G2SYN,ENSG
SNTG2,ENSG00000172554,G2SYN,ENSG
DDAH2,ENSG00000206395,G6A,ENSG
DDAH2,ENSG00000227317,G6A,ENSG
DDAH2,ENSG00000225635,G6A,ENSG
DDAH2,ENSG00000226634,G6A,ENSG
DDAH2,ENSG00000213722,G6A,ENSG
DDAH2,ENSG00000228128,G6A,ENSG
DDAH2,ENSG00000233076,G6A,ENSG
LY6G6F-LY6G6D,ENSG00000258635,G6F-LY6G6D,ENSG
LY6G6F-LY6G6D,ENSG00000259101,G6F-LY6G6D,ENSG
LY6G6F-LY6G6D,ENSG00000250641,G6F-LY6G6D,ENSG
LY6G6F-LY6G6D,ENSG00000258880,G6F-LY6G6D,ENSG
SLC37A4,ENSG00000137700,G6PT,ENSG
SLC37A4,ENSG00000281500,G6PT,ENSG
MSH5,ENSG00000204410,G7,ENSG
MSH5,ENSG00000237333,G7,ENSG
MSH5,ENSG00000235222,G7,ENSG
MSH5,ENSG00000230293,G7,ENSG
MSH5,ENSG00000227314,G7,ENSG
MSH5,ENSG00000230961,G7,ENSG
MSH5,ENSG00000235569,G7,ENSG
MSH5,ENSG00000233345,G7,ENSG
LGALS4,ENSG00000171747,GAL4,ENSG
LGALS4,ENSG00000282992,GAL4,ENSG
LGALS7,ENSG00000205076,GAL7,ENSG
LGALS7B,ENSG00000178934,GAL7,ENSG
LGALS7B,ENSG00000282902,GAL7,ENSG
LGALS7,ENSG00000283082,GAL7,ENSG
LGALS7B,ENSG00000178934,GAL7,ENSG
LGALS7,ENSG00000205076,GAL7,ENSG
LGALS7B,ENSG00000282902,GAL7,ENSG
LGALS7,ENSG00000283082,GAL7,ENSG
GALNT9,ENSG00000288490,GALNAC-T9,ENSG
GALNT9,ENSG00000182870,GALNAC-T9,ENSG
RASA3,ENSG00000185989,GAP1IP4BP,ENSG
RASA3,ENSG00000280477,GAP1IP4BP,ENSG
GART,ENSG00000262473,GARS-AIRS-GART,ENSG
GART,ENSG00000159131,GARS-AIRS-GART,ENSG
GBA1,ENSG00000177628,GBA,ENSG
GBA1,ENSG00000262446,GBA,ENSG
HADHA,ENSG00000084754,GBP,ENSG
LGALS1,ENSG00000100097,GBP,ENSG
SOD2,ENSG00000291237,GC1,ENSG
OLFM4,ENSG00000102837,GC1,ENSG
GCSAM,ENSG00000284925,GCET2,ENSG
GCSAM,ENSG00000174500,GCET2,ENSG
GMCL2,ENSG00000244234,GCL,ENSG
GCA,ENSG00000115271,GCL,ENSG
KAT2B,ENSG00000114166,GCN5,ENSG
KAT2A,ENSG00000108773,GCN5,ENSG
TUBGCP2,ENSG00000130640,GCP2,ENSG
GOLGA4,ENSG00000144674,GCP2,ENSG
TUBGCP3,ENSG00000126216,GCP3,ENSG
TUBGCP3,ENSG00000282003,GCP3,ENSG
TUBGCP5,ENSG00000276856,GCP5,ENSG
TUBGCP5,ENSG00000280807,GCP5,ENSG
TUBGCP5,ENSG00000275835,GCP5,ENSG
NAALAD2,ENSG00000285516,GCPIII,ENSG
NAALAD2,ENSG00000077616,GCPIII,ENSG
GCLC,ENSG00000001084,GCS,ENSG
UGCG,ENSG00000148154,GCS,ENSG
ANO5,ENSG00000171714,GDD1,ENSG
ANO5,ENSG00000171714,GDD1,ENSG
CRYL1,ENSG00000165475,GDH,ENSG
H6PD,ENSG00000049239,GDH,ENSG
GLUD1,ENSG00000148672,GDH,ENSG
ARHGEF5,ENSG00000050327,GEF5,ENSG
ARHGEF5,ENSG00000284933,GEF5,ENSG
GCGR,ENSG00000215644,GGR,ENSG
GCGR,ENSG00000288269,GGR,ENSG
MIF,ENSG00000240972,GIF,ENSG
MT3,ENSG00000087250,GIF,ENSG
CBLIF,ENSG00000134812,GIF,ENSG
MIF,ENSG00000276701,GIF,ENSG
SLX1A,ENSG00000132207,GIYD1,ENSG
SLX1A,ENSG00000132207,GIYD1,ENSG
SLX1A,ENSG00000132207,GIYD1,ENSG
SLX1B,ENSG00000181625,GIYD2,ENSG
SLX1B,ENSG00000181625,GIYD2,ENSG
DCAF11,ENSG00000284796,GL014,ENSG
DCAF11,ENSG00000100897,GL014,ENSG
GOLGA6A,ENSG00000159289,GLP,ENSG
GOLGA6A,ENSG00000159289,GLP,ENSG
GLUD2,ENSG00000182890,GLUDP1,ENSG
GLUD2,ENSG00000288118,GLUDP1,ENSG
SLC2A11,ENSG00000275744,GLUT11,ENSG
SLC2A11,ENSG00000133460,GLUT11,ENSG
SLC2A4,ENSG00000181856,GLUT4,ENSG
SLC2A4,ENSG00000288174,GLUT4,ENSG
SLC2A6,ENSG00000160326,GLUT6,ENSG
SLC2A6,ENSG00000281165,GLUT6,ENSG
GNG5P1,ENSG00000213536,GNG5P,ENSG
GNG5P1,ENSG00000280557,GNG5P,ENSG
UGT1A6,ENSG00000167165,GNT1,ENSG
UGT1A1,ENSG00000241635,GNT1,ENSG
GOLGA2P2Y,ENSG00000239533,GOLGA2LY1,ENSG
GOLGA2P2Y,ENSG00000291016,GOLGA2LY1,ENSG
GOLGA2P2Y,ENSG00000291016,GOLGA2LY1,ENSG
GOLGA6L10,ENSG00000274166,GOLGA6L18,ENSG
GOLGA6L10,ENSG00000274166,GOLGA6L18,ENSG
GOLGA6L10,ENSG00000274166,GOLGA6L18,ENSG
GOLGA6L10,ENSG00000278662,GOLGA6L18,ENSG
GOLGA6L10,ENSG00000278662,GOLGA6L18,ENSG
GOLGA6L10,ENSG00000274042,GOLGA6L18,ENSG
GOLGA6L10,ENSG00000278662,GOLGA6L18,ENSG
GOLGA6L9,ENSG00000197978,GOLGA6L20,ENSG
GOLGA6L9,ENSG00000274320,GOLGA6L20,ENSG
GOLGA6L17P,ENSG00000282209,GOLGA6L21P,ENSG
GOLGA6L17P,ENSG00000277741,GOLGA6L21P,ENSG
GOLGA6L24,ENSG00000282475,GOLGA6L24P,ENSG
GOLGA6L24,ENSG00000282475,GOLGA6L24P,ENSG
GOLGA6L24,ENSG00000237850,GOLGA6L24P,ENSG
GOLGA6L24,ENSG00000237850,GOLGA6L24P,ENSG
GOLGA6L25,ENSG00000227717,GOLGA6L25P,ENSG
GOLGA6L25,ENSG00000276485,GOLGA6L25P,ENSG
GOLGA6L25,ENSG00000282444,GOLGA6L25P,ENSG
GOLGA8DP,ENSG00000278508,GOLGA8D,ENSG
GOLGA8DP,ENSG00000175676,GOLGA8D,ENSG
GOLGA8DP,ENSG00000290359,GOLGA8D,ENSG
GOLGA8DP,ENSG00000288344,GOLGA8D,ENSG
GOLGA8DP,ENSG00000278070,GOLGA8D,ENSG
GOLGA8EP,ENSG00000278429,GOLGA8E,ENSG
GOLGA8EP,ENSG00000185182,GOLGA8E,ENSG
COG5,ENSG00000164597,GOLTC1,ENSG
COG5,ENSG00000284369,GOLTC1,ENSG
GAL3ST2,ENSG00000276126,GP3ST,ENSG
GAL3ST2,ENSG00000154252,GP3ST,ENSG
RXFP3,ENSG00000182631,GPCR135,ENSG
RXFP3,ENSG00000277069,GPCR135,ENSG
CMKLR2,ENSG00000283448,GPR1,ENSG
CMKLR2,ENSG00000183671,GPR1,ENSG
CMKLR2-AS,ENSG00000283643,GPR1-AS,ENSG
CMKLR2-AS,ENSG00000279220,GPR1-AS,ENSG
OR6V1,ENSG00000277378,GPR138,ENSG
OR6V1,ENSG00000225781,GPR138,ENSG
TAAR3P,ENSG00000179073,GPR57,ENSG
TAAR3P,ENSG00000290584,GPR57,ENSG
NPBWR2,ENSG00000277339,GPR8,ENSG
NPBWR2,ENSG00000125522,GPR8,ENSG
GABBR1,ENSG00000232569,GPRC3A,ENSG
GABBR1,ENSG00000206511,GPRC3A,ENSG
GABBR1,ENSG00000204681,GPRC3A,ENSG
GABBR1,ENSG00000232632,GPRC3A,ENSG
GABBR1,ENSG00000206466,GPRC3A,ENSG
GABBR1,ENSG00000237112,GPRC3A,ENSG
GABBR1,ENSG00000237051,GPRC3A,ENSG
GRK1,ENSG00000288263,GPRK1,ENSG
GRK1,ENSG00000281988,GPRK1,ENSG
GRK1,ENSG00000185974,GPRK1,ENSG
MKNK2,ENSG00000099875,GPRK7,ENSG
GRK7,ENSG00000114124,GPRK7,ENSG
GP6,ENSG00000278316,GPVI,ENSG
GP6,ENSG00000278670,GPVI,ENSG
GP6,ENSG00000088053,GPVI,ENSG
GP6,ENSG00000276065,GPVI,ENSG
GP6,ENSG00000275633,GPVI,ENSG
GP6,ENSG00000275931,GPVI,ENSG
GP6,ENSG00000277439,GPVI,ENSG
GP6,ENSG00000274566,GPVI,ENSG
GP6,ENSG00000276211,GPVI,ENSG
GP6,ENSG00000274050,GPVI,ENSG
GPX6,ENSG00000281185,GPXP3,ENSG
GPX6,ENSG00000198704,GPXP3,ENSG
TBC1D9B,ENSG00000284400,GRAMD9B,ENSG
TBC1D9B,ENSG00000197226,GRAMD9B,ENSG
SPSB2,ENSG00000111671,GRCC9,ENSG
SPSB2,ENSG00000111671,GRCC9,ENSG
ABCC1,ENSG00000278183,GS-X,ENSG
ABCC1,ENSG00000103222,GS-X,ENSG
GSTA10P,ENSG00000230845,GSTAP2,ENSG
GSTA7P,ENSG00000237674,GSTAP2,ENSG
GSTT2B,ENSG00000133433,GSTT2P,ENSG
GSTT2B,ENSG00000278695,GSTT2P,ENSG
GSTT4,ENSG00000281748,GSTTP1,ENSG
GSTT4,ENSG00000276950,GSTTP1,ENSG
FAM157A,ENSG00000236438,GTF2IP18,ENSG
FAM157A,ENSG00000276938,GTF2IP18,ENSG
PLA2G10,ENSG00000276870,GXPLA2,ENSG
PLA2G10,ENSG00000069764,GXPLA2,ENSG
ARHGEF10,ENSG00000274726,Gef10,ENSG
ARHGEF10,ENSG00000104728,Gef10,ENSG
MGAT4B,ENSG00000284501,GnT-Ivb,ENSG
MGAT4B,ENSG00000161013,GnT-Ivb,ENSG
HYOU1,ENSG00000280682,Grp170,ENSG
HYOU1,ENSG00000149428,Grp170,ENSG
RXRB,ENSG00000235712,H-2RIIBP,ENSG
RXRB,ENSG00000231321,H-2RIIBP,ENSG
RXRB,ENSG00000206289,H-2RIIBP,ENSG
RXRB,ENSG00000204231,H-2RIIBP,ENSG
RXRB,ENSG00000227322,H-2RIIBP,ENSG
RXRB,ENSG00000228333,H-2RIIBP,ENSG
ZNF117,ENSG00000152926,H-plk,ENSG
ZNF117,ENSG00000152926,H-plk,ENSG
PFDN6,ENSG00000235692,H2-KE2,ENSG
PFDN6,ENSG00000224782,H2-KE2,ENSG
PFDN6,ENSG00000204220,H2-KE2,ENSG
PFDN6,ENSG00000206283,H2-KE2,ENSG
PFDN6,ENSG00000237335,H2-KE2,ENSG
H2AC8,ENSG00000277075,H2A.1,ENSG
H2AC17,ENSG00000278677,H2A.1,ENSG
H2AB3,ENSG00000277745,H2A.B.1,ENSG
H2AB2,ENSG00000277858,H2A.B.1,ENSG
H2AZP4,ENSG00000288378,H2AFZP4,ENSG
H2AZP4,ENSG00000255329,H2AFZP4,ENSG
H2AC25,ENSG00000181218,H2AW,ENSG
H2AC25,ENSG00000284841,H2AW,ENSG
H2BC12L,ENSG00000234289,H2BFS,ENSG
H2BC12L,ENSG00000234289,H2BFS,ENSG
H2BC12L,ENSG00000234289,H2BFS,ENSG
H2BC26,ENSG00000196890,H2BU1,ENSG
H2BC26,ENSG00000285449,H2BU1,ENSG
H2BC27P,ENSG00000181201,H2BU2P,ENSG
H2BC27P,ENSG00000285234,H2BU2P,ENSG
RLN3,ENSG00000171136,H3,ENSG
RLN3,ENSG00000288474,H3,ENSG
H3C14,ENSG00000203811,H3,ENSG
H3C3,ENSG00000287080,H3.1,ENSG
H3C6,ENSG00000274750,H3.1,ENSG
H3-4,ENSG00000168148,H3.4,ENSG
H3-4,ENSG00000285435,H3.4,ENSG
H4C6,ENSG00000274618,H4,ENSG
H4C6,ENSG00000274618,H4,ENSG
H4C16,ENSG00000197837,H4-16,ENSG
H4C16,ENSG00000197837,H4-16,ENSG
H4C13,ENSG00000275126,H4.k,ENSG
H4C13,ENSG00000275126,H4.k,ENSG
H4C2,ENSG00000278705,H4/I,ENSG
H4C2,ENSG00000278705,H4/I,ENSG
H4C4,ENSG00000277157,H4/b,ENSG
H4C4,ENSG00000277157,H4/b,ENSG
H4C11,ENSG00000197238,H4/e,ENSG
H4C11,ENSG00000197238,H4/e,ENSG
H4C8,ENSG00000158406,H4/h,ENSG
H4C8,ENSG00000158406,H4/h,ENSG
H4C5,ENSG00000276966,H4/j,ENSG
H4C5,ENSG00000276966,H4/j,ENSG
H4C9,ENSG00000276180,H4/m,ENSG
H4C9,ENSG00000276180,H4/m,ENSG
H4C14,ENSG00000270882,H4/n,ENSG
H4C14,ENSG00000270882,H4/n,ENSG
H4C1,ENSG00000278637,H4FA,ENSG
H4C1,ENSG00000278637,H4FA,ENSG
HMX1,ENSG00000288204,H6,ENSG
HMX1,ENSG00000215612,H6,ENSG
HMHB1,ENSG00000158497,HB-1,ENSG
PEG10,ENSG00000242265,HB-1,ENSG
KRTAP1-1,ENSG00000262808,HB2A,ENSG
KRTAP1-1,ENSG00000188581,HB2A,ENSG
SLBP,ENSG00000163950,HBP,ENSG
HDLBP,ENSG00000115677,HBP,ENSG
HEBP1,ENSG00000013583,HBP,ENSG
PSMB3,ENSG00000275903,HC10-II,ENSG
PSMB3,ENSG00000277791,HC10-II,ENSG
CYCSP38,ENSG00000259513,HC2,ENSG
PSMA1,ENSG00000129084,HC2,ENSG
CYCSP24,ENSG00000227666,HC3,ENSG
PSMA2,ENSG00000106588,HC3,ENSG
CYCSP1,ENSG00000271423,HC5,ENSG
PSMB1,ENSG00000281184,HC5,ENSG
PSMB1,ENSG00000008018,HC5,ENSG
CYCSP35,ENSG00000233549,HC8,ENSG
PSMA3,ENSG00000100567,HC8,ENSG
NSMCE3,ENSG00000185115,HCA4,ENSG
NSMCE3,ENSG00000282130,HCA4,ENSG
CCL15,ENSG00000275718,HCC-2,ENSG
CCL15,ENSG00000275528,HCC-2,ENSG
YY1AP1,ENSG00000163374,HCCA2,ENSG
MOB2,ENSG00000182208,HCCA2,ENSG
HEIH,ENSG00000278970,HCCAT2,ENSG
HEIH,ENSG00000278970,HCCAT2,ENSG
HCG4,ENSG00000228706,HCG4P10,ENSG
HCG4,ENSG00000176998,HCG4P10,ENSG
HCG4,ENSG00000236225,HCG4P10,ENSG
HCG4,ENSG00000235317,HCG4P10,ENSG
HCG4,ENSG00000225346,HCG4P10,ENSG
HCG4,ENSG00000237905,HCG4P10,ENSG
HCG4,ENSG00000224564,HCG4P10,ENSG
HCG4,ENSG00000226379,HCG4P10,ENSG
HCG4P8,ENSG00000230504,HCGIV-08,ENSG
HCG4P8,ENSG00000232122,HCGIV-08,ENSG
HCG4P8,ENSG00000277480,HCGIV-08,ENSG
HCG4P8,ENSG00000225023,HCGIV-08,ENSG
HCG4P8,ENSG00000229142,HCGIV-08,ENSG
HCG4P8,ENSG00000231430,HCGIV-08,ENSG
HCG4P8,ENSG00000224801,HCGIV-08,ENSG
HCG4P8,ENSG00000234681,HCGIV-08,ENSG
HCG9,ENSG00000227647,HCGIX,ENSG
HCG9,ENSG00000236579,HCGIX,ENSG
HCG9,ENSG00000234313,HCGIX,ENSG
HCG9,ENSG00000234599,HCGIX,ENSG
HCG9,ENSG00000237812,HCGIX,ENSG
HCG9,ENSG00000206504,HCGIX,ENSG
HCG9,ENSG00000204625,HCGIX,ENSG
ETF1P1,ENSG00000228765,HCGVII,ENSG
ETF1P1,ENSG00000235764,HCGVII,ENSG
ETF1P1,ENSG00000235372,HCGVII,ENSG
ETF1P1,ENSG00000232757,HCGVII,ENSG
ETF1P1,ENSG00000223996,HCGVII,ENSG
ETF1P1,ENSG00000224108,HCGVII,ENSG
ETF1P1,ENSG00000232516,HCGVII,ENSG
ETF1P1,ENSG00000232141,HCGVII,ENSG
PEBP1,ENSG00000089220,HCNP,ENSG
XAB2,ENSG00000076924,HCNP,ENSG
PDE7A,ENSG00000205268,HCP1,ENSG
SLC46A1,ENSG00000076351,HCP1,ENSG
CYCSP51,ENSG00000229357,HCP1,ENSG
EPHB6,ENSG00000275482,HEP,ENSG
EPHB6,ENSG00000106123,HEP,ENSG
TRIM10,ENSG00000204613,HERF1,ENSG
TRIM10,ENSG00000235025,HERF1,ENSG
TRIM10,ENSG00000227472,HERF1,ENSG
TRIM10,ENSG00000229346,HERF1,ENSG
TRIM10,ENSG00000229381,HERF1,ENSG
TRIM10,ENSG00000237192,HERF1,ENSG
TRIM10,ENSG00000237703,HERF1,ENSG
TRIM10,ENSG00000137394,HERF1,ENSG
ZNF35,ENSG00000169981,HF.10,ENSG
ZNF35,ENSG00000281306,HF.10,ENSG
LLGL2,ENSG00000073350,HGL,ENSG
LIPF,ENSG00000182333,HGL,ENSG
MGAT4C,ENSG00000285137,HGNT-IV-H,ENSG
MGAT4C,ENSG00000182050,HGNT-IV-H,ENSG
MGAT4C,ENSG00000283530,HGNT-IV-H,ENSG
MFSD14CP,ENSG00000196312,HIATL2,ENSG
MFSD14CP,ENSG00000290770,HIATL2,ENSG
RPL29,ENSG00000162244,HIP,ENSG
REG3A,ENSG00000172016,HIP,ENSG
CBS,ENSG00000160200,HIP4,ENSG
CBS,ENSG00000160200,HIP4,ENSG
HTN1,ENSG00000126550,HIS1,ENSG
HTN1,ENSG00000283046,HIS1,ENSG
HTN3,ENSG00000205649,HIS2,ENSG
HTN3,ENSG00000282967,HIS2,ENSG
H2BP1,ENSG00000291123,HIST2H2BA,ENSG
H2BP1,ENSG00000223345,HIST2H2BA,ENSG
HOOK1,ENSG00000134709,HK1,ENSG
KCNA4,ENSG00000182255,HK1,ENSG
HOOK2,ENSG00000095066,HK2,ENSG
KIF2A,ENSG00000068796,HK2,ENSG
KCNA5,ENSG00000130037,HK2,ENSG
KCNA2,ENSG00000177301,HK4,ENSG
GCK,ENSG00000106633,HK4,ENSG
RGL2,ENSG00000206282,HKE1.5,ENSG
RGL2,ENSG00000224841,HKE1.5,ENSG
RGL2,ENSG00000228736,HKE1.5,ENSG
RGL2,ENSG00000237441,HKE1.5,ENSG
RGL2,ENSG00000237825,HKE1.5,ENSG
KIF15,ENSG00000163808,HKLP2,ENSG
KIF15,ENSG00000280610,HKLP2,ENSG
HMGCL,ENSG00000117305,HL,ENSG
LIPC,ENSG00000166035,HL,ENSG
HLA-T,ENSG00000229293,HLA-16,ENSG
HLA-T,ENSG00000231130,HLA-16,ENSG
HLA-T,ENSG00000229552,HLA-16,ENSG
HLA-T,ENSG00000237098,HLA-16,ENSG
HLA-T,ENSG00000227027,HLA-16,ENSG
HLA-T,ENSG00000224693,HLA-16,ENSG
HLA-T,ENSG00000232988,HLA-16,ENSG
HLA-T,ENSG00000226727,HLA-16,ENSG
HLA-S,ENSG00000228179,HLA-17,ENSG
HLA-S,ENSG00000225851,HLA-17,ENSG
HLA-S,ENSG00000237559,HLA-17,ENSG
HLA-S,ENSG00000226027,HLA-17,ENSG
HLA-S,ENSG00000225145,HLA-17,ENSG
HLA-N,ENSG00000224372,HLA-30,ENSG
HLA-N,ENSG00000234095,HLA-30,ENSG
HLA-N,ENSG00000227334,HLA-30,ENSG
HLA-N,ENSG00000236688,HLA-30,ENSG
HLA-N,ENSG00000232232,HLA-30,ENSG
HLA-N,ENSG00000234799,HLA-30,ENSG
HLA-N,ENSG00000230509,HLA-30,ENSG
HLA-K,ENSG00000229959,HLA-70,ENSG
HLA-K,ENSG00000232331,HLA-70,ENSG
HLA-K,ENSG00000232708,HLA-70,ENSG
HLA-K,ENSG00000232816,HLA-70,ENSG
HLA-K,ENSG00000233964,HLA-70,ENSG
HLA-K,ENSG00000230795,HLA-70,ENSG
HLA-K,ENSG00000224526,HLA-70,ENSG
HLA-W,ENSG00000234849,HLA-80,ENSG
HLA-W,ENSG00000235144,HLA-80,ENSG
HLA-W,ENSG00000235290,HLA-80,ENSG
HLA-W,ENSG00000232011,HLA-80,ENSG
HLA-W,ENSG00000230915,HLA-80,ENSG
HLA-W,ENSG00000236746,HLA-80,ENSG
HLA-W,ENSG00000228029,HLA-80,ENSG
HLA-W,ENSG00000234786,HLA-80,ENSG
HLA-L,ENSG00000290365,HLA-92,ENSG
HLA-L,ENSG00000243492,HLA-92,ENSG
HLA-L,ENSG00000290331,HLA-92,ENSG
HLA-L,ENSG00000290349,HLA-92,ENSG
HLA-L,ENSG00000239618,HLA-92,ENSG
HLA-L,ENSG00000243753,HLA-92,ENSG
HLA-L,ENSG00000290339,HLA-92,ENSG
HLA-L,ENSG00000290364,HLA-92,ENSG
HLA-L,ENSG00000241166,HLA-92,ENSG
HLA-L,ENSG00000244721,HLA-92,ENSG
HLA-L,ENSG00000242227,HLA-92,ENSG
HLA-L,ENSG00000291097,HLA-92,ENSG
HLA-DOA,ENSG00000232962,HLA-D0-alpha,ENSG
HLA-DOA,ENSG00000232957,HLA-D0-alpha,ENSG
HLA-DOA,ENSG00000206292,HLA-D0-alpha,ENSG
HLA-DOA,ENSG00000204252,HLA-D0-alpha,ENSG
HLA-DOA,ENSG00000230141,HLA-D0-alpha,ENSG
HLA-DOA,ENSG00000235744,HLA-D0-alpha,ENSG
HLA-DOA,ENSG00000231558,HLA-D0-alpha,ENSG
HLA-DPA1,ENSG00000236177,HLA-DP1A,ENSG
HLA-DPA1,ENSG00000235844,HLA-DP1A,ENSG
HLA-DPA1,ENSG00000228163,HLA-DP1A,ENSG
HLA-DPA1,ENSG00000231389,HLA-DP1A,ENSG
HLA-DPA1,ENSG00000168384,HLA-DP1A,ENSG
HLA-DPA1,ENSG00000229685,HLA-DP1A,ENSG
HLA-DPA1,ENSG00000224103,HLA-DP1A,ENSG
HLA-DPA1,ENSG00000206291,HLA-DP1A,ENSG
HLA-DPB1,ENSG00000230763,HLA-DP1B,ENSG
HLA-DPB1,ENSG00000230708,HLA-DP1B,ENSG
HLA-DPB1,ENSG00000237710,HLA-DP1B,ENSG
HLA-DPB1,ENSG00000226826,HLA-DP1B,ENSG
HLA-DPB1,ENSG00000229295,HLA-DP1B,ENSG
HLA-DPB1,ENSG00000236693,HLA-DP1B,ENSG
HLA-DPB1,ENSG00000215048,HLA-DP1B,ENSG
HLA-DPB1,ENSG00000223865,HLA-DP1B,ENSG
HLA-DPA2,ENSG00000227286,HLA-DP2A,ENSG
HLA-DPA2,ENSG00000231461,HLA-DP2A,ENSG
HLA-DPA2,ENSG00000223990,HLA-DP2A,ENSG
HLA-DPA2,ENSG00000235528,HLA-DP2A,ENSG
