gene_symbol,ENSG_ID,alias_symbol,source
H3P44,ENSG00000226881,p55,HGNC
PIK3R3,ENSG00000117461,p55,HGNC
FSCN1,ENSG00000075618,p55,HGNC
PSMD12,ENSG00000197170,p55,HGNC
PSMC1,ENSG00000100764,p56,HGNC
CCDC91,ENSG00000123106,p56,HGNC
H3P45,ENSG00000227211,p56,HGNC
CORO1A,ENSG00000102879,p57,HGNC
H3P47,ENSG00000179101,p57,HGNC
H3P20,ENSG00000250351,p58,HGNC
KIR2DL3,ENSG00000243772,p58,HGNC
S100A12,ENSG00000163221,p6,HGNC
EXOSC9,ENSG00000123737,p6,HGNC
SQSTM1,ENSG00000161011,p60,HGNC
H3P7,ENSG00000237178,p60,HGNC
KHDRBS1,ENSG00000121774,p62,HGNC
IGF2BP2,ENSG00000073792,p62,HGNC
NUP62,ENSG00000213024,p62,HGNC
SQSTM1,ENSG00000161011,p62,HGNC
METAP2,ENSG00000111142,p67,HGNC
CD33,ENSG00000105383,p67,HGNC
TNFRSF1B,ENSG00000028137,p75,HGNC
TCF3,ENSG00000071564,p75,HGNC
PSIP1,ENSG00000164985,p75,HGNC
CMC4,ENSG00000182712,p8,HGNC
NUPR1,ENSG00000176046,p8,HGNC
EXOSC7,ENSG00000075914,p8,HGNC
PPP1R13B,ENSG00000088808,p85,HGNC
PIK3R2,ENSG00000105647,p85,HGNC
PIK3R1,ENSG00000145675,p85,HGNC
PPP1R12C,ENSG00000125503,p85,HGNC
GEMIN4,ENSG00000179409,p97,HGNC
VCP,ENSG00000165280,p97,HGNC
EIF4G2,ENSG00000110321,p97,HGNC
CFDP1,ENSG00000153774,p97,HGNC
H2AC11,ENSG00000196787,pH2A/f,HGNC
H2AC5P,ENSG00000234816,pH2A/f,HGNC
TEX28P1,ENSG00000274962,pTEX,HGNC
TEX28P2,ENSG00000277008,pTEX,HGNC
PPP4R3A,ENSG00000100796,smk1,HGNC
PPP4R3C,ENSG00000224960,smk1,HGNC
SPATA2L,ENSG00000158792,tamo,HGNC
SPATA2,ENSG00000158480,tamo,HGNC
PTEN,ENSG00000171862,10q23del,NCBI Info
BMPR1A,ENSG00000107779,10q23del,NCBI Info
ALOX12,ENSG00000108839,12-LOX,NCBI Info
ALOX15,ENSG00000161905,12-LOX,NCBI Info
SLC25A5,ENSG00000005022,2F1,NCBI Info
KLRG1,ENSG00000139187,2F1,NCBI Info
AKR1C4,ENSG00000198610,3-alpha-HSD,NCBI Info
DHRS9,ENSG00000073737,3-alpha-HSD,NCBI Info
SGCD,ENSG00000170624,35DAG,NCBI Info
SGCG,ENSG00000102683,35DAG,NCBI Info
CCL3L3,ENSG00000276085,464.2,NCBI Info
CCL3L1,NAN,464.2,NCBI Info
S100A9,ENSG00000163220,60B8AG,NCBI Info
S100A8,ENSG00000143546,60B8AG,NCBI Info
SMG1,ENSG00000157106,61E3.4,NCBI Info
NPIPB4,ENSG00000185864,61E3.4,NCBI Info
GNAI3,ENSG00000065135,87U6,NCBI Info
RNU6V,NAN,87U6,NCBI Info
SRSF7,ENSG00000115875,9G8,NCBI Info
SLU7,ENSG00000164609,9G8,NCBI Info
RFC4,ENSG00000163918,A1,NCBI Info
RFC1,ENSG00000035928,A1,NCBI Info
IGKV2D-30,ENSG00000239571,A1,NCBI Info
TSPAN7,ENSG00000156298,A15,NCBI Info
IGKV1-32,NAN,A15,NCBI Info
SNTB1,ENSG00000172164,A1B,NCBI Info
A1BG,ENSG00000121410,A1B,NCBI Info
GPHA2,ENSG00000149735,A2,NCBI Info
ATP6V0A2,ENSG00000185344,A2,NCBI Info
IGKV1-27,ENSG00000244575,A20,NCBI Info
TNFAIP3,ENSG00000118503,A20,NCBI Info
LOC100288966,ENSG00000277630,A26B3,NCBI Info
POTED,ENSG00000166351,A26B3,NCBI Info
APOBEC3A,ENSG00000128383,A3A,NCBI Info
APOBEC3A_B,NAN,A3A,NCBI Info
ABO,ENSG00000175164,A3GALNT,NCBI Info
GBGT1,ENSG00000148288,A3GALNT,NCBI Info
IGKV1D-27,NAN,A4,NCBI Info
SGCG,ENSG00000102683,A4,NCBI Info
PLP2,ENSG00000102007,A4,NCBI Info
ATP6V0A4,ENSG00000105929,A4,NCBI Info
IGKV3D-25,NAN,A6,NCBI Info
TWF1,ENSG00000151239,A6,NCBI Info
SEMA4D,ENSG00000187764,A8,NCBI Info
IGKV2D-23,NAN,A8,NCBI Info
AAA1,NAN,AAA,NCBI Info
APP,ENSG00000142192,AAA,NCBI Info
AAAS,ENSG00000094914,AAA,NCBI Info
SLC1A7,ENSG00000162383,AAAT,NCBI Info
SLC1A5,ENSG00000105281,AAAT,NCBI Info
NAT1,ENSG00000171428,AAC1,NCBI Info
SLC25A4,ENSG00000151729,AAC1,NCBI Info
NAT2,ENSG00000156006,AAC2,NCBI Info
SLC25A5,ENSG00000005022,AAC2,NCBI Info
GPT,ENSG00000167701,AAT1,NCBI Info
CFAP91,ENSG00000183833,AAT1,NCBI Info
KIAA0319,ENSG00000137261,AAVR,NCBI Info
KIAA0319L,ENSG00000142687,AAVR,NCBI Info
NBPF15,ENSG00000266338,AB14,NCBI Info
NBPF1,ENSG00000219481,AB14,NCBI Info
HEATR6,ENSG00000068097,ABC1,NCBI Info
ABCA1,ENSG00000165029,ABC1,NCBI Info
ALKBH4,ENSG00000160993,ABH4,NCBI Info
ABHD4,ENSG00000100439,ABH4,NCBI Info
ABL1,ENSG00000097007,ABL,NCBI Info
MTTP,ENSG00000138823,ABL,NCBI Info
AOC1,ENSG00000002726,ABP,NCBI Info
SHBG,ENSG00000129214,ABP,NCBI Info
FLNB,ENSG00000136068,ABP-280,NCBI Info
FLNC,ENSG00000128591,ABP-280,NCBI Info
FLNA,ENSG00000196924,ABP-280,NCBI Info
AOC1,ENSG00000002726,ABP1,NCBI Info
DBNL,ENSG00000136279,ABP1,NCBI Info
SNORA59B,NAN,ACA59,NCBI Info
SNORA59A,ENSG00000239149,ACA59,NCBI Info
SOAT1,ENSG00000057252,ACAT,NCBI Info
ACAT1,ENSG00000075239,ACAT,NCBI Info
CES1,ENSG00000198848,ACAT,NCBI Info
CPN2,ENSG00000178772,ACBP,NCBI Info
DBI,ENSG00000155368,ACBP,NCBI Info
ACACA,ENSG00000278540,ACC,NCBI Info
BMS1,ENSG00000165733,ACC,NCBI Info
ACACA,ENSG00000278540,ACC1,NCBI Info
BCL2A1,ENSG00000140379,ACC1,NCBI Info
BCL2A1,ENSG00000140379,ACC2,NCBI Info
ACACB,ENSG00000076555,ACC2,NCBI Info
ACACA,ENSG00000278540,ACCA,NCBI Info
GPR3,ENSG00000181773,ACCA,NCBI Info
CHRNA1,ENSG00000138435,ACHRD,NCBI Info
CHRND,ENSG00000135902,ACHRD,NCBI Info
GLI3,ENSG00000106571,ACLS,NCBI Info
KIF7,ENSG00000166813,ACLS,NCBI Info
NF2,ENSG00000186575,ACN,NCBI Info
ACIN1,ENSG00000100813,ACN,NCBI Info
CPAT1,NAN,ACP,NCBI Info
NDUFAB1,ENSG00000004779,ACP,NCBI Info
SPAG7,ENSG00000091640,ACRP,NCBI Info
CTNNAL1,ENSG00000119326,ACRP,NCBI Info
PLA2G15,ENSG00000103066,ACS,NCBI Info
ACCS,ENSG00000110455,ACS,NCBI Info
ACSS2,ENSG00000131069,ACS,NCBI Info
ACSL6,ENSG00000164398,ACS2,NCBI Info
ACSL5,ENSG00000197142,ACS2,NCBI Info
TWIST1,ENSG00000122691,ACS3,NCBI Info
ACSL3,ENSG00000123983,ACS3,NCBI Info
ACSM2B,ENSG00000066813,ACSM2,NCBI Info
ACSM2A,ENSG00000183747,ACSM2,NCBI Info
SERPINA3,ENSG00000196136,ACT,NCBI Info
FHL5,ENSG00000112214,ACT,NCBI Info
POTEM,ENSG00000222036,ACT,NCBI Info
POTEKP,NAN,ACT,NCBI Info
ACTBL2,ENSG00000169067,ACT,NCBI Info
ACTG1,ENSG00000184009,ACT,NCBI Info
ACTG2,ENSG00000163017,ACT,NCBI Info
ACOT7,ENSG00000097021,ACT,NCBI Info
POTEH,ENSG00000198062,ACTBL1,NCBI Info
POTEG,ENSG00000187537,ACTBL1,NCBI Info
ACTL6A,ENSG00000136518,ACTL6,NCBI Info
ACTL6B,ENSG00000077080,ACTL6,NCBI Info
TGFBR1,ENSG00000106799,ACVRLK4,NCBI Info
ACVR1B,ENSG00000135503,ACVRLK4,NCBI Info
APOE,ENSG00000130203,AD2,NCBI Info
NBPF1,ENSG00000219481,AD2,NCBI Info
TBC1D8,ENSG00000204634,AD3,NCBI Info
PSEN1,ENSG00000080815,AD3,NCBI Info
ADA,ENSG00000196839,ADA1,NCBI Info
TADA1,ENSG00000152382,ADA1,NCBI Info
ADAMTS2,ENSG00000087116,ADAMTS-2,NCBI Info
ADAMTS4,ENSG00000158859,ADAMTS-2,NCBI Info
ADAMTS3,ENSG00000156140,ADAMTS-4,NCBI Info
ADAMTS4,ENSG00000158859,ADAMTS-4,NCBI Info
GADL1,ENSG00000144644,ADC,NCBI Info
AZIN2,ENSG00000142920,ADC,NCBI Info
GSN,ENSG00000148180,ADF,NCBI Info
DSTN,ENSG00000125868,ADF,NCBI Info
AVPR2,ENSG00000126895,ADHR,NCBI Info
FGF23,ENSG00000118972,ADHR,NCBI Info
TOR3A,ENSG00000186283,ADIR2,NCBI Info
NUP98,ENSG00000110713,ADIR2,NCBI Info
ADORA2B,ENSG00000170425,ADORA2,NCBI Info
ADORA2A,ENSG00000128271,ADORA2,NCBI Info
ADIPOQ,ENSG00000181092,ADPN,NCBI Info
PNPLA3,ENSG00000100344,ADPN,NCBI Info
PARP3,ENSG00000041880,ADPRTL2,NCBI Info
PARP2,ENSG00000129484,ADPRTL2,NCBI Info
PARP2,ENSG00000129484,ADPRTL3,NCBI Info
PARP3,ENSG00000041880,ADPRTL3,NCBI Info
FDXR,ENSG00000161513,ADR,NCBI Info
AKR1B1,ENSG00000085662,ADR,NCBI Info
ADRA1D,ENSG00000171873,ADRA1,NCBI Info
ADRA1B,ENSG00000170214,ADRA1,NCBI Info
NBPF3,ENSG00000142794,AE2,NCBI Info
SLC4A2,ENSG00000164889,AE2,NCBI Info
PSMD4,ENSG00000159352,AF,NCBI Info
KLHL17,ENSG00000187961,AF,NCBI Info
PSMD4,ENSG00000159352,AF-1,NCBI Info
IFNGR2,ENSG00000159128,AF-1,NCBI Info
TXNDC12,ENSG00000117862,AG1,NCBI Info
NBPF10,ENSG00000271425,AG1,NCBI Info
C11orf96,ENSG00000187479,AG2,NCBI Info
AGR2,ENSG00000106541,AG2,NCBI Info
AGR3,ENSG00000173467,AG3,NCBI Info
NBPF15,ENSG00000266338,AG3,NCBI Info
SLC25A12,ENSG00000115840,AGC1,NCBI Info
ACAN,ENSG00000157766,AGC1,NCBI Info
PGM3,ENSG00000013375,AGM1,NCBI Info
IGHM,ENSG00000211899,AGM1,NCBI Info
ANGPT1,ENSG00000154188,AGP1,NCBI Info
ORM1,ENSG00000229314,AGP1,NCBI Info
LPCAT1,ENSG00000153395,AGPAT10,NCBI Info
GPAT3,ENSG00000138678,AGPAT10,NCBI Info
LCLAT1,ENSG00000172954,AGPAT8,NCBI Info
GPAT3,ENSG00000138678,AGPAT8,NCBI Info
GPAT3,ENSG00000138678,AGPAT9,NCBI Info
LPCAT1,ENSG00000153395,AGPAT9,NCBI Info
RASD1,ENSG00000108551,AGS1,NCBI Info
JAG1,ENSG00000101384,AGS1,NCBI Info
TREX1,ENSG00000213689,AGS1,NCBI Info
RNASEH2B,ENSG00000136104,AGS2,NCBI Info
NOTCH2,ENSG00000134250,AGS2,NCBI Info
GPSM1,ENSG00000160360,AGS3,NCBI Info
RNASEH2C,ENSG00000172922,AGS3,NCBI Info
GPSM3,ENSG00000213654,AGS4,NCBI Info
RNASEH2A,ENSG00000104889,AGS4,NCBI Info
LSM11,ENSG00000155858,AGS8,NCBI Info
FNDC1,ENSG00000164694,AGS8,NCBI Info
SLC7A13,ENSG00000164893,AGT1,NCBI Info
AGXT,ENSG00000172482,AGT1,NCBI Info
LIPH,ENSG00000163898,AH,NCBI Info
HCA1,NAN,AH,NCBI Info
AHSA1,ENSG00000100591,AHA1,NCBI Info
AHSA2P,ENSG00000173209,AHA1,NCBI Info
CYP1A1,ENSG00000140465,AHH,NCBI Info
AHRR,ENSG00000063438,AHH,NCBI Info
NCOA3,ENSG00000124151,AIB1,NCBI Info
ANIB1,NAN,AIB1,NCBI Info
NCOA6,ENSG00000198646,AIB3,NCBI Info
ANIB3,NAN,AIB3,NCBI Info
AUNIP,ENSG00000127423,AIBP,NCBI Info
NAXE,ENSG00000163382,AIBP,NCBI Info
CD69,ENSG00000110848,AIM,NCBI Info
CD5L,ENSG00000073754,AIM,NCBI Info
DNMT1,ENSG00000130816,AIM,NCBI Info
AURKB,ENSG00000178999,AIM1,NCBI Info
SLC45A2,ENSG00000164175,AIM1,NCBI Info
CRYBG1,ENSG00000112297,AIM1,NCBI Info
MAGI2,ENSG00000187391,AIP-1,NCBI Info
DAB2IP,ENSG00000136848,AIP-1,NCBI Info
ABI2,ENSG00000138443,AIP-1,NCBI Info
WDR1,ENSG00000071127,AIP1,NCBI Info
ARL6IP1,ENSG00000170540,AIP1,NCBI Info
MAGI2,ENSG00000187391,AIP1,NCBI Info
BIRC3,ENSG00000023445,AIP1,NCBI Info
PDCD6IP,ENSG00000170248,AIP1,NCBI Info
DAB2IP,ENSG00000136848,AIP1,NCBI Info
ACTRT1,ENSG00000123165,AIP1,NCBI Info
ABI2,ENSG00000138443,AIP1,NCBI Info
NT5C1B-RDH14,ENSG00000250741,AIRP,NCBI Info
NT5C1B,ENSG00000185013,AIRP,NCBI Info
TP63,ENSG00000073282,AIS,NCBI Info
IS1,NAN,AIS,NCBI Info
AR,ENSG00000169083,AIS,NCBI Info
IS1,NAN,AIS1,NCBI Info
FOXD3,ENSG00000187140,AIS1,NCBI Info
ZFAT,ENSG00000066827,AITD3,NCBI Info
TG,ENSG00000042832,AITD3,NCBI Info
AK4,ENSG00000162433,AK3L1,NCBI Info
AK3,ENSG00000147853,AK3L1,NCBI Info
AK4,ENSG00000162433,AK3L2,NCBI Info
AK4P3,NAN,AK3L2,NCBI Info
AK5,ENSG00000154027,AK6,NCBI Info
AK3,ENSG00000147853,AK6,NCBI Info
GAGE12F,ENSG00000236362,AL4,NCBI Info
GAGE12I,NAN,AL4,NCBI Info
GAGE7,NAN,AL4,NCBI Info
GAGE12G,ENSG00000215269,AL4,NCBI Info
CHD1L,ENSG00000131778,ALC1,NCBI Info
MYL4,ENSG00000198336,ALC1,NCBI Info
LOC112694756,ENSG00000285043,ALDA,NCBI Info
ALDOA,ENSG00000149925,ALDA,NCBI Info
ALDOC,ENSG00000109107,ALDC,NCBI Info
ALDH1A1,ENSG00000165092,ALDC,NCBI Info
ALDH4A1,ENSG00000159423,ALDH4,NCBI Info
ALDH9A1,ENSG00000143149,ALDH4,NCBI Info
ALDH3B1,ENSG00000006534,ALDH4,NCBI Info
ALDH3B1,ENSG00000006534,ALDH7,NCBI Info
ALDH9A1,ENSG00000143149,ALDH7,NCBI Info
AKR1A1,ENSG00000117448,ALDR1,NCBI Info
AKR1B1,ENSG00000085662,ALDR1,NCBI Info
ABCD2,ENSG00000173208,ALDRP,NCBI Info
AKR1B1P2,NAN,ALDRP,NCBI Info
STON1-GTF2A1L,ENSG00000068781,ALF,NCBI Info
GTF2A1L,ENSG00000242441,ALF,NCBI Info
AFM,ENSG00000079557,ALF,NCBI Info
COPS2,ENSG00000166200,ALIEN,NCBI Info
LINC00261,ENSG00000259974,ALIEN,NCBI Info
ACVRL1,ENSG00000139567,ALK1,NCBI Info
ALK,ENSG00000171094,ALK1,NCBI Info
SLPI,ENSG00000124107,ALK1,NCBI Info
PDLIM3,ENSG00000154553,ALP,NCBI Info
ATHS,NAN,ALP,NCBI Info
CCL27,ENSG00000213927,ALP,NCBI Info
NAT10,ENSG00000135372,ALP,NCBI Info
ATRNL1,ENSG00000107518,ALP,NCBI Info
SLPI,ENSG00000124107,ALP,NCBI Info
ALPP,ENSG00000163283,ALP,NCBI Info
ASRGL1,ENSG00000162174,ALP,NCBI Info
ASRGL1,ENSG00000162174,ALP1,NCBI Info
ASZ1,ENSG00000154438,ALP1,NCBI Info
GFER,ENSG00000127554,ALR,NCBI Info
KMT2D,ENSG00000167548,ALR,NCBI Info
AKR1A1,ENSG00000117448,ALR,NCBI Info
IGFALS,ENSG00000099769,ALS,NCBI Info
SOD1,ENSG00000142168,ALS,NCBI Info
ERBB4,ENSG00000178568,ALS19,NCBI Info
HNRNPA1,ENSG00000135486,ALS19,NCBI Info
TRAK2,ENSG00000115993,ALS2CR3,NCBI Info
MTCO3P16,ENSG00000227736,ALS2CR3,NCBI Info
MTND4LP16,ENSG00000234731,ALS2CR3,NCBI Info
MTATP6P16,ENSG00000224299,ALS2CR3,NCBI Info
MTND3P16,ENSG00000224590,ALS2CR3,NCBI Info
MTCO2P16,ENSG00000234842,ALS2CR3,NCBI Info
ALS3,NAN,ALS6,NCBI Info
FUS,ENSG00000089280,ALS6,NCBI Info
DLEU2,ENSG00000231607,ALT1,NCBI Info
GPT,ENSG00000167701,ALT1,NCBI Info
SRP9,ENSG00000143742,ALURBP,NCBI Info
SRP14,ENSG00000140319,ALURBP,NCBI Info
FPR2,ENSG00000171049,ALX,NCBI Info
HSH2D,ENSG00000196684,ALX,NCBI Info
ATF7IP,ENSG00000171681,AM,NCBI Info
ADM,ENSG00000148926,AM,NCBI Info
CCL18,ENSG00000275385,AMAC1,NCBI Info
SLC35G3,ENSG00000164729,AMAC1,NCBI Info
ASAP1,ENSG00000153317,AMAP1,NCBI Info
MYCBPAP,ENSG00000136449,AMAP1,NCBI Info
AMCN,NAN,AMC1,NCBI Info
LGI4,ENSG00000153902,AMC1,NCBI Info
AMD1P2,NAN,AMD,NCBI Info
AMD1,ENSG00000123505,AMD,NCBI Info
FAAH2,ENSG00000165591,AMDD,NCBI Info
BMPR1B,ENSG00000138696,AMDD,NCBI Info
AMELY,ENSG00000099721,AMGL,NCBI Info
AMELX,ENSG00000125363,AMGL,NCBI Info
RUNX1,ENSG00000159216,AML1-EVI-1,NCBI Info
MECOM,ENSG00000085276,AML1-EVI-1,NCBI Info
MFAP1,ENSG00000140259,AMP,NCBI Info
APRT,ENSG00000198931,AMP,NCBI Info
PRKAA1,ENSG00000132356,AMPK,NCBI Info
PRKAB1,ENSG00000111725,AMPK,NCBI Info
PRKAA2,ENSG00000162409,AMPK,NCBI Info
COL25A1,ENSG00000188517,AMY,NCBI Info
OLFM1,ENSG00000130558,AMY,NCBI Info
AMY1A,ENSG00000237763,AMY1,NCBI Info
AMY1B,ENSG00000174876,AMY1,NCBI Info
AMY1C,ENSG00000187733,AMY1,NCBI Info
AMY2B,ENSG00000240038,AMY2,NCBI Info
AMY2A,ENSG00000243480,AMY2,NCBI Info
DIAPH3,ENSG00000139734,AN,NCBI Info
CCDC102B,ENSG00000150636,AN,NCBI Info
PAX6,ENSG00000007372,AN,NCBI Info
ELP4,ENSG00000109911,AN,NCBI Info
PAX6,ENSG00000007372,AN2,NCBI Info
ELP4,ENSG00000109911,AN2,NCBI Info
ANKRD12,ENSG00000101745,ANCO1,NCBI Info
ANKRD11,ENSG00000167522,ANCO1,NCBI Info
UBE3A,ENSG00000114062,ANCR,NCBI Info
DANCR,ENSG00000226950,ANCR,NCBI Info
HESX1,ENSG00000163666,ANF,NCBI Info
NPPA,ENSG00000175206,ANF,NCBI Info
TM7SF2,ENSG00000149809,ANG1,NCBI Info
ANGPT1,ENSG00000154188,ANG1,NCBI Info
ANGPT2,ENSG00000091879,ANG2,NCBI Info
VPS51,ENSG00000149823,ANG2,NCBI Info
ANGPTL1,ENSG00000116194,ANG3,NCBI Info
VPS51,ENSG00000149823,ANG3,NCBI Info
ANGPT4,ENSG00000101280,ANG3,NCBI Info
ANKH,ENSG00000154122,ANK,NCBI Info
ANK1,ENSG00000029534,ANK,NCBI Info
LOC100288966,ENSG00000277630,ANKRD21,NCBI Info
POTED,ENSG00000166351,ANKRD21,NCBI Info
SLC25A4,ENSG00000151729,ANT,NCBI Info
SLC25A6,ENSG00000169100,ANT,NCBI Info
PRPF6,ENSG00000101161,ANT1,NCBI Info
SLC25A4,ENSG00000151729,ANT1,NCBI Info
AOX3P,ENSG00000284084,AOH1,NCBI Info
AOX1,ENSG00000138356,AOH1,NCBI Info
CELA2A,ENSG00000142615,AOMS4,NCBI Info
LIPE,ENSG00000079435,AOMS4,NCBI Info
ARHGAP31,ENSG00000031081,AOS1,NCBI Info
SAE1,ENSG00000142230,AOS1,NCBI Info
FOSB,ENSG00000125740,AP-1,NCBI Info
JUND,ENSG00000130522,AP-1,NCBI Info
JUNB,ENSG00000171223,AP-1,NCBI Info
FOS,ENSG00000170345,AP-1,NCBI Info
JUN,ENSG00000177606,AP-1,NCBI Info
AP4S1,ENSG00000100478,AP47B,NCBI Info
AP3M2,ENSG00000070718,AP47B,NCBI Info
ANAPC1,ENSG00000153107,APC1,NCBI Info
SLC25A24,ENSG00000085491,APC1,NCBI Info
ANAPC2,ENSG00000176248,APC2,NCBI Info
SLC25A23,ENSG00000125648,APC2,NCBI Info
SLC25A41,ENSG00000181240,APC4,NCBI Info
ANAPC4,ENSG00000053900,APC4,NCBI Info
ANAPC7,ENSG00000196510,APC7,NCBI Info
SCARA3,ENSG00000168077,APC7,NCBI Info
CCDC88A,ENSG00000115355,APE,NCBI Info
APEX1,ENSG00000100823,APE,NCBI Info
ADGRG6,ENSG00000112414,APG1,NCBI Info
HSPA4L,ENSG00000164070,APG1,NCBI Info
CENPS,ENSG00000175279,APITD1,NCBI Info
CENPS-CORT,ENSG00000251503,APITD1,NCBI Info
ADIPOQ,ENSG00000181092,APM-1,NCBI Info
ZBTB7C,ENSG00000184828,APM-1,NCBI Info
ADIPOQ,ENSG00000181092,APM1,NCBI Info
ZBTB7C,ENSG00000184828,APM1,NCBI Info
APOBEC3C,ENSG00000244509,APOBEC1L,NCBI Info
APOBEC3B,ENSG00000179750,APOBEC1L,NCBI Info
XPNPEP1,ENSG00000108039,APP1,NCBI Info
PABPC4,ENSG00000090621,APP1,NCBI Info
LRP1,ENSG00000123384,APR,NCBI Info
PMAIP1,ENSG00000141682,APR,NCBI Info
ANP32B,ENSG00000136938,APRIL,NCBI Info
TNFSF13,ENSG00000161955,APRIL,NCBI Info
TOB2,ENSG00000183864,APRO5,NCBI Info
TOB1,ENSG00000141232,APRO5,NCBI Info
SH2B2,ENSG00000160999,APS,NCBI Info
KLK3,ENSG00000142515,APS,NCBI Info
AIRE,ENSG00000160224,APS1,NCBI Info
NUDT11,ENSG00000196368,APS1,NCBI Info
LYPLA1,ENSG00000120992,APT1,NCBI Info
TAP1,ENSG00000168394,APT1,NCBI Info
FAS,ENSG00000026103,APT1,NCBI Info
TAP2,ENSG00000204267,APT2,NCBI Info
LYPLA2,ENSG00000011009,APT2,NCBI Info
PHF11,ENSG00000136147,APY,NCBI Info
MS4A2,ENSG00000149534,APY,NCBI Info
AREG,ENSG00000109321,AR,NCBI Info
AKR1B1,ENSG00000085662,AR,NCBI Info
FOXC1,ENSG00000054598,ARA,NCBI Info
ABCC6,ENSG00000091262,ARA,NCBI Info
PAK3,ENSG00000077264,ARA,NCBI Info
FYB2,ENSG00000187889,ARAP,NCBI Info
MDK,ENSG00000110492,ARAP,NCBI Info
AWAT2,ENSG00000147160,ARAT,NCBI Info
DGAT2,ENSG00000062282,ARAT,NCBI Info
DGAT1,ENSG00000185000,ARAT,NCBI Info
ARPC4-TTLL3,ENSG00000250151,ARC20,NCBI Info
ARPC4,ENSG00000241553,ARC20,NCBI Info
MED7,ENSG00000155868,ARC34,NCBI Info
ARPC2,ENSG00000163466,ARC34,NCBI Info
EPHA2,ENSG00000142627,ARCC2,NCBI Info
CTPP,NAN,ARCC2,NCBI Info
TRIM23,ENSG00000113595,ARD1,NCBI Info
NAA10,ENSG00000102030,ARD1,NCBI Info
PPP1R8,ENSG00000117751,ARD1,NCBI Info
ABL2,ENSG00000143322,ARG,NCBI Info
RERE,ENSG00000142599,ARG,NCBI Info
LDLRAP1,ENSG00000157978,ARH1,NCBI Info
ADPRH,ENSG00000144843,ARH1,NCBI Info
ADPRHL1,ENSG00000153531,ARH2,NCBI Info
LDLRAP1,ENSG00000157978,ARH2,NCBI Info
ECSCR,ENSG00000249751,ARIA,NCBI Info
NRG1,ENSG00000157168,ARIA,NCBI Info
MAGI2,ENSG00000187391,ARIP1,NCBI Info
ACTRT1,ENSG00000123165,ARIP1,NCBI Info
AXL,ENSG00000167601,ARK,NCBI Info
RNF111,ENSG00000157450,ARK,NCBI Info
AKR1A1,ENSG00000117448,ARM,NCBI Info
ARMC9,ENSG00000135931,ARM,NCBI Info
KLK4,ENSG00000167749,ARM1,NCBI Info
ADRM1,ENSG00000130706,ARM1,NCBI Info
CFB,ENSG00000243649,ARMD14,NCBI Info
C2,ENSG00000166278,ARMD14,NCBI Info
ARFRP1,ENSG00000101246,ARP,NCBI Info
RERE,ENSG00000142599,ARP,NCBI Info
MANF,ENSG00000145050,ARP,NCBI Info
CRISP1,ENSG00000124812,ARP,NCBI Info
ANGPTL1,ENSG00000116194,ARP1,NCBI Info
PITX2,ENSG00000164093,ARP1,NCBI Info
NR2F2,ENSG00000185551,ARP1,NCBI Info
ACTR1A,ENSG00000138107,ARP1,NCBI Info
APOBEC2,ENSG00000124701,ARP1,NCBI Info
ACTR3C,ENSG00000106526,ARP11,NCBI Info
ACTR3B,ENSG00000133627,ARP11,NCBI Info
ANGPTL2,ENSG00000136859,ARP2,NCBI Info
AICDA,ENSG00000111732,ARP2,NCBI Info
ACTR2,ENSG00000138071,ARP2,NCBI Info
ACTR3,ENSG00000115091,ARP3,NCBI Info
APOBEC3A,ENSG00000128383,ARP3,NCBI Info
APOBEC3B,ENSG00000179750,ARP4,NCBI Info
ANGPTL4,ENSG00000167772,ARP4,NCBI Info
APOBEC3C,ENSG00000244509,ARP5,NCBI Info
ANGPTL6,ENSG00000130812,ARP5,NCBI Info
ACTR6,ENSG00000075089,ARP6,NCBI Info
APOBEC3D,ENSG00000243811,ARP6,NCBI Info
APOBEC3F,ENSG00000128394,ARP8,NCBI Info
ACTR8,ENSG00000113812,ARP8,NCBI Info
DCPS,ENSG00000110063,ARS,NCBI Info
SLURP1,ENSG00000126233,ARS,NCBI Info
RIEG2,NAN,ARS,NCBI Info
STS,ENSG00000101846,ARSC,NCBI Info
ARSC2,NAN,ARSC,NCBI Info
AGRP,ENSG00000159723,ART,NCBI Info
ARTN,ENSG00000117407,ART,NCBI Info
BBX,ENSG00000114439,ARTC1,NCBI Info
ART1,ENSG00000129744,ARTC1,NCBI Info
SEPTIN4,ENSG00000108387,ARTS,NCBI Info
PRPS1,ENSG00000147224,ARTS,NCBI Info
ARVD3,NAN,ARVD2,NCBI Info
RYR2,ENSG00000198626,ARVD2,NCBI Info
UBE3A,ENSG00000114062,AS,NCBI Info
LINC02605,NAN,AS,NCBI Info
HLA-B,ENSG00000234745,AS,NCBI Info
ALAS2,ENSG00000158578,ASB,NCBI Info
ARSB,ENSG00000113273,ASB,NCBI Info
ASB3,ENSG00000115239,ASB-3,NCBI Info
GPR75-ASB3,ENSG00000115239,ASB-3,NCBI Info
STS,ENSG00000101846,ASC,NCBI Info
PYCARD,ENSG00000103490,ASC,NCBI Info
TRIP4,ENSG00000103671,ASC-1,NCBI Info
RPL3,ENSG00000100316,ASC-1,NCBI Info
TRIP4,ENSG00000103671,ASC1,NCBI Info
SLC7A10,ENSG00000130876,ASC1,NCBI Info
PYDC1,ENSG00000169900,ASC2,NCBI Info
NCOA6,ENSG00000198646,ASC2,NCBI Info
